wave,inten,std
1830.282,0.082,0.027
1834.857,-0.021,0.020
1839.430,-0.029,0.019
1844.004,-0.066,0.020
1848.577,0.192,0.034
1853.149,-0.064,0.019
1857.721,0.021,0.025
1862.293,-0.056,0.018
1866.864,0.036,0.026
1871.434,0.079,0.028
1876.005,0.011,0.026
1880.574,-0.024,0.022
1885.144,-0.019,0.024
1889.713,-0.041,0.020
1894.281,-0.001,0.024
1898.849,0.141,0.033
1903.417,-0.058,0.018
1907.984,-0.014,0.024
1912.551,-0.059,0.018
1917.117,0.044,0.026
1921.683,-0.055,0.022
1926.249,0.081,0.029
1930.814,0.020,0.024
1935.378,0.007,0.026
1939.942,-0.003,0.023
1944.506,0.129,0.032
1949.069,0.191,0.035
1953.632,-0.018,0.022
1958.195,0.098,0.030
1962.757,-0.003,0.021
1967.318,0.042,0.023
1971.880,-0.012,0.023
1976.440,0.000,0.024
1981.001,0.004,0.024
1985.561,-0.040,0.023
1990.120,0.017,0.025
1994.679,0.082,0.029
1999.238,-0.016,0.025
2003.796,-0.063,0.020
2008.354,-0.118,0.016
2012.911,0.060,0.028
2017.468,0.023,0.027
2022.025,-0.023,0.021
2026.581,0.027,0.026
2031.137,0.019,0.027
2035.692,0.016,0.025
2040.247,0.038,0.025
2044.801,0.076,0.029
2049.355,0.014,0.025
2053.909,-0.027,0.020
2058.462,-0.099,0.015
2063.015,-0.041,0.021
2067.567,-0.019,0.024
2072.119,-0.083,0.017
2076.671,-0.085,0.018
2081.222,-0.108,0.015
2085.773,0.185,0.034
2090.323,-0.030,0.023
2094.873,-0.026,0.023
2099.422,0.054,0.030
2103.971,0.008,0.026
2108.520,-0.001,0.022
2113.068,0.120,0.033
2117.616,-0.024,0.022
2122.163,-0.010,0.022
2126.710,-0.012,0.023
2131.257,-0.060,0.023
2135.803,0.050,0.028
2140.349,0.192,0.035
2144.894,-0.088,0.017
2149.439,0.040,0.027
2153.984,0.027,0.025
2158.528,-0.124,0.018
2163.072,0.009,0.026
2167.615,0.187,0.033
2172.158,-0.092,0.017
2176.701,0.064,0.028
2181.243,-0.027,0.022
2185.785,-0.049,0.021
2190.326,-0.056,0.020
2194.867,-0.036,0.019
2199.407,0.030,0.025
2203.948,-0.100,0.017
2208.487,-0.046,0.021
2213.027,-0.016,0.021
2217.566,-0.028,0.025
2222.104,-0.043,0.020
2226.642,0.143,0.033
2231.180,0.068,0.029
2235.717,-0.002,0.024
2240.254,0.079,0.028
2244.791,0.096,0.029
2249.327,0.255,0.038
2253.863,-0.109,0.016
2258.398,0.117,0.031
2262.933,-0.022,0.023
2267.468,0.143,0.032
2272.002,0.016,0.025
2276.536,0.083,0.029
2281.069,0.015,0.025
2285.602,0.043,0.027
2290.135,0.047,0.025
2294.667,-0.041,0.023
2299.199,-0.091,0.014
2303.730,0.003,0.025
2308.261,-0.010,0.024
2312.792,-0.006,0.024
2317.322,-0.058,0.020
2321.852,0.118,0.032
2326.382,0.016,0.023
2330.911,0.089,0.029
2335.440,-0.002,0.025
2339.968,0.030,0.026
2344.496,0.070,0.028
2349.023,0.074,0.028
2353.551,-0.043,0.022
2358.077,0.054,0.026
2362.604,-0.073,0.016
2367.130,-0.092,0.015
2371.656,-0.053,0.020
2376.181,0.030,0.027
2380.706,-0.023,0.023
2385.230,0.010,0.026
2389.754,-0.141,0.016
2394.278,0.028,0.026
2398.802,-0.069,0.020
2403.325,0.065,0.027
2407.847,-0.072,0.020
2412.369,0.035,0.026
2416.891,0.017,0.025
2421.413,-0.045,0.021
2425.934,0.043,0.026
2430.455,-0.009,0.026
2434.975,0.013,0.024
2439.495,0.004,0.025
2444.015,0.025,0.024
2448.534,0.016,0.026
2453.053,-0.042,0.021
2457.571,-0.043,0.021
2462.089,-0.056,0.019
2466.607,-0.033,0.023
2471.124,0.012,0.025
2475.641,0.056,0.027
2480.158,-0.033,0.021
2484.674,0.047,0.028
2489.190,0.010,0.024
2493.706,0.087,0.029
2498.221,-0.069,0.016
2502.736,-0.340,nan
2507.250,0.090,0.029
2511.764,0.084,0.029
2516.278,-0.012,0.023
2520.791,0.000,0.024
2525.304,-0.006,0.022
2529.817,0.115,0.029
2534.329,0.048,0.024
2538.841,-0.045,0.023
2543.352,-0.065,0.022
2547.864,-0.025,0.021
2552.374,-0.209,0.010
2556.885,0.134,0.031
2561.395,-0.031,0.021
2565.904,-0.006,0.022
2570.414,0.081,0.029
2574.923,0.007,0.025
2579.431,0.116,0.030
2583.940,-0.024,0.021
2588.447,0.017,0.025
2592.955,-0.013,0.024
2597.462,-0.044,0.022
2601.969,0.275,0.038
2606.475,0.050,0.029
2610.982,0.033,0.027
2615.487,0.007,0.027
2619.993,0.078,0.029
2624.498,0.005,0.023
2629.002,-0.083,0.018
2633.507,-0.018,0.022
2638.011,0.017,0.026
2642.514,0.035,0.027
2647.018,0.070,0.028
2651.521,0.095,0.030
2656.023,0.003,0.023
2660.525,0.030,0.027
2665.027,0.044,0.027
2669.529,0.072,0.028
2674.030,0.004,0.024
2678.531,0.067,0.029
2683.031,0.003,0.025
2687.531,-0.024,0.022
2692.031,-0.105,0.016
2696.531,-0.002,0.026
2701.030,-0.031,0.023
2705.528,-0.074,0.019
2710.027,-0.108,0.016
2714.525,-0.004,0.025
2719.023,0.003,0.022
2723.520,0.013,0.026
2728.017,-0.053,0.023
2732.514,0.010,0.025
2737.010,0.087,0.031
2741.506,-0.112,0.015
2746.002,-0.041,0.024
2750.497,-0.057,0.020
2754.992,-0.035,0.020
2759.487,-0.011,0.022
2763.981,-0.056,0.020
2768.475,0.063,0.028
2772.968,0.100,0.029
2777.462,0.013,0.027
2781.955,0.004,0.024
2786.447,0.098,0.029
2790.939,0.030,0.026
2795.431,-0.080,0.019
2799.923,0.153,0.032
2804.414,-0.138,0.014
2808.905,0.080,0.029
2813.396,-0.094,0.015
2817.886,0.058,0.030
2822.376,-0.017,0.025
2826.866,-0.013,0.023
2831.355,-0.016,0.023
2835.844,-0.063,0.020
2840.332,-0.094,0.018
2844.821,-0.137,0.013
2849.309,-0.035,0.021
2853.796,0.109,0.031
2858.283,-0.046,0.020
2862.770,-0.066,0.020
2867.257,0.062,0.028
2871.743,0.013,0.026
2876.229,0.030,0.026
2880.715,0.022,0.026
2885.200,-0.010,0.024
2889.685,-0.117,0.017
2894.170,-0.036,0.023
2898.654,0.093,0.028
2903.138,0.004,0.023
2907.622,-0.020,0.023
2912.105,0.076,0.029
2916.588,0.007,0.024
2921.071,-0.035,0.022
2925.553,-0.085,0.018
2930.036,-0.077,0.019
2934.517,0.118,0.031
2938.999,0.016,0.024
2943.480,0.065,0.029
2947.961,0.005,0.026
2952.441,0.049,0.027
2956.921,-0.049,0.020
2961.401,-0.052,0.021
2965.881,0.060,0.027
2970.360,-0.072,0.018
2974.839,-0.094,0.019
2979.317,0.010,0.025
2983.796,-0.055,0.021
2988.274,-0.084,0.019
2992.751,0.002,0.023
2997.229,-0.048,0.020
3001.706,-0.052,0.023
3006.182,-0.108,0.018
3010.659,0.066,0.030
3015.135,-0.087,0.018
3019.610,-0.238,nan
3024.086,0.045,0.027
3028.561,0.044,0.027
3033.036,0.054,0.029
3037.510,0.031,0.027
3041.985,0.001,0.025
3046.458,1.913,0.083
3050.932,0.001,0.024
3055.405,-0.047,0.021
3059.878,0.084,0.029
3064.351,-0.104,0.015
3068.823,-0.069,0.018
3073.295,0.192,0.036
3077.767,-0.074,0.019
3082.239,0.130,0.032
3086.710,0.194,0.035
3091.181,0.030,0.027
3095.651,-0.067,0.019
3100.121,-0.113,0.014
3104.591,-0.059,0.021
3109.061,-0.052,0.019
3113.530,-0.051,0.022
3117.999,0.050,0.027
3122.468,0.055,0.030
3126.937,0.027,0.026
3131.405,0.038,0.027
3135.873,0.066,0.029
3140.340,-0.096,0.017
3144.807,-0.068,0.020
3149.274,0.023,0.027
3153.741,-0.059,0.022
3158.207,-0.104,0.019
3162.673,-0.010,0.026
3167.139,0.051,0.027
3171.605,-0.034,0.020
3176.070,-0.010,0.025
3180.535,-0.044,0.022
3184.999,-0.079,0.020
3189.464,-0.061,0.020
3193.928,-0.028,0.022
3198.391,-0.101,0.019
3202.855,-0.036,0.020
3207.318,-0.123,0.015
3211.781,0.053,0.026
3216.243,-0.084,0.020
3220.705,0.031,0.026
3225.167,-0.088,0.018
3229.629,0.328,0.041
3234.091,-0.001,0.024
3238.552,0.006,0.024
3243.012,0.122,0.033
3247.473,0.087,0.030
3251.933,0.009,0.026
3256.393,-0.002,0.024
3260.853,0.095,0.030
3265.312,0.015,0.028
3269.771,-0.053,0.025
3274.230,0.035,0.027
3278.689,-0.034,0.019
3283.147,0.096,0.029
3287.605,0.098,0.029
3292.063,-0.077,0.019
3296.520,-0.053,0.022
3300.977,0.032,0.025
3305.434,-0.058,0.023
3309.891,0.020,0.026
3314.347,-0.164,0.010
3318.803,-0.031,0.023
3323.259,0.044,0.028
3327.714,-0.088,0.020
3332.170,-0.009,0.025
3336.624,0.032,0.026
3341.079,-0.037,0.023
3345.533,0.003,0.022
3349.988,0.244,0.038
3354.441,0.000,0.027
3358.895,-0.032,0.020
3363.348,0.031,0.025
3367.801,0.003,0.024
3372.254,-0.019,0.024
3376.706,-0.044,0.023
3381.159,0.078,0.028
3385.610,-0.033,0.023
3390.062,0.115,0.032
3394.514,0.035,0.026
3398.965,0.106,0.032
3403.415,0.000,0.024
3407.866,-0.130,0.012
3412.316,0.012,0.025
3416.766,0.083,0.030
3421.216,-0.064,0.022
3425.666,0.188,0.035
3430.115,-0.086,0.019
3434.564,0.068,0.026
3439.013,-0.034,0.020
3443.461,0.051,0.028
3447.909,-0.048,0.020
3452.357,0.009,0.022
3456.805,-0.073,0.020
3461.252,0.088,0.029
3465.699,0.029,0.028
3470.146,-0.032,0.022
3474.593,0.026,0.027
3479.039,0.225,0.036
3483.485,0.088,0.029
3487.931,0.093,0.028
3492.376,-0.014,0.023
3496.822,-0.015,0.022
3501.267,0.077,0.029
3505.712,-0.006,0.021
3510.156,0.020,0.026
3514.600,0.021,0.026
3519.044,-0.044,0.023
3523.488,-0.058,0.021
3527.932,-0.132,0.018
3532.375,-0.014,0.023
3536.818,0.069,0.027
3541.261,-0.013,0.023
3545.703,0.035,0.025
3550.145,0.043,0.028
3554.587,-0.024,0.024
3559.029,0.016,0.025
3563.471,-0.030,0.023
3567.912,-0.047,0.020
3572.353,0.101,0.031
3576.794,0.076,0.031
3581.234,-0.065,0.020
3585.674,0.028,0.026
3590.114,-0.074,0.018
3594.554,0.067,0.026
3598.993,-0.001,0.023
3603.433,0.005,0.026
3607.872,-0.109,0.015
3612.310,-0.014,0.024
3616.749,0.004,0.027
3621.187,0.029,0.024
3625.625,0.048,0.028
3630.063,-0.064,0.021
3634.501,0.007,0.025
3638.938,0.059,0.027
3643.375,0.056,0.029
3647.812,-0.026,0.022
3652.248,0.072,0.028
