wave,flux,std
4002.017,-3.70e-16,1.85e-16
4006.435,-1.45e-16,2.01e-16
4010.854,-3.09e-16,1.98e-16
4015.273,3.73e-17,2.08e-16
4019.691,-1.56e-16,1.95e-16
4024.109,-2.36e-16,1.88e-16
4028.527,-3.54e-16,1.85e-16
4032.944,-8.35e-16,1.76e-16
4037.362,6.73e-17,2.20e-16
4041.779,2.37e-16,2.26e-16
4046.196,9.57e-16,2.25e-16
4050.613,1.73e-17,1.91e-16
4055.03,1.07e-16,1.83e-16
4059.446,-2.67e-16,1.62e-16
4063.863,-4.39e-16,1.73e-16
4068.279,6.73e-17,1.88e-16
4072.695,-6.86e-16,1.65e-16
4077.11,5.27e-16,2.21e-16
4081.526,3.17e-16,2.18e-16
4085.941,8.73e-17,2.05e-16
4090.356,-3.27e-17,1.99e-16
4094.771,5.73e-17,1.91e-16
4099.186,-4.88e-16,1.55e-16
4103.6,-8.64e-16,1.38e-16
4108.015,-6.34e-16,1.36e-16
4112.429,-3.08e-16,1.43e-16
4116.843,-4.49e-16,1.24e-16
4121.257,1.67e-16,1.45e-16
4125.67,-1.92e-16,1.38e-16
4130.084,-6.40e-16,1.22e-16
4134.497,-4.49e-16,1.39e-16
4138.91,-2.50e-16,1.55e-16
4143.323,-3.13e-16,1.53e-16
4147.735,-8.15e-16,1.26e-16
4152.148,1.57e-16,1.48e-16
4156.56,-3.01e-16,1.31e-16
4160.972,-8.21e-16,1.14e-16
4165.384,-8.10e-16,1.21e-16
4169.796,5.87e-16,1.71e-16
4174.208,-2.27e-17,1.50e-16
4178.619,-1.98e-16,1.47e-16
4183.03,-5.27e-17,1.41e-16
4187.441,-1.91e-16,1.38e-16
4191.852,-7.12e-16,1.18e-16
4196.263,-2.46e-16,1.37e-16
4200.673,3.73e-17,1.49e-16
4205.083,2.57e-16,1.58e-16
4209.494,-4.05e-16,1.35e-16
4213.903,-6.27e-17,1.39e-16
4218.313,-4.38e-16,1.30e-16
4222.723,1.37e-16,1.44e-16
4227.132,-1.87e-16,1.38e-16
