wave,flux,std
4002.017,9.02e-16,1.96e-16
4006.435,1.44e-15,2.23e-16
4010.854,1.90e-15,2.41e-16
4015.273,1.53e-15,2.24e-16
4019.691,1.54e-15,2.21e-16
4024.109,1.72e-15,2.23e-16
4028.527,1.75e-15,2.24e-16
4032.944,1.64e-15,2.30e-16
4037.362,1.70e-15,2.35e-16
4041.779,1.16e-15,2.16e-16
4046.196,2.54e-15,2.40e-16
4050.613,1.18e-15,1.91e-16
4055.03,9.60e-16,1.74e-16
4059.446,1.55e-15,1.91e-16
4063.863,1.43e-15,1.99e-16
4068.279,1.98e-15,2.15e-16
4072.695,2.38e-15,2.43e-16
4077.11,2.22e-15,2.42e-16
4081.526,2.29e-15,2.49e-16
4085.941,2.36e-15,2.44e-16
4090.356,1.63e-15,2.18e-16
4094.771,1.75e-15,2.14e-16
4099.186,2.21e-15,2.17e-16
4103.6,1.75e-15,1.96e-16
4108.015,1.25e-15,1.67e-16
4112.429,2.07e-15,1.86e-16
4116.843,1.52e-15,1.57e-16
4121.257,1.61e-15,1.54e-16
4125.67,1.26e-15,1.47e-16
4130.084,1.09e-15,1.44e-16
4134.497,1.12e-15,1.56e-16
4138.91,1.97e-15,1.91e-16
4143.323,1.58e-15,1.77e-16
4147.735,2.32e-15,1.92e-16
4152.148,1.35e-15,1.48e-16
4156.56,1.57e-15,1.55e-16
4160.972,1.65e-15,1.63e-16
4165.384,1.72e-15,1.71e-16
4169.796,1.56e-15,1.67e-16
4174.208,1.88e-15,1.76e-16
4178.619,1.31e-15,1.60e-16
4183.03,1.22e-15,1.47e-16
4187.441,9.75e-16,1.38e-16
4191.852,1.55e-15,1.54e-16
4196.263,1.29e-15,1.51e-16
4200.673,1.99e-15,1.72e-16
4205.083,9.60e-16,1.43e-16
4209.494,1.23e-15,1.52e-16
4213.903,1.28e-15,1.47e-16
4218.313,1.64e-15,1.57e-16
4222.723,1.57e-15,1.54e-16
4227.132,1.74e-15,1.59e-16
4231.541,1.53e-15,1.57e-16
4235.95,1.91e-15,1.70e-16
4240.359,1.87e-15,1.69e-16
4244.768,1.80e-15,1.64e-16
4249.177,1.53e-15,1.57e-16
4253.585,1.35e-15,1.49e-16
4257.993,2.11e-15,1.69e-16
4262.401,1.26e-15,1.46e-16
4266.809,9.85e-16,1.40e-16
4271.217,1.40e-15,1.55e-16
4275.624,1.67e-15,1.61e-16
4280.031,1.41e-15,1.55e-16
4284.438,1.21e-15,1.54e-16
4288.845,1.75e-15,1.64e-16
4293.252,1.57e-15,1.55e-16
4297.659,1.79e-15,1.60e-16
4302.065,1.21e-15,1.45e-16
4306.472,9.81e-16,1.49e-16
4310.878,1.27e-15,1.62e-16
4315.284,1.29e-15,1.70e-16
4319.69,1.44e-15,1.74e-16
4324.095,8.41e-16,1.65e-16
4328.501,1.68e-15,1.89e-16
4332.906,2.30e-15,1.98e-16
4337.311,2.39e-15,2.00e-16
4341.716,2.42e-15,2.02e-16
4346.121,2.04e-15,2.01e-16
4350.525,1.99e-15,2.04e-16
4354.93,1.52e-15,1.85e-16
4359.334,1.20e-15,1.58e-16
4363.738,1.48e-15,1.57e-16
4368.142,2.05e-15,1.68e-16
4372.546,1.29e-15,1.70e-16
4376.95,2.26e-15,1.96e-16
4381.353,2.56e-15,2.08e-16
4385.757,1.72e-15,1.89e-16
4390.16,1.54e-15,1.77e-16
4394.563,1.57e-15,1.74e-16
4398.966,1.53e-15,1.71e-16
4403.369,2.08e-15,1.87e-16
4407.771,1.63e-15,1.91e-16
4412.174,1.26e-15,1.92e-16
4416.576,1.56e-15,1.95e-16
4420.978,1.70e-15,1.89e-16
4425.38,1.48e-15,1.84e-16
4429.782,1.59e-15,1.87e-16
4434.183,1.59e-15,1.89e-16
4438.585,1.80e-15,2.02e-16
4442.986,1.40e-15,2.02e-16
4447.387,1.33e-15,1.98e-16
4451.788,1.86e-15,2.07e-16
4456.189,1.69e-15,2.01e-16
4460.59,1.74e-15,2.04e-16
4464.99,2.01e-15,2.05e-16
4469.391,1.58e-15,2.01e-16
4473.791,1.70e-15,2.07e-16
4478.191,1.63e-15,2.03e-16
4482.591,1.53e-15,2.03e-16
4486.991,1.52e-15,2.03e-16
4491.391,2.38e-15,2.11e-16
4495.79,2.39e-15,2.10e-16
4500.19,1.81e-15,2.00e-16
4504.589,1.88e-15,2.03e-16
4508.988,1.77e-15,2.02e-16
4513.387,1.67e-15,1.96e-16
4517.786,1.64e-15,1.96e-16
4522.184,1.66e-15,1.95e-16
4526.583,1.22e-15,1.87e-16
4530.981,1.49e-15,1.89e-16
4535.379,1.86e-15,1.88e-16
4539.777,2.08e-15,1.92e-16
4544.175,1.31e-15,1.78e-16
4548.573,1.47e-15,1.77e-16
