wave,inten,std
1830.282,0.159,0.031
1834.857,0.042,0.025
1839.430,0.061,0.026
1844.004,-0.048,0.022
1848.577,0.097,0.029
1853.149,-0.028,0.022
1857.721,0.093,0.030
1862.293,0.010,0.023
1866.864,-0.008,0.023
1871.434,0.067,0.027
1876.005,-0.011,0.024
1880.574,0.064,0.027
1885.144,-0.058,0.021
1889.713,0.116,0.030
1894.281,0.127,0.031
1898.849,0.061,0.029
1903.417,0.083,0.028
1907.984,-0.064,0.020
1912.551,-0.026,0.021
1917.117,-0.011,0.022
1921.683,-0.022,0.024
1926.249,-0.037,0.021
1930.814,0.075,0.028
1935.378,-0.058,0.021
1939.942,0.101,0.030
1944.506,0.003,0.024
1949.069,-0.055,0.020
1953.632,-0.069,0.018
1958.195,-0.008,0.023
1962.757,0.007,0.022
1967.318,0.004,0.021
1971.880,0.035,0.027
1976.440,-0.005,0.024
1981.001,-0.012,0.023
1985.561,-0.056,0.022
1990.120,0.089,0.029
1994.679,-0.009,0.023
1999.238,-0.046,0.023
2003.796,-0.032,0.023
2008.354,0.030,0.027
2012.911,-0.051,0.021
2017.468,-0.026,0.024
2022.025,-0.003,0.023
2026.581,-0.047,0.020
2031.137,-0.012,0.025
2035.692,-0.056,0.020
2040.247,0.049,0.026
2044.801,-0.103,0.016
2049.355,0.092,0.030
2053.909,-0.019,0.021
2058.462,0.041,0.026
2063.015,0.031,0.026
2067.567,-0.007,0.025
2072.119,0.063,0.028
2076.671,-0.059,0.020
2081.222,0.000,0.024
2085.773,-0.002,0.023
2090.323,0.079,0.030
2094.873,-0.052,0.020
2099.422,0.044,0.029
2103.971,0.028,0.027
2108.520,0.077,0.027
2113.068,-0.086,0.019
2117.616,-0.017,0.023
2122.163,0.193,0.034
2126.710,-0.019,0.022
2131.257,-0.068,0.023
2135.803,-0.072,0.019
2140.349,-0.037,0.021
2144.894,0.004,0.025
2149.439,0.059,0.028
2153.984,0.014,0.024
2158.528,-0.095,0.020
2163.072,-0.048,0.022
2167.615,0.118,0.029
2172.158,-0.009,0.023
2176.701,0.184,0.034
2181.243,-0.014,0.023
2185.785,0.011,0.025
2190.326,0.001,0.024
2194.867,0.019,0.023
2199.407,0.064,0.027
2203.948,-0.066,0.020
2208.487,0.069,0.029
2213.027,-0.092,0.014
2217.566,-0.050,0.023
2222.104,0.030,0.025
2226.642,0.041,0.027
2231.180,0.062,0.028
2235.717,-0.009,0.024
2240.254,0.032,0.025
