wave,flux,std
4002.017,4.60e-16,2.18e-16
4006.435,1.24e-15,2.51e-16
4010.854,-2.64e-16,1.92e-16
4015.273,-4.21e-16,1.82e-16
4019.691,2.20e-16,2.06e-16
4024.109,-1.57e-16,1.83e-16
4028.527,-1.94e-17,1.95e-16
4032.944,-2.14e-15,8.31e-17
4037.362,-5.31e-16,1.85e-16
4041.779,-2.73e-16,1.96e-16
4046.196,2.20e-16,1.86e-16
4050.613,-2.01e-16,1.72e-16
4055.03,-5.75e-16,1.48e-16
4059.446,-4.27e-16,1.45e-16
4063.863,-7.74e-17,1.77e-16
4068.279,-2.13e-16,1.69e-16
4072.695,2.90e-16,1.99e-16
4077.11,1.10e-16,1.96e-16
4081.526,3.50e-16,2.13e-16
4085.941,2.60e-16,2.00e-16
4090.356,6.96e-17,1.94e-16
4094.771,-2.85e-16,1.72e-16
4099.186,-6.04e-17,1.68e-16
4103.6,-3.67e-16,1.50e-16
4108.015,1.40e-16,1.59e-16
4112.429,-5.02e-16,1.25e-16
4116.843,-4.95e-16,1.15e-16
4121.257,-6.01e-16,1.05e-16
4125.67,-1.37e-16,1.32e-16
4130.084,-4.27e-16,1.22e-16
4134.497,-1.48e-16,1.42e-16
4138.91,-3.43e-18,1.55e-16
4143.323,-3.90e-16,1.38e-16
4147.735,-3.36e-16,1.36e-16
4152.148,-1.26e-16,1.29e-16
4156.56,-2.95e-16,1.22e-16
4160.972,2.56e-17,1.42e-16
4165.384,-1.54e-16,1.40e-16
4169.796,6.96e-17,1.48e-16
4174.208,-3.36e-16,1.31e-16
4178.619,2.26e-17,1.47e-16
4183.03,-1.99e-16,1.29e-16
4187.441,4.96e-17,1.38e-16
4191.852,1.20e-16,1.40e-16
4196.263,-4.39e-16,1.23e-16
4200.673,3.06e-17,1.40e-16
4205.083,-3.59e-16,1.29e-16
4209.494,-2.09e-16,1.35e-16
4213.903,4.96e-17,1.36e-16
4218.313,-2.59e-16,1.27e-16
4222.723,-2.94e-17,1.33e-16
4227.132,-1.40e-16,1.33e-16
4231.541,-8.84e-17,1.39e-16
4235.95,-3.43e-16,1.31e-16
4240.359,-1.97e-16,1.35e-16
4244.768,-1.05e-16,1.36e-16
4249.177,5.96e-17,1.41e-16
4253.585,-6.02e-16,1.19e-16
4257.993,-3.69e-16,1.27e-16
4262.401,3.80e-16,1.46e-16
4266.809,2.20e-16,1.45e-16
4271.217,-4.15e-16,1.28e-16
4275.624,-1.64e-17,1.42e-16
4280.031,-1.94e-16,1.38e-16
4284.438,-4.74e-17,1.44e-16
4288.845,1.10e-16,1.45e-16
4293.252,6.96e-17,1.39e-16
4297.659,-1.24e-16,1.36e-16
4302.065,-1.99e-16,1.34e-16
4306.472,7.96e-17,1.49e-16
4310.878,-2.77e-16,1.46e-16
4315.284,-3.63e-16,1.53e-16
4319.69,-2.96e-16,1.53e-16
4324.095,-4.36e-16,1.57e-16
4328.501,2.00e-16,1.76e-16
4332.906,-4.35e-19,1.66e-16
4337.311,2.60e-16,1.76e-16
4341.716,2.57e-18,1.72e-16
4346.121,1.40e-16,1.84e-16
4350.525,1.60e-16,1.88e-16
4354.93,-5.44e-17,1.75e-16
4359.334,-3.45e-16,1.48e-16
4363.738,-2.13e-16,1.43e-16
4368.142,1.90e-16,1.51e-16
4372.546,5.96e-17,1.64e-16
4376.95,-9.54e-17,1.71e-16
4381.353,1.30e-16,1.79e-16
4385.757,-2.41e-16,1.68e-16
