TIME,CH1,CH2,,TIME,MATH
1.59E+05,2.02,0.007,,3.18E+06,0.000546875
1.60E+05,1.98,0.007,,3.20E+06,0.000546875
1.61E+05,1.98,0.007,,3.23E+06,0.00109375
1.63E+05,1.98,0.007,,3.25E+06,0.00171875
1.64E+05,2.02,0.007,,3.28E+06,0.00109375
1.65E+05,1.98,0.009,,3.30E+06,0.000546875
1.66E+05,2.02,0.007,,3.33E+06,0.00109375
1.68E+05,1.98,0.007,,3.35E+06,0.00171875
1.69E+05,2.02,0.005,,3.38E+06,0.00171875
1.70E+05,1.98,0.007,,3.40E+06,0.00171875
1.71E+05,1.98,0.007,,3.43E+06,0.00140625
1.73E+05,1.94,0.007,,3.45E+06,0.00109375
1.74E+05,1.98,0.007,,3.48E+06,0.00078125
1.75E+05,1.98,0.007,,3.50E+06,0.000546875
1.76E+05,2.02,0.007,,3.53E+06,0.00140625
1.78E+05,1.98,0.007,,3.55E+06,0.00226562
1.79E+05,2.02,0.007,,3.58E+06,0.00140625
1.80E+05,1.98,0.007,,3.60E+06,0.000546875
1.81E+05,2.02,0.005,,3.63E+06,0.00078125
1.83E+05,1.98,0.005,,3.65E+06,0.00109375
1.84E+05,2.02,0.005,,3.68E+06,0.00109375
1.85E+05,1.98,0.005,,3.70E+06,0.00109375
1.86E+05,1.98,0.003,,3.73E+06,0.00078125
1.88E+05,1.98,0.005,,3.75E+06,0.000546875
1.89E+05,1.98,0.007,,3.78E+06,0.000546875
1.90E+05,1.94,0.005,,3.80E+06,0.000546875
1.91E+05,1.98,0.007,,3.83E+06,0.00078125
1.93E+05,1.98,0.005,,3.85E+06,0.00109375
1.94E+05,1.98,0.003,,3.88E+06,0.00078125
1.95E+05,1.98,0.003,,3.90E+06,0.000546875
1.96E+05,1.98,0.003,,3.93E+06,0.00078125
1.98E+05,1.94,0.005,,3.95E+06,0.00109375
1.99E+05,1.98,0.005,,3.98E+06,0.00109375
2.00E+05,1.98,0.003,,4.00E+06,0.00109375
2.01E+05,1.98,0.003,,4.03E+06,0.00078125
2.03E+05,1.98,0.007,,4.05E+06,0.000546875
2.04E+05,1.98,0.007,,4.08E+06,0.000546875
2.05E+05,1.98,0.007,,4.10E+06,0.000546875
2.06E+05,1.98,0.005,,4.13E+06,0.000546875
2.08E+05,1.94,0.005,,4.15E+06,0.000546875
2.09E+05,1.98,0.005,,4.18E+06,0.00109375
2.10E+05,1.94,0.005,,4.20E+06,0.00171875
2.11E+05,1.98,0.005,,4.23E+06,0.00140625
2.13E+05,1.94,0.003,,4.25E+06,0.00109375
2.14E+05,1.98,0.005,,4.28E+06,0.00109375
2.15E+05,1.94,0.005,,4.30E+06,0.00109375
2.16E+05,1.94,0.003,,4.33E+06,0.00078125
2.18E+05,1.94,0.003,,4.35E+06,0.000546875
2.19E+05,1.98,0.003,,4.38E+06,0.00078125
2.20E+05,1.94,0.003,,4.40E+06,0.00109375
2.21E+05,1.98,0.003,,4.43E+06,0.00078125
2.23E+05,1.94,0.003,,4.45E+06,0.000546875
2.24E+05,1.94,0.003,,4.48E+06,0.00078125
2.25E+05,1.94,0.005,,4.50E+06,0.00109375
2.26E+05,1.94,0.003,,4.53E+06,0.00078125
2.28E+05,1.94,0.005,,4.55E+06,0.000546875
2.29E+05,1.94,0.005,,4.58E+06,0.00078125
2.30E+05,1.94,0.005,,4.60E+06,0.00109375
2.31E+05,1.94,0.003,,4.63E+06,0.00078125
2.33E+05,1.94,0.003,,4.65E+06,0.000546875
2.34E+05,1.94,0.003,,4.68E+06,0.00078125
2.35E+05,1.94,0.003,,4.70E+06,0.00109375
2.36E+05,1.94,0.003,,4.73E+06,0.00078125
2.38E+05,1.94,0.003,,4.75E+06,0.000546875
2.39E+05,1.94,0.003,,4.78E+06,0.000546875
2.40E+05,1.9,0.005,,4.80E+06,0.000546875
2.41E+05,1.94,0.003,,4.83E+06,0.000546875
2.43E+05,1.9,0.005,,4.85E+06,0.000546875
2.44E+05,1.94,0.003,,4.88E+06,0.00078125
2.45E+05,1.94,0.003,,4.90E+06,0.00109375
2.46E+05,1.94,0.003,,4.93E+06,0.00109375
2.48E+05,1.9,0.003,,4.95E+06,0.00109375
2.49E+05,1.9,0.003,,4.98E+06,0.00078125
2.50E+05,1.9,0.003,,5.00E+06,0.000546875
2.51E+05,1.94,0.001,,5.03E+06,0.000546875
2.53E+05,1.9,0.003,,5.05E+06,0.000546875
2.54E+05,1.94,0.003,,5.08E+06,0.000546875
2.55E+05,1.9,0.003,,5.10E+06,0.000546875
2.56E+05,1.94,0.003,,5.13E+06,0.00078125
2.58E+05,1.9,0.003,,5.15E+06,0.00109375
2.59E+05,1.94,0.001,,5.18E+06,0.00078125
2.60E+05,1.9,0.003,,5.20E+06,0.000546875
2.61E+05,1.94,0.003,,5.23E+06,0.00078125
2.63E+05,1.9,0.003,,5.25E+06,0.00109375
2.64E+05,1.94,0.003,,5.28E+06,0.00078125
2.65E+05,1.9,0.003,,5.30E+06,0.000546875
2.66E+05,1.9,0.003,,5.33E+06,0.000546875
2.68E+05,1.9,0.001,,5.35E+06,0.000546875
2.69E+05,1.9,0.001,,5.38E+06,0.00078125
2.70E+05,1.9,0.001,,5.40E+06,0.00109375
2.71E+05,1.94,0.001,,5.43E+06,0.00078125
2.73E+05,1.9,0.003,,5.45E+06,0.000546875
2.74E+05,1.9,0.003,,5.48E+06,0.000546875
2.75E+05,1.9,0.003,,5.50E+06,0.000546875
2.76E+05,1.94,0.003,,5.53E+06,0.000546875
2.78E+05,1.9,0.003,,5.55E+06,0.000546875
2.79E+05,1.94,0.001,,5.58E+06,0.00140625
2.80E+05,1.9,0.001,,5.60E+06,0.00226562
2.81E+05,1.9,0.001,,5.63E+06,0.00140625
2.83E+05,1.9,0.003,,5.65E+06,0.000546875
2.84E+05,1.9,0.001,,5.68E+06,0.00078125
2.85E+05,1.86,0.001,,5.70E+06,0.00109375
2.86E+05,1.9,0.001,,5.73E+06,0.00078125
2.88E+05,1.86,0.003,,5.75E+06,0.000546875
2.89E+05,1.9,0.001,,5.78E+06,0.00078125
2.90E+05,1.86,0.001,,5.80E+06,0.00109375
2.91E+05,1.9,0.001,,5.83E+06,0.00078125
2.93E+05,1.86,0.001,,5.85E+06,0.000546875
2.94E+05,1.9,0.001,,5.88E+06,0.000546875
2.95E+05,1.86,0.001,,5.90E+06,0.000546875
2.96E+05,1.9,0.001,,5.93E+06,0.00078125
2.98E+05,1.86,0.001,,5.95E+06,0.00109375
2.99E+05,1.9,-0.001,,5.98E+06,0.00078125
3.00E+05,1.86,0.001,,6.00E+06,0.000546875
3.01E+05,1.86,0.001,,6.03E+06,0.00078125
3.03E+05,1.86,0.003,,6.05E+06,0.00109375
3.04E+05,1.86,0.001,,6.08E+06,0.00078125
3.05E+05,1.86,0.003,,6.10E+06,0.000546875
3.06E+05,1.9,0.001,,6.13E+06,0.00078125
3.08E+05,1.86,0.001,,6.15E+06,0.00109375
3.09E+05,1.86,0.001,,6.18E+06,0.00078125
3.10E+05,1.86,0.001,,6.20E+06,0.000546875
3.11E+05,1.86,0.001,,6.23E+06,0.00109375
3.13E+05,1.82,0.001,,6.25E+06,0.00171875
3.14E+05,1.86,0.001,,6.28E+06,0.00140625
3.15E+05,1.82,0.001,,6.30E+06,0.00109375
3.16E+05,1.86,-0.001,,6.33E+06,0.00109375
3.18E+05,1.82,0.001,,6.35E+06,0.00109375
3.19E+05,1.86,-0.001,,6.38E+06,0.00140625
3.20E+05,1.86,-0.001,,6.40E+06,0.00171875
3.21E+05,1.86,-0.001,,6.43E+06,0.00109375
3.23E+05,1.86,0.001,,6.45E+06,0.000546875
3.24E+05,1.86,0.001,,6.48E+06,0.00078125
3.25E+05,1.82,0.001,,6.50E+06,0.00109375
3.26E+05,1.86,0.001,,6.53E+06,0.00109375
3.28E+05,1.82,0.001,,6.55E+06,0.00109375
3.29E+05,1.82,0.001,,6.58E+06,0.00140625
3.30E+05,1.86,-0.001,,6.60E+06,0.00171875
3.31E+05,1.86,-0.003,,6.63E+06,0.00109375
3.33E+05,1.86,-0.001,,6.65E+06,0.000546875
3.34E+05,1.86,-0.001,,6.68E+06,0.00078125
3.35E+05,1.82,-0.001,,6.70E+06,0.00109375
3.36E+05,1.86,-0.001,,6.73E+06,0.00078125
3.38E+05,1.82,0.001,,6.75E+06,0.000546875
3.39E+05,1.86,-0.001,,6.78E+06,0.000546875
3.40E+05,1.82,-0.001,,6.80E+06,0.000546875
3.41E+05,1.82,-0.001,,6.83E+06,0.00078125
3.43E+05,1.82,-0.001,,6.85E+06,0.00109375
3.44E+05,1.82,-0.001,,6.88E+06,0.00078125
3.45E+05,1.82,-0.001,,6.90E+06,0.000546875
3.46E+05,1.86,-0.001,,6.93E+06,0.00078125
3.48E+05,1.82,-0.001,,6.95E+06,0.00109375
3.49E+05,1.82,-0.003,,6.98E+06,0.00109375
3.50E+05,1.82,-0.001,,7.00E+06,0.00109375
3.51E+05,1.86,-0.001,,7.03E+06,0.00078125
3.53E+05,1.82,-0.001,,7.05E+06,0.000546875
3.54E+05,1.82,-0.003,,7.08E+06,0.000546875
3.55E+05,1.82,-0.001,,7.10E+06,0.000546875
3.56E+05,1.86,-0.001,,7.13E+06,0.00078125
3.58E+05,1.82,-0.001,,7.15E+06,0.00109375
3.59E+05,1.86,-0.001,,7.18E+06,0.00109375
3.60E+05,1.78,-0.001,,7.20E+06,0.00109375
3.61E+05,1.82,-0.001,,7.23E+06,0.00078125
3.63E+05,1.82,-0.001,,7.25E+06,0.000546875
3.64E+05,1.82,-0.003,,7.28E+06,0.00078125
3.65E+05,1.78,-0.003,,7.30E+06,0.00109375
3.66E+05,1.82,-0.003,,7.33E+06,0.00109375
3.68E+05,1.82,0.001,,7.35E+06,0.00109375
3.69E+05,1.82,-0.003,,7.38E+06,0.00109375
3.70E+05,1.82,-0.001,,7.40E+06,0.00109375
3.71E+05,1.82,-0.001,,7.43E+06,0.00109375
3.73E+05,1.78,-0.001,,7.45E+06,0.00109375
3.74E+05,1.78,-0.005,,7.48E+06,0.00109375
3.75E+05,1.78,-0.003,,7.50E+06,0.00109375
3.76E+05,1.82,-0.003,,7.53E+06,0.00109375
3.78E+05,1.78,-0.003,,7.55E+06,0.00109375
3.79E+05,1.82,-0.003,,7.58E+06,0.00078125
3.80E+05,1.78,-0.001,,7.60E+06,0.000546875
3.81E+05,1.82,-0.003,,7.63E+06,0.00078125
3.83E+05,1.78,-0.003,,7.65E+06,0.00109375
3.84E+05,1.82,-0.003,,7.68E+06,0.00140625
3.85E+05,1.78,-0.003,,7.70E+06,0.00171875
3.86E+05,1.78,-0.005,,7.73E+06,0.00171875
3.88E+05,1.78,-0.003,,7.75E+06,0.00171875
3.89E+05,1.82,-0.003,,7.78E+06,0.00109375
3.90E+05,1.78,-0.005,,7.80E+06,0.000546875
3.91E+05,1.78,-0.005,,7.83E+06,0.00078125
3.93E+05,1.78,-0.001,,7.85E+06,0.00109375
3.94E+05,1.78,-0.001,,7.88E+06,0.00109375
3.95E+05,1.78,-0.003,,7.90E+06,0.00109375
3.96E+05,1.78,-0.003,,7.93E+06,0.00109375
3.98E+05,1.78,-0.003,,7.95E+06,0.00109375
3.99E+05,1.78,-0.003,,7.98E+06,0.00109375
4.00E+05,1.78,-0.003,,8.00E+06,0.00109375
4.01E+05,1.78,-0.003,,8.03E+06,0.00140625
4.03E+05,1.78,-0.003,,8.05E+06,0.00171875
4.04E+05,1.78,-0.003,,8.08E+06,0.00109375
4.05E+05,1.78,-0.003,,8.10E+06,0.000546875
4.06E+05,1.78,-0.003,,8.13E+06,0.00109375
4.08E+05,1.78,-0.005,,8.15E+06,0.00171875
4.09E+05,1.74,-0.005,,8.18E+06,0.00140625
4.10E+05,1.78,-0.005,,8.20E+06,0.00109375
4.11E+05,1.78,-0.005,,8.23E+06,0.00140625
4.13E+05,1.78,-0.003,,8.25E+06,0.00171875
4.14E+05,1.78,-0.003,,8.28E+06,0.00109375
4.15E+05,1.78,-0.005,,8.30E+06,0.000546875
4.16E+05,1.78,-0.003,,8.33E+06,0.00078125
4.18E+05,1.74,-0.003,,8.35E+06,0.00109375
4.19E+05,1.78,-0.003,,8.38E+06,0.00109375
4.20E+05,1.74,-0.003,,8.40E+06,0.00109375
4.21E+05,1.78,-0.003,,8.43E+06,0.00078125
4.23E+05,1.74,-0.003,,8.45E+06,0.000546875
4.24E+05,1.74,-0.005,,8.48E+06,0.00078125
4.25E+05,1.74,-0.005,,8.50E+06,0.00109375
4.26E+05,1.74,-0.005,,8.53E+06,0.00109375
4.28E+05,1.74,-0.005,,8.55E+06,0.00109375
4.29E+05,1.74,-0.003,,8.58E+06,0.00109375
4.30E+05,1.74,-0.005,,8.60E+06,0.00109375
4.31E+05,1.74,-0.005,,8.63E+06,0.00109375
4.33E+05,1.74,-0.005,,8.65E+06,0.00109375
4.34E+05,1.74,-0.005,,8.68E+06,0.00078125
4.35E+05,1.74,-0.005,,8.70E+06,0.000546875
4.36E+05,1.74,-0.005,,8.73E+06,0.00078125
4.38E+05,1.74,-0.005,,8.75E+06,0.00109375
4.39E+05,1.74,-0.005,,8.78E+06,0.00140625
4.40E+05,1.74,-0.005,,8.80E+06,0.00171875
4.41E+05,1.74,-0.005,,8.83E+06,0.00140625
4.43E+05,1.74,-0.005,,8.85E+06,0.00109375
4.44E+05,1.74,-0.005,,8.88E+06,0.00078125
4.45E+05,1.74,-0.005,,8.90E+06,0.000546875
4.46E+05,1.74,-0.007,,8.93E+06,0.00078125
4.48E+05,1.74,-0.007,,8.95E+06,0.00109375
4.49E+05,1.74,-0.007,,8.98E+06,0.00109375
4.50E+05,1.74,-0.007,,9.00E+06,0.00109375
4.51E+05,1.74,-0.007,,9.03E+06,0.00078125
4.53E+05,1.74,-0.007,,9.05E+06,0.000546875
4.54E+05,1.74,-0.005,,9.08E+06,0.00078125
4.55E+05,1.7,-0.005,,9.10E+06,0.00109375
4.56E+05,1.7,-0.005,,9.13E+06,0.00078125
4.58E+05,1.7,-0.005,,9.15E+06,0.000546875
4.59E+05,1.7,-0.005,,9.18E+06,0.00078125
4.60E+05,1.7,-0.005,,9.20E+06,0.00109375
4.61E+05,1.7,-0.005,,9.23E+06,0.00109375
4.63E+05,1.7,-0.005,,9.25E+06,0.00109375
4.64E+05,1.74,-0.005,,9.28E+06,0.00078125
4.65E+05,1.7,-0.007,,9.30E+06,0.000546875
4.66E+05,1.74,-0.007,,9.33E+06,0.00078125
4.68E+05,1.7,-0.005,,9.35E+06,0.00109375
4.69E+05,1.74,-0.005,,9.38E+06,0.00109375
4.70E+05,1.7,-0.005,,9.40E+06,0.00109375
4.71E+05,1.7,-0.007,,9.43E+06,0.00078125
4.73E+05,1.7,-0.007,,9.45E+06,0.000546875
4.74E+05,1.7,-0.007,,9.48E+06,0.00078125
4.75E+05,1.7,-0.005,,9.50E+06,0.00109375
4.76E+05,1.74,-0.005,,9.53E+06,0.00109375
4.78E+05,1.7,-0.005,,9.55E+06,0.00109375
4.79E+05,1.74,-0.007,,9.58E+06,0.00078125
4.80E+05,1.7,-0.007,,9.60E+06,0.000546875
4.81E+05,1.7,-0.007,,9.63E+06,0.00078125
4.83E+05,1.7,-0.005,,9.65E+06,0.00109375
4.84E+05,1.7,-0.005,,9.68E+06,0.00109375
4.85E+05,1.7,-0.005,,9.70E+06,0.00109375
4.86E+05,1.7,-0.005,,9.73E+06,0.00109375
4.88E+05,1.7,-0.007,,9.75E+06,0.00109375
4.89E+05,1.7,-0.009,,9.78E+06,0.00109375
4.90E+05,1.7,-0.007,,9.80E+06,0.00109375
4.91E+05,1.7,-0.007,,9.83E+06,0.00109375
4.93E+05,1.66,-0.007,,9.85E+06,0.00109375
4.94E+05,1.7,-0.007,,9.88E+06,0.00109375
4.95E+05,1.66,-0.007,,9.90E+06,0.00109375
4.96E+05,1.66,-0.007,,9.93E+06,0.00109375
4.98E+05,1.66,-0.007,,9.95E+06,0.00109375
4.99E+05,1.66,-0.007,,9.98E+06,0.00078125
5.00E+05,1.7,-0.007,,1.00E+07,0.000546875
5.01E+05,1.7,-0.009,,1.00E+07,0.00109375
5.03E+05,1.7,-0.009,,1.01E+07,0.00171875
5.04E+05,1.7,-0.009,,1.01E+07,0.00140625
5.05E+05,1.66,-0.007,,1.01E+07,0.00109375
5.06E+05,1.66,-0.007,,1.01E+07,0.00109375
5.08E+05,1.66,-0.007,,1.02E+07,0.00109375
5.09E+05,1.66,-0.007,,1.02E+07,0.00078125
5.10E+05,1.66,-0.009,,1.02E+07,0.000546875
5.11E+05,1.66,-0.009,,1.02E+07,0.00078125
5.13E+05,1.66,-0.009,,1.03E+07,0.00109375
5.14E+05,1.66,-0.009,,1.03E+07,0.00109375
5.15E+05,1.66,-0.009,,1.03E+07,0.00109375
5.16E+05,1.66,-0.009,,1.03E+07,0.00109375
5.18E+05,1.66,-0.009,,1.04E+07,0.00109375
5.19E+05,1.66,-0.009,,1.04E+07,0.00078125
5.20E+05,1.66,-0.007,,1.04E+07,0.000546875
5.21E+05,1.66,-0.007,,1.04E+07,0.00078125
5.23E+05,1.66,-0.009,,1.05E+07,0.00109375
5.24E+05,1.66,-0.011,,1.05E+07,0.00109375
5.25E+05,1.66,-0.009,,1.05E+07,0.00109375
5.26E+05,1.66,-0.007,,1.05E+07,0.00140625
5.28E+05,1.66,-0.007,,1.06E+07,0.00171875
5.29E+05,1.66,-0.009,,1.06E+07,0.00109375
5.30E+05,1.66,-0.009,,1.06E+07,0.000546875
5.31E+05,1.66,-0.007,,1.06E+07,0.00109375
5.33E+05,1.62,-0.009,,1.07E+07,0.00171875
5.34E+05,1.66,-0.009,,1.07E+07,0.00109375
5.35E+05,1.66,-0.007,,1.07E+07,0.000546875
5.36E+05,1.66,-0.007,,1.07E+07,0.00078125
5.38E+05,1.66,-0.009,,1.08E+07,0.00109375
5.39E+05,1.66,-0.007,,1.08E+07,0.00109375
5.40E+05,1.62,-0.009,,1.08E+07,0.00109375
5.41E+05,1.66,-0.011,,1.08E+07,0.00109375
5.43E+05,1.62,-0.009,,1.09E+07,0.00109375
5.44E+05,1.62,-0.009,,1.09E+07,0.00109375
5.45E+05,1.62,-0.009,,1.09E+07,0.00109375
5.46E+05,1.62,-0.009,,1.09E+07,0.00109375
5.48E+05,1.62,-0.009,,1.10E+07,0.00109375
5.49E+05,1.62,-0.009,,1.10E+07,0.00109375
5.50E+05,1.62,-0.009,,1.10E+07,0.00109375
5.51E+05,1.66,-0.009,,1.10E+07,0.00109375
5.53E+05,1.62,-0.009,,1.11E+07,0.00109375
5.54E+05,1.66,-0.011,,1.11E+07,0.00078125
5.55E+05,1.62,-0.009,,1.11E+07,0.000546875
5.56E+05,1.66,-0.009,,1.11E+07,0.00078125
5.58E+05,1.62,-0.009,,1.12E+07,0.00109375
5.59E+05,1.62,-0.009,,1.12E+07,0.00078125
5.60E+05,1.62,-0.009,,1.12E+07,0.000546875
5.61E+05,1.62,-0.009,,1.12E+07,0.000546875
5.63E+05,1.62,-0.009,,1.13E+07,0.000546875
5.64E+05,1.62,-0.009,,1.13E+07,0.00078125
5.65E+05,1.62,-0.009,,1.13E+07,0.00109375
5.66E+05,1.62,-0.011,,1.13E+07,0.00078125
5.68E+05,1.62,-0.011,,1.14E+07,0.000546875
5.69E+05,1.62,-0.011,,1.14E+07,0.00078125
5.70E+05,1.58,-0.011,,1.14E+07,0.00109375
5.71E+05,1.62,-0.011,,1.14E+07,0.00078125
5.73E+05,1.58,-0.011,,1.15E+07,0.000546875
5.74E+05,1.62,-0.009,,1.15E+07,0.00078125
5.75E+05,1.62,-0.009,,1.15E+07,0.00109375
5.76E+05,1.62,-0.009,,1.15E+07,0.00109375
5.78E+05,1.58,-0.011,,1.16E+07,0.00109375
5.79E+05,1.62,-0.009,,1.16E+07,0.00078125
5.80E+05,1.58,-0.013,,1.16E+07,0.000546875
5.81E+05,1.58,-0.011,,1.16E+07,0.00078125
5.83E+05,1.58,-0.011,,1.17E+07,0.00109375
5.84E+05,1.58,-0.009,,1.17E+07,0.00078125
5.85E+05,1.58,-0.011,,1.17E+07,0.000546875
5.86E+05,1.58,-0.011,,1.17E+07,0.000546875
5.88E+05,1.58,-0.009,,1.18E+07,0.000546875
5.89E+05,1.62,-0.011,,1.18E+07,0.00109375
5.90E+05,1.58,-0.011,,1.18E+07,0.00171875
5.91E+05,1.62,-0.011,,1.18E+07,0.00109375
