inten,std
7110.629,87.615
7326.703,88.957
7325.641,88.946
7200.732,88.206
7273.007,88.478
7019.216,87.065
7059.674,87.180
6740.453,85.635
6664.070,85.008
6511.916,84.346
6429.011,83.530
6312.945,82.761
6142.987,82.166
6275.196,82.609
6190.434,82.154
6455.015,83.566
6351.385,83.362
6049.908,81.199
6318.575,82.917
6346.338,83.278
6135.365,81.831
6137.601,82.075
6104.678,81.427
5650.777,78.704
5520.201,78.475
5409.842,77.209
5217.870,75.982
5154.628,75.804
4769.261,73.002
4835.425,73.351
4734.244,73.002
4606.374,72.266
4525.591,71.521
4707.644,72.583
4693.192,72.549
4956.195,74.049
4962.001,74.238
5149.687,75.368
5067.450,75.520
5156.827,75.567
5147.316,75.758
5116.742,75.321
5176.260,76.061
5242.379,76.297
5009.218,74.701
5008.643,74.929
4869.351,73.840
4713.299,72.714
4579.642,71.752
4423.676,70.946
4450.509,70.840
4279.790,69.723
4240.497,69.392
4050.875,68.024
4098.737,67.995
4002.775,67.789
3993.538,67.508
3974.954,67.159
3925.942,66.606
3986.325,67.419
3954.522,66.800
4013.941,67.611
4058.247,68.171
3931.511,66.666
4050.844,67.929
4074.281,68.354
3954.371,67.218
4084.303,68.522
4008.236,67.345
4128.277,68.340
4011.523,67.722
4010.058,67.434
4128.471,68.230
3978.671,67.248
3883.277,66.643
4011.917,67.278
3756.939,66.040
3651.121,64.817
3561.482,64.275
3455.742,63.406
3410.864,63.026
3179.535,61.468
3270.596,61.647
2947.807,59.559
3196.115,61.158
3196.984,61.248
3174.714,60.641
3038.991,60.401
2985.434,59.458
3044.650,59.777
2942.457,58.943
2845.551,58.020
2679.491,56.845
2736.624,57.291
2612.831,55.603
2446.493,54.540
2452.224,54.531
2535.940,54.897
2093.588,50.967
2080.364,51.261
2045.338,50.701
2039.818,50.365
1983.924,50.435
1966.733,49.635
1959.028,49.936
1956.484,49.856
1937.611,49.635
2002.676,50.256
1945.985,49.936
2032.239,50.652
1879.334,49.170
1878.996,48.833
1924.357,49.796
1954.337,50.256
2015.958,50.642
2050.577,50.613
2005.644,50.731
2073.297,50.415
2012.687,50.563
2068.177,50.977
1924.774,50.166
2089.760,50.543
1889.889,49.504
1916.756,49.534
1852.575,48.607
1787.667,48.370
1834.638,48.235
1878.385,48.782
1737.069,47.113
1749.115,47.071
1688.824,47.304
1825.849,48.359
1664.511,46.868
1744.463,47.746
1776.234,47.714
1745.890,47.525
1700.327,47.230
1647.774,46.083
1652.105,46.697
1652.558,46.826
1727.353,47.441
1642.594,46.654
1730.864,47.198
1652.918,46.612
1794.941,48.452
1536.625,45.636
1686.048,46.954
1635.530,46.836
1728.816,47.346
1688.967,46.890
1789.174,48.163
1683.697,47.177
1779.012,47.787
1748.361,47.620
1841.283,48.452
1872.755,48.945
1734.501,47.451
1641.492,46.719
1832.293,48.277
1855.216,48.894
1741.428,47.283
1694.912,47.283
1777.198,47.662
1803.742,48.380
1935.947,49.129
1928.302,49.180
1782.837,47.588
1885.064,49.484
1823.661,48.710
1913.874,49.342
1904.430,49.037
1993.368,49.826
1989.595,49.886
1833.988,48.514
1908.938,49.585
2019.172,50.166
1904.537,49.635
1947.932,49.514
1919.527,49.736
2043.731,50.603
1821.639,48.483
1815.940,48.349
1850.806,48.730
1880.664,48.894
1850.576,48.894
1558.364,45.570
1883.951,49.027
1752.154,47.430
1716.445,47.304
1690.067,46.826
1779.932,47.609
1639.879,46.547
1701.050,46.922
1653.258,46.472
1676.495,46.954
1646.898,46.900
1749.345,47.693
1684.287,47.017
1744.774,47.609
1697.317,47.017
1699.965,47.353
1771.755,48.583
1723.792,47.763
1736.152,47.951
1815.193,48.727
1603.408,46.897
1776.096,48.552
1770.646,48.562
1701.809,47.794
1760.133,47.982
1689.021,47.826
