X,Y
420,0.1
440,0.1
460,0.1
480,0.2
500,0.4
520,0.6
540,0.8
560,1.2
580,2.8
600,4.6
620,7.8
640,13.5
660,20.2
680,30.6
700,111.6
720,3153.2
