TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,,TIME,MATH
1.46E+06,-0.06,-0.06,0,0,,,
1.46E+06,-0.06,-0.06,0,0.02,,,
1.46E+06,-0.06,-0.1,0,0,,,
1.46E+06,-0.1,-0.06,0,0.02,,,
1.46E+06,-0.06,-0.06,-0.02,-0.02,,,
1.46E+06,-0.06,-0.06,0,0,,,
1.46E+06,-0.06,-0.06,0,0,,,
1.46E+06,-0.06,-0.06,0,0,,,
1.46E+06,-0.06,-0.1,0,-0.02,,,
1.46E+06,-0.1,-0.06,0,0,,,
1.46E+06,-0.1,-0.1,0.02,0,,,
1.46E+06,-0.06,-0.06,0,0.02,,,
1.46E+06,-0.06,-0.06,0,0,,,
1.46E+06,-0.06,-0.06,0,0,,,
1.46E+06,-0.06,-0.06,0,0,,,
1.46E+06,-0.06,-0.06,0,0.02,,,
1.46E+06,-0.1,-0.1,0,-0.02,,,
1.46E+06,-0.1,-0.06,0,0,,,
1.46E+06,-0.06,-0.1,0,-0.02,,,
1.46E+06,-0.1,-0.06,-0.02,0,,,
1.46E+06,-0.1,-0.1,0,-0.02,,,
1.46E+06,-0.1,-0.06,0,0,,,
1.46E+06,-0.1,-0.1,0,-0.02,,,
1.46E+06,-0.1,-0.06,-0.02,0,,,
1.46E+06,-0.1,-0.1,0,0,,,
1.46E+06,-0.1,-0.06,0,0,,,
1.46E+06,-0.1,-0.1,0,0,,,
1.46E+06,-0.1,-0.06,0.02,0.02,,,
1.46E+06,-0.1,-0.1,0,-0.02,,,
1.46E+06,-0.1,-0.06,-0.02,0.02,,,
1.46E+06,-0.1,-0.1,0,0,,,
1.46E+06,-0.1,-0.1,0,0.02,,,
1.46E+06,-0.1,-0.1,0,0,,,
1.46E+06,-0.1,-0.06,0,0.02,,,
1.46E+06,-0.1,-0.1,0,-0.02,,,
1.46E+06,-0.1,-0.06,-0.02,0.02,,,
1.46E+06,-0.1,-0.1,0,0,,,
1.46E+06,-0.1,-0.1,0,0,,,
1.46E+06,-0.06,-0.1,0,0,,,
1.46E+06,-0.1,-0.06,0,0.02,,,
1.46E+06,-0.1,-0.1,0,0,,,
1.46E+06,-0.1,-0.06,0,0.02,,,
1.46E+06,-0.1,-0.1,-0.02,-0.02,,,
1.46E+06,-0.1,-0.06,0.02,0.02,,,
1.46E+06,-0.1,-0.14,0,0,,,
1.46E+06,-0.1,-0.1,0,0,,,
1.46E+06,-0.1,-0.1,0,0,,,
1.46E+06,-0.1,-0.06,0,0,,,
1.46E+06,-0.1,-0.1,0,-0.02,,,
1.46E+06,-0.1,-0.06,-0.02,0,,,
1.46E+06,-0.1,-0.1,0,-0.02,,,
1.46E+06,-0.1,-0.1,0.02,0.02,,,
1.47E+06,-0.1,-0.1,0,0,,,
1.47E+06,-0.1,-0.1,0,0,,,
1.47E+06,-0.1,-0.1,-0.02,-0.02,,,
1.47E+06,-0.1,-0.06,0,0,,,
1.47E+06,-0.1,-0.1,0,0,,,
1.47E+06,-0.1,-0.06,0,0,,,
1.47E+06,-0.1,-0.1,0,0,,,
1.47E+06,-0.1,-0.06,0,0,,,
1.47E+06,-0.1,-0.1,-0.02,-0.02,,,
1.47E+06,-0.1,-0.1,0,0,,,
1.47E+06,-0.1,-0.1,0,-0.02,,,
1.47E+06,-0.1,-0.1,-0.02,0,,,
1.47E+06,-0.1,-0.1,0,-0.02,,,
1.47E+06,-0.1,-0.1,0,0.02,,,
1.47E+06,-0.1,-0.1,-0.02,-0.02,,,
1.47E+06,-0.1,-0.1,-0.02,0,,,
1.47E+06,-0.1,-0.1,-0.02,-0.02,,,
1.47E+06,-0.1,-0.1,-0.02,0,,,
1.47E+06,-0.1,-0.1,-0.02,-0.02,,,
1.47E+06,-0.1,-0.1,-0.02,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.1,-0.1,0,0,,,
1.47E+06,-0.1,-0.14,-0.04,-0.04,,,
1.47E+06,-0.1,-0.1,-0.02,0,,,
1.47E+06,-0.1,-0.1,0,-0.02,,,
1.47E+06,-0.1,-0.1,0,0,,,
1.47E+06,-0.1,-0.1,-0.02,-0.02,,,
1.47E+06,-0.1,-0.1,-0.02,0,,,
1.47E+06,-0.1,-0.1,0,-0.02,,,
1.47E+06,-0.1,-0.1,-0.02,0,,,
1.47E+06,-0.1,-0.14,0,-0.02,,,
1.47E+06,-0.1,-0.1,0,0,,,
1.47E+06,-0.1,-0.1,0,0,,,
1.47E+06,-0.1,-0.1,0,0.02,,,
1.47E+06,-0.1,-0.1,0,-0.02,,,
1.47E+06,-0.1,-0.1,-0.02,0,,,
1.47E+06,-0.1,-0.1,0,-0.02,,,
1.47E+06,-0.1,-0.1,-0.02,0,,,
1.47E+06,-0.1,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.1,-0.02,0,,,
1.47E+06,-0.1,-0.14,-0.02,-0.02,,,
1.47E+06,-0.1,-0.1,0,0,,,
1.47E+06,-0.1,-0.14,-0.04,-0.04,,,
1.47E+06,-0.1,-0.1,0,0,,,
1.47E+06,-0.1,-0.1,0,-0.02,,,
1.47E+06,-0.1,-0.1,0,0,,,
1.47E+06,-0.1,-0.14,0,-0.02,,,
1.47E+06,-0.14,-0.1,-0.02,0,,,
1.47E+06,-0.14,-0.14,0,-0.02,,,
1.47E+06,-0.14,-0.1,0,0,,,
1.47E+06,-0.14,-0.14,0,-0.02,,,
1.47E+06,-0.14,-0.1,-0.02,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.1,-0.02,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.1,0,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.1,-0.02,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.1,-0.1,-0.02,0,,,
1.47E+06,-0.1,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.1,0,0,,,
1.47E+06,-0.1,-0.14,0,-0.02,,,
1.47E+06,-0.1,-0.1,-0.02,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.1,-0.02,0,,,
1.47E+06,-0.1,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.1,-0.02,0,,,
1.47E+06,-0.14,-0.14,0,0,,,
1.47E+06,-0.14,-0.14,0,0,,,
1.47E+06,-0.14,-0.14,0,-0.02,,,
1.47E+06,-0.14,-0.1,-0.02,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.04,,,
1.47E+06,-0.14,-0.1,-0.04,0,,,
1.47E+06,-0.1,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.1,-0.02,-0.02,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.1,0,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.04,,,
1.47E+06,-0.14,-0.14,-0.04,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.14,0,-0.02,,,
1.47E+06,-0.14,-0.14,0,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.1,0,0,,,
1.47E+06,-0.14,-0.14,0,-0.02,,,
1.47E+06,-0.14,-0.1,-0.02,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.1,-0.02,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.14,-0.02,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.14,-0.02,0,,,
1.47E+06,-0.14,-0.14,0,0,,,
1.47E+06,-0.14,-0.14,0,0,,,
1.47E+06,-0.14,-0.14,0,-0.02,,,
1.47E+06,-0.14,-0.14,-0.02,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.04,,,
1.47E+06,-0.14,-0.14,-0.04,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.14,-0.02,0,,,
1.47E+06,-0.14,-0.14,0,-0.02,,,
1.47E+06,-0.14,-0.14,0,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.14,0,-0.02,,,
1.47E+06,-0.14,-0.14,0,0,,,
1.47E+06,-0.14,-0.14,0,-0.02,,,
1.47E+06,-0.14,-0.14,0,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.04,,,
1.47E+06,-0.14,-0.14,-0.02,0,,,
1.47E+06,-0.14,-0.14,0,-0.02,,,
1.47E+06,-0.14,-0.14,-0.02,0,,,
1.47E+06,-0.14,-0.18,-0.02,-0.02,,,
1.47E+06,-0.14,-0.1,-0.02,-0.02,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.1,-0.02,0,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.47E+06,-0.14,-0.14,-0.02,0,,,
1.47E+06,-0.14,-0.18,0,-0.02,,,
1.47E+06,-0.18,-0.14,-0.02,0,,,
1.47E+06,-0.14,-0.18,-0.02,-0.02,,,
1.47E+06,-0.18,-0.14,-0.02,0,,,
1.47E+06,-0.18,-0.18,0,-0.02,,,
1.47E+06,-0.14,-0.14,-0.02,0,,,
1.47E+06,-0.14,-0.18,-0.02,-0.02,,,
1.47E+06,-0.14,-0.14,-0.02,-0.02,,,
1.48E+06,-0.14,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.14,0,0,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.14,-0.02,0,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.14,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.14,-0.02,-0.02,,,
1.48E+06,-0.14,-0.18,-0.02,-0.02,,,
1.48E+06,-0.14,-0.14,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.14,-0.02,0,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,0,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.04,,,
1.48E+06,-0.18,-0.14,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.14,-0.02,0,,,
1.48E+06,-0.18,-0.18,-0.02,-0.04,,,
1.48E+06,-0.18,-0.14,-0.04,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.14,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.04,,,
1.48E+06,-0.18,-0.14,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.14,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.04,-0.04,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,0,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.04,-0.04,,,
1.48E+06,-0.18,-0.18,-0.04,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.04,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.04,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.04,,,
1.48E+06,-0.18,-0.18,0,0,,,
1.48E+06,-0.18,-0.18,-0.04,-0.04,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.14,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.14,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,0,,,
1.48E+06,-0.18,-0.22,-0.02,-0.02,,,
1.48E+06,-0.22,-0.18,0,0,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,0,,,
1.48E+06,-0.22,-0.22,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,0,,,
1.48E+06,-0.18,-0.18,-0.04,-0.04,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.22,-0.22,-0.02,-0.04,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.22,-0.22,-0.02,-0.04,,,
1.48E+06,-0.18,-0.18,-0.04,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.04,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.18,-0.18,-0.02,-0.04,,,
1.48E+06,-0.18,-0.18,-0.02,-0.02,,,
1.48E+06,-0.22,-0.22,-0.02,-0.04,,,
1.48E+06,-0.22,-0.18,-0.02,-0.02,,,
1.48E+06,-0.22,-0.22,-0.02,-0.04,,,
1.48E+06,-0.22,-0.18,-0.02,-0.02,,,
1.48E+06,-0.22,-0.22,-0.04,-0.04,,,
1.48E+06,-0.18,-0.18,-0.04,-0.02,,,
1.48E+06,-0.22,-0.22,-0.02,-0.04,,,
1.48E+06,-0.22,-0.18,-0.02,-0.02,,,
1.48E+06,-0.22,-0.22,-0.02,-0.04,,,
1.48E+06,-0.22,-0.18,-0.04,0,,,
1.48E+06,-0.22,-0.22,-0.04,-0.04,,,
1.48E+06,-0.18,-0.18,-0.04,-0.04,,,
1.48E+06,-0.18,-0.22,-0.04,-0.04,,,
1.48E+06,-0.22,-0.18,-0.04,-0.02,,,
1.48E+06,-0.18,-0.22,-0.02,-0.04,,,
1.48E+06,-0.22,-0.18,-0.04,-0.02,,,
1.48E+06,-0.22,-0.22,-0.04,-0.04,,,
1.48E+06,-0.22,-0.18,-0.04,-0.02,,,
1.48E+06,-0.18,-0.22,-0.02,-0.04,,,
1.48E+06,-0.22,-0.18,-0.04,-0.02,,,
1.48E+06,-0.22,-0.22,-0.04,-0.04,,,
1.48E+06,-0.22,-0.18,-0.02,-0.02,,,
1.48E+06,-0.22,-0.22,-0.04,-0.04,,,
1.48E+06,-0.22,-0.18,-0.02,-0.02,,,
1.48E+06,-0.22,-0.22,-0.02,-0.04,,,
1.48E+06,-0.22,-0.18,-0.04,-0.02,,,
1.48E+06,-0.18,-0.22,-0.04,-0.04,,,
1.48E+06,-0.22,-0.18,-0.02,-0.02,,,
1.48E+06,-0.22,-0.22,-0.04,-0.04,,,
1.48E+06,-0.22,-0.22,-0.04,-0.02,,,
1.48E+06,-0.22,-0.22,-0.04,-0.04,,,
1.48E+06,-0.22,-0.18,-0.02,-0.02,,,
1.48E+06,-0.22,-0.22,-0.02,-0.04,,,
1.48E+06,-0.22,-0.22,-0.04,-0.02,,,
1.48E+06,-0.22,-0.22,-0.02,-0.04,,,
1.48E+06,-0.22,-0.22,-0.02,-0.02,,,
1.48E+06,-0.22,-0.22,-0.02,-0.04,,,
1.48E+06,-0.22,-0.22,-0.04,-0.02,,,
1.48E+06,-0.22,-0.22,-0.04,-0.04,,,
1.48E+06,-0.22,-0.18,-0.02,-0.02,,,
1.48E+06,-0.22,-0.22,-0.04,-0.04,,,
1.48E+06,-0.22,-0.22,-0.02,-0.02,,,
1.48E+06,-0.18,-0.22,-0.04,-0.04,,,
1.48E+06,-0.22,-0.18,-0.02,-0.02,,,
1.48E+06,-0.22,-0.22,-0.04,-0.04,,,
1.48E+06,-0.22,-0.18,-0.04,-0.02,,,
1.48E+06,-0.22,-0.22,-0.04,-0.04,,,
1.48E+06,-0.22,-0.22,-0.02,-0.02,,,
1.48E+06,-0.22,-0.22,-0.02,-0.02,,,
1.48E+06,-0.22,-0.18,-0.02,-0.02,,,
1.49E+06,-0.22,-0.22,-0.02,-0.04,,,
1.49E+06,-0.22,-0.22,-0.02,-0.02,,,
1.49E+06,-0.22,-0.22,-0.02,-0.02,,,
1.49E+06,-0.22,-0.22,-0.02,-0.02,,,
1.49E+06,-0.22,-0.26,-0.02,-0.04,,,
1.49E+06,-0.26,-0.22,-0.04,-0.02,,,
1.49E+06,-0.22,-0.22,-0.02,-0.04,,,
1.49E+06,-0.22,-0.22,-0.04,-0.02,,,
1.49E+06,-0.22,-0.22,-0.04,-0.04,,,
1.49E+06,-0.22,-0.22,-0.04,-0.04,,,
1.49E+06,-0.22,-0.22,-0.02,-0.04,,,
1.49E+06,-0.22,-0.22,-0.02,-0.02,,,
1.49E+06,-0.22,-0.26,-0.02,-0.04,,,
1.49E+06,-0.22,-0.22,-0.02,-0.02,,,
1.49E+06,-0.22,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.22,-0.04,-0.04,,,
1.49E+06,-0.22,-0.26,-0.04,-0.04,,,
1.49E+06,-0.22,-0.22,-0.04,-0.04,,,
1.49E+06,-0.22,-0.22,-0.04,-0.04,,,
1.49E+06,-0.22,-0.22,-0.04,-0.04,,,
1.49E+06,-0.22,-0.22,-0.02,-0.04,,,
1.49E+06,-0.22,-0.22,-0.04,-0.02,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.22,-0.22,-0.02,-0.02,,,
1.49E+06,-0.22,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.22,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.22,-0.22,-0.04,-0.02,,,
1.49E+06,-0.22,-0.22,-0.04,-0.04,,,
1.49E+06,-0.22,-0.22,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.22,-0.22,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.22,-0.04,-0.04,,,
1.49E+06,-0.22,-0.26,-0.04,-0.04,,,
1.49E+06,-0.22,-0.22,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.22,-0.22,-0.04,-0.04,,,
1.49E+06,-0.22,-0.26,-0.02,-0.04,,,
1.49E+06,-0.26,-0.22,-0.04,-0.02,,,
1.49E+06,-0.26,-0.26,-0.02,-0.04,,,
1.49E+06,-0.26,-0.22,-0.04,-0.02,,,
1.49E+06,-0.22,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.22,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.22,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.06,,,
1.49E+06,-0.26,-0.22,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.22,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.02,,,
1.49E+06,-0.26,-0.26,-0.06,-0.06,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.02,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.22,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.06,,,
1.49E+06,-0.26,-0.22,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.22,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.22,-0.04,-0.02,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.22,-0.02,-0.02,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.02,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.22,-0.04,-0.02,,,
1.49E+06,-0.3,-0.3,-0.06,-0.06,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.22,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.22,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.06,,,
1.49E+06,-0.26,-0.26,-0.02,-0.02,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.06,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.06,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.3,-0.3,-0.04,-0.06,,,
1.49E+06,-0.26,-0.26,-0.06,-0.04,,,
1.49E+06,-0.26,-0.3,-0.06,-0.06,,,
1.49E+06,-0.26,-0.22,-0.04,-0.04,,,
1.49E+06,-0.26,-0.3,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.3,-0.06,-0.06,,,
1.49E+06,-0.26,-0.26,-0.04,-0.02,,,
1.49E+06,-0.26,-0.3,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.3,-0.04,-0.06,,,
1.49E+06,-0.3,-0.26,-0.06,-0.04,,,
1.49E+06,-0.26,-0.3,-0.04,-0.06,,,
1.49E+06,-0.3,-0.26,-0.04,-0.02,,,
1.49E+06,-0.26,-0.3,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.3,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.3,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.3,-0.04,-0.04,,,
1.49E+06,-0.3,-0.26,-0.04,-0.04,,,
1.49E+06,-0.3,-0.3,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.3,-0.3,-0.04,-0.06,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.06,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.26,-0.3,-0.04,-0.04,,,
1.49E+06,-0.26,-0.26,-0.04,-0.04,,,
1.49E+06,-0.3,-0.3,-0.04,-0.06,,,
1.49E+06,-0.3,-0.26,-0.06,-0.04,,,
1.49E+06,-0.3,-0.3,-0.04,-0.06,,,
1.49E+06,-0.3,-0.3,-0.06,-0.04,,,
1.49E+06,-0.3,-0.3,-0.04,-0.06,,,
1.49E+06,-0.3,-0.3,-0.04,-0.04,,,
1.50E+06,-0.26,-0.3,-0.04,-0.04,,,
1.50E+06,-0.3,-0.26,-0.04,-0.04,,,
1.50E+06,-0.26,-0.3,-0.04,-0.04,,,
1.50E+06,-0.3,-0.26,-0.04,-0.04,,,
1.50E+06,-0.26,-0.3,-0.04,-0.06,,,
1.50E+06,-0.3,-0.26,-0.06,-0.04,,,
1.50E+06,-0.3,-0.3,-0.04,-0.06,,,
1.50E+06,-0.3,-0.3,-0.06,-0.04,,,
1.50E+06,-0.26,-0.3,-0.04,-0.06,,,
1.50E+06,-0.3,-0.26,-0.04,-0.04,,,
1.50E+06,-0.3,-0.3,-0.04,-0.06,,,
1.50E+06,-0.3,-0.3,-0.06,-0.04,,,
1.50E+06,-0.3,-0.3,-0.04,-0.06,,,
1.50E+06,-0.3,-0.26,-0.04,-0.04,,,
1.50E+06,-0.3,-0.3,-0.06,-0.06,,,
1.50E+06,-0.26,-0.26,-0.04,-0.04,,,
1.50E+06,-0.3,-0.3,-0.04,-0.06,,,
1.50E+06,-0.3,-0.26,-0.06,-0.04,,,
1.50E+06,-0.3,-0.3,-0.04,-0.06,,,
1.50E+06,-0.3,-0.3,-0.04,-0.04,,,
1.50E+06,-0.3,-0.3,-0.04,-0.04,,,
1.50E+06,-0.3,-0.3,-0.04,-0.04,,,
1.50E+06,-0.3,-0.3,-0.06,-0.06,,,
1.50E+06,-0.3,-0.3,-0.04,-0.04,,,
1.50E+06,-0.3,-0.3,-0.04,-0.04,,,
1.50E+06,-0.3,-0.3,-0.04,-0.04,,,
1.50E+06,-0.3,-0.3,-0.04,-0.04,,,
1.50E+06,-0.3,-0.3,-0.04,-0.04,,,
1.50E+06,-0.3,-0.3,-0.06,-0.06,,,
1.50E+06,-0.26,-0.26,-0.06,-0.06,,,
1.50E+06,-0.3,-0.34,-0.04,-0.06,,,
1.50E+06,-0.34,-0.3,-0.06,-0.04,,,
1.50E+06,-0.34,-0.34,-0.06,-0.06,,,
1.50E+06,-0.3,-0.3,-0.06,-0.04,,,
1.50E+06,-0.3,-0.3,-0.04,-0.06,,,
1.50E+06,-0.3,-0.3,-0.04,-0.04,,,
1.50E+06,-0.3,-0.3,-0.02,-0.06,,,
1.50E+06,-0.3,-0.3,-0.06,-0.02,,,
1.50E+06,-0.3,-0.34,-0.04,-0.06,,,
1.50E+06,-0.34,-0.3,-0.04,-0.04,,,
1.50E+06,-0.3,-0.34,-0.04,-0.06,,,
1.50E+06,-0.3,-0.3,-0.06,-0.04,,,
1.50E+06,-0.3,-0.34,-0.04,-0.06,,,
1.50E+06,-0.34,-0.3,-0.06,-0.04,,,
1.50E+06,-0.3,-0.3,-0.06,-0.06,,,
1.50E+06,-0.3,-0.3,-0.04,-0.04,,,
1.50E+06,-0.3,-0.34,-0.06,-0.06,,,
1.50E+06,-0.34,-0.3,-0.04,-0.04,,,
1.50E+06,-0.3,-0.3,-0.04,-0.06,,,
