TIME,CH1,CH2,,TIME,MATH
0.00E+00,0.78,-0.049,,0.00E+00,0.0173437
2.50E+03,0.78,-0.049,,5.00E+04,0.0439688
5.00E+03,0.78,-0.051,,1.00E+05,0.0705938
7.50E+03,0.78,-0.051,,1.50E+05,0.326094
1.00E+04,0.78,-0.049,,2.00E+05,0.581594
1.25E+04,0.78,-0.049,,2.50E+05,0.609375
1.50E+04,0.74,-0.049,,3.00E+05,0.637156
1.75E+04,0.78,-0.049,,3.50E+05,0.3715
2.00E+04,0.78,-0.047,,4.00E+05,0.105875
2.25E+04,0.74,-0.049,,4.50E+05,0.0575625
2.50E+04,0.74,-0.049,,5.00E+05,0.00925
2.75E+04,0.74,-0.049,,5.50E+05,0.00546875
3.00E+04,0.74,-0.049,,6.00E+05,0.00171875
3.25E+04,0.74,-0.049,,6.50E+05,0.0260312
3.50E+04,0.74,-0.051,,7.00E+05,0.0503438
3.75E+04,0.74,-0.051,,7.50E+05,0.0581563
4.00E+04,0.74,-0.049,,8.00E+05,0.0659688
4.25E+04,0.74,-0.049,,8.50E+05,0.0410625
4.50E+04,0.74,-0.049,,9.00E+05,0.0161875
4.75E+04,0.74,-0.049,,9.50E+05,0.0100938
5.00E+04,0.74,-0.049,,1.00E+06,0.00403125
5.25E+04,0.74,-0.049,,1.05E+06,0.00490625
5.50E+04,0.74,-0.049,,1.10E+06,0.00578125
5.75E+04,0.74,-0.049,,1.15E+06,0.00953125
6.00E+04,0.74,-0.049,,1.20E+06,0.0132812
6.25E+04,0.7,-0.049,,1.25E+06,0.0150312
6.50E+04,0.74,-0.049,,1.30E+06,0.0167812
6.75E+04,0.74,-0.049,,1.35E+06,0.0124375
7.00E+04,0.74,-0.049,,1.40E+06,0.00809375
7.25E+04,0.74,-0.051,,1.45E+06,0.00546875
7.50E+04,0.74,-0.051,,1.50E+06,0.002875
7.75E+04,0.74,-0.051,,1.55E+06,0.002875
8.00E+04,0.74,-0.051,,1.60E+06,0.002875
8.25E+04,0.74,-0.049,,1.65E+06,0.0034375
8.50E+04,0.74,-0.049,,1.70E+06,0.00403125
8.75E+04,0.74,-0.049,,1.75E+06,0.00690625
9.00E+04,0.74,-0.049,,1.80E+06,0.0098125
9.25E+04,0.74,-0.049,,1.85E+06,0.00690625
9.50E+04,0.74,-0.051,,1.90E+06,0.00403125
9.75E+04,0.74,-0.051,,1.95E+06,0.0034375
