TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,,TIME,MATH
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.42,,,
2.98E+06,1.42,1.42,-0.46,-0.5,,,
2.98E+06,1.46,1.46,-0.5,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.98E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.42,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.42,,,
2.99E+06,1.42,1.42,-0.5,-0.5,,,
2.99E+06,1.42,1.42,-0.5,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.42,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.5,-0.5,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.46,1.46,-0.46,-0.46,,,
2.99E+06,1.46,1.46,-0.46,-0.46,,,
2.99E+06,1.46,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.46,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.5,,,
2.99E+06,1.42,1.42,-0.5,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.46,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.46,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.46,1.46,-0.46,-0.46,,,
2.99E+06,1.46,1.42,-0.5,-0.5,,,
2.99E+06,1.46,1.46,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.5,,,
2.99E+06,1.42,1.46,-0.5,-0.46,,,
2.99E+06,1.42,1.42,-0.5,-0.5,,,
2.99E+06,1.46,1.46,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.46,1.46,-0.46,-0.46,,,
2.99E+06,1.46,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.46,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.46,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.46,1.46,-0.46,-0.46,,,
2.99E+06,1.46,1.42,-0.46,-0.46,,,
2.99E+06,1.46,1.46,-0.46,-0.46,,,
2.99E+06,1.46,1.46,-0.46,-0.46,,,
2.99E+06,1.46,1.46,-0.46,-0.46,,,
2.99E+06,1.46,1.42,-0.46,-0.46,,,
2.99E+06,1.42,1.46,-0.46,-0.46,,,
2.99E+06,1.42,1.42,-0.46,-0.46,,,
2.99E+06,1.46,1.46,-0.46,-0.46,,,
2.99E+06,1.46,1.42,-0.46,-0.46,,,
2.99E+06,1.46,1.46,-0.46,-0.46,,,
2.99E+06,1.46,1.46,-0.46,-0.46,,,
2.99E+06,1.46,1.46,-0.46,-0.46,,,
3.00E+06,1.46,1.46,-0.46,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.42,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.46,-0.46,,,
3.00E+06,1.46,1.42,-0.46,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.42,-0.5,-0.5,,,
3.00E+06,1.42,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.42,1.42,-0.5,-0.5,,,
3.00E+06,1.42,1.42,-0.5,-0.46,,,
3.00E+06,1.46,1.42,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.42,-0.46,-0.46,,,
3.00E+06,1.46,1.46,-0.46,-0.46,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.46,-0.46,,,
3.00E+06,1.46,1.42,-0.46,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.42,-0.46,-0.5,,,
3.00E+06,1.42,1.46,-0.46,-0.46,,,
3.00E+06,1.42,1.42,-0.46,-0.5,,,
3.00E+06,1.42,1.42,-0.5,-0.46,,,
3.00E+06,1.42,1.42,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.42,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.42,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.46,,,
3.00E+06,1.5,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.5,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.00E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.46,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.5,-0.5,-0.46,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.46,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.46,,,
3.01E+06,1.46,1.46,-0.46,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.46,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.46,-0.5,,,
3.01E+06,1.46,1.46,-0.46,-0.46,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.46,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.46,,,
3.01E+06,1.46,1.46,-0.5,-0.54,,,
3.01E+06,1.46,1.46,-0.54,-0.46,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.46,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.46,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.5,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.5,1.5,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.5,1.5,-0.5,-0.5,,,
3.01E+06,1.5,1.5,-0.5,-0.5,,,
3.01E+06,1.5,1.5,-0.5,-0.5,,,
3.01E+06,1.5,1.46,-0.5,-0.5,,,
3.01E+06,1.5,1.5,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.5,1.5,-0.5,-0.5,,,
3.01E+06,1.5,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.5,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.46,1.46,-0.5,-0.5,,,
3.01E+06,1.5,1.5,-0.5,-0.5,,,
3.01E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.46,-0.5,-0.5,,,
3.02E+06,1.46,1.5,-0.5,-0.5,,,
3.02E+06,1.46,1.46,-0.5,-0.5,,,
3.02E+06,1.46,1.5,-0.5,-0.5,,,
3.02E+06,1.46,1.46,-0.5,-0.5,,,
3.02E+06,1.46,1.46,-0.5,-0.5,,,
3.02E+06,1.5,1.46,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.46,-0.54,-0.54,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.54,-0.54,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.46,-0.5,-0.5,,,
3.02E+06,1.46,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.46,-0.5,-0.54,,,
3.02E+06,1.5,1.5,-0.54,-0.5,,,
3.02E+06,1.46,1.46,-0.5,-0.54,,,
3.02E+06,1.5,1.5,-0.54,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.54,-0.54,,,
3.02E+06,1.5,1.5,-0.54,-0.5,,,
3.02E+06,1.5,1.46,-0.54,-0.54,,,
3.02E+06,1.46,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.46,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.54,,,
3.02E+06,1.5,1.5,-0.54,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.46,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.46,-0.54,-0.54,,,
3.02E+06,1.5,1.5,-0.54,-0.5,,,
3.02E+06,1.5,1.5,-0.54,-0.54,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.54,-0.54,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.54,,,
3.02E+06,1.5,1.5,-0.54,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.46,,,
3.02E+06,1.5,1.5,-0.5,-0.54,,,
3.02E+06,1.5,1.5,-0.54,-0.5,,,
3.02E+06,1.54,1.5,-0.54,-0.54,,,
3.02E+06,1.5,1.54,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.5,,,
3.02E+06,1.54,1.54,-0.5,-0.5,,,
3.02E+06,1.5,1.5,-0.5,-0.54,,,
3.02E+06,1.5,1.5,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.5,-0.5,,,
3.03E+06,1.5,1.5,-0.5,-0.5,,,
3.03E+06,1.5,1.5,-0.5,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.5,-0.5,,,
3.03E+06,1.5,1.5,-0.5,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.5,,,
3.03E+06,1.5,1.46,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.5,-0.54,,,
3.03E+06,1.5,1.54,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.54,1.54,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.54,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.5,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.54,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.54,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.5,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.54,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.54,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.54,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.54,1.54,-0.5,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.5,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.54,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.54,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.54,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.54,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.54,1.54,-0.54,-0.54,,,
3.03E+06,1.54,1.54,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.5,,,
3.03E+06,1.5,1.5,-0.54,-0.54,,,
3.03E+06,1.5,1.5,-0.54,-0.5,,,
3.04E+06,1.5,1.5,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.5,,,
3.04E+06,1.5,1.5,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.5,-0.54,-0.54,,,
3.04E+06,1.5,1.54,-0.54,-0.5,,,
3.04E+06,1.5,1.5,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.5,,,
3.04E+06,1.5,1.5,-0.54,-0.54,,,
3.04E+06,1.5,1.54,-0.54,-0.5,,,
3.04E+06,1.5,1.5,-0.54,-0.54,,,
3.04E+06,1.5,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.5,-0.54,-0.54,,,
3.04E+06,1.5,1.54,-0.54,-0.5,,,
3.04E+06,1.54,1.5,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.5,,,
3.04E+06,1.54,1.5,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.5,,,
3.04E+06,1.54,1.54,-0.58,-0.58,,,
3.04E+06,1.54,1.54,-0.58,-0.54,,,
3.04E+06,1.5,1.5,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.5,-0.54,-0.54,,,
3.04E+06,1.5,1.54,-0.54,-0.5,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.5,,,
3.04E+06,1.54,1.54,-0.54,-0.58,,,
3.04E+06,1.54,1.54,-0.58,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.5,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.5,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.5,-0.54,-0.54,,,
3.04E+06,1.5,1.54,-0.54,-0.5,,,
3.04E+06,1.5,1.5,-0.54,-0.54,,,
3.04E+06,1.5,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.58,-0.58,,,
3.04E+06,1.54,1.54,-0.58,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.5,,,
3.04E+06,1.5,1.5,-0.54,-0.58,,,
3.04E+06,1.5,1.54,-0.58,-0.5,,,
3.04E+06,1.5,1.5,-0.58,-0.58,,,
3.04E+06,1.5,1.54,-0.58,-0.54,,,
3.04E+06,1.54,1.5,-0.58,-0.58,,,
3.04E+06,1.5,1.54,-0.58,-0.54,,,
3.04E+06,1.5,1.5,-0.54,-0.54,,,
3.04E+06,1.5,1.54,-0.54,-0.54,,,
3.04E+06,1.5,1.5,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.58,-0.58,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.54,,,
3.04E+06,1.54,1.54,-0.54,-0.5,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.54,-0.5,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.58,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.58,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.58,-0.54,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.58,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.58,-0.54,-0.54,,,
3.05E+06,1.58,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.58,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.58,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.58,-0.54,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.58,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.58,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.58,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.58,1.58,-0.58,-0.54,,,
3.05E+06,1.58,1.54,-0.54,-0.58,,,
3.05E+06,1.54,1.58,-0.58,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.58,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.58,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.58,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.58,-0.54,,,
3.05E+06,1.54,1.54,-0.54,-0.58,,,
3.05E+06,1.54,1.54,-0.58,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.58,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.58,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.54,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.58,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.58,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.58,-0.54,,,
3.05E+06,1.54,1.54,-0.58,-0.58,,,
3.05E+06,1.54,1.54,-0.58,-0.54,,,
3.06E+06,1.54,1.54,-0.58,-0.58,,,
3.06E+06,1.54,1.54,-0.58,-0.54,,,
3.06E+06,1.54,1.54,-0.58,-0.58,,,
3.06E+06,1.54,1.54,-0.58,-0.54,,,
3.06E+06,1.54,1.54,-0.54,-0.58,,,
3.06E+06,1.54,1.54,-0.58,-0.54,,,
3.06E+06,1.54,1.54,-0.58,-0.58,,,
3.06E+06,1.54,1.58,-0.58,-0.54,,,
3.06E+06,1.54,1.54,-0.58,-0.58,,,
3.06E+06,1.54,1.58,-0.58,-0.54,,,
3.06E+06,1.54,1.54,-0.58,-0.58,,,
3.06E+06,1.58,1.58,-0.58,-0.54,,,
3.06E+06,1.54,1.54,-0.58,-0.58,,,
3.06E+06,1.54,1.54,-0.58,-0.54,,,
3.06E+06,1.54,1.54,-0.58,-0.58,,,
3.06E+06,1.54,1.54,-0.58,-0.54,,,
3.06E+06,1.54,1.54,-0.58,-0.58,,,
3.06E+06,1.54,1.54,-0.58,-0.54,,,
3.06E+06,1.54,1.54,-0.58,-0.58,,,
3.06E+06,1.54,1.54,-0.58,-0.54,,,
3.06E+06,1.54,1.54,-0.58,-0.58,,,
