wave,inten,std
2636.204,0.601,0.061
2642.851,-0.555,0.056
2649.491,-0.822,0.066
2656.125,0.050,0.061
2662.753,1.098,0.071
2669.375,0.035,0.062
2675.991,0.414,0.062
2682.601,-0.319,0.062
2689.205,-0.322,0.060
2695.804,0.515,0.064
2702.396,0.053,0.062
2708.982,-0.733,0.059
2715.562,0.134,0.063
2722.137,0.025,0.061
2728.705,0.469,0.065
2735.268,2.910,0.082
2741.825,-0.823,0.059
2748.375,-0.449,0.061
2754.920,1.363,0.069
2761.459,-0.361,0.060
2767.992,-0.290,0.063
2774.519,0.242,0.060
2781.041,-0.440,0.059
2787.556,0.034,0.061
2794.066,0.248,0.064
2800.570,0.225,0.064
2807.068,0.625,0.064
2813.560,0.289,0.066
2820.046,-1.004,0.060
2826.527,-0.081,0.060
2833.001,-0.176,0.061
2839.470,0.029,0.062
2845.934,-0.387,0.062
2852.391,-0.018,0.060
2858.843,0.074,0.062
2865.288,-0.619,0.060
2871.729,-1.171,0.056
2878.163,-0.135,0.061
2884.592,0.333,0.062
2891.015,0.539,0.066
2897.432,0.782,0.068
2903.843,0.222,0.066
2910.249,-0.461,0.059
2916.649,-0.416,0.060
2923.043,0.333,0.063
2929.432,-0.145,0.062
2935.815,0.598,0.066
2942.193,-0.215,0.061
2948.564,0.808,0.064
2954.930,0.353,0.064
2961.291,-0.192,0.064
2967.646,0.014,0.062
2973.995,-0.181,0.064
2980.338,-0.546,0.062
2986.676,0.782,0.064
2993.009,0.439,0.066
2999.335,-0.618,0.059
3005.657,-0.432,0.061
3011.972,0.741,0.068
3018.282,1.408,0.068
3024.587,0.911,0.061
3030.886,-0.408,0.062
3037.179,-0.024,0.061
3043.467,0.106,0.060
3049.749,1.469,0.073
3056.026,-0.364,0.061
3062.297,-0.326,0.064
3068.563,-0.359,0.060
3074.823,-0.050,0.060
3081.078,0.571,0.066
3087.327,-0.134,0.067
3093.571,0.072,0.062
3099.810,0.168,0.063
3106.043,0.007,0.063
3112.270,0.745,0.069
3118.492,-0.535,0.059
3124.709,0.061,0.062
3130.920,-0.137,0.060
3137.126,-0.568,0.063
3143.326,0.305,0.063
3149.521,0.990,0.065
3155.710,0.426,0.065
3161.895,-0.180,0.062
3168.073,0.257,0.065
3174.247,0.332,0.062
3180.415,0.375,0.065
3186.577,-0.031,0.061
3192.735,0.377,0.063
3198.887,0.440,0.062
3205.034,0.113,0.064
3211.175,-0.306,0.066
3217.311,1.074,0.072
3223.442,0.063,0.064
3229.567,-0.453,0.060
3235.687,1.120,0.066
3241.802,0.037,0.064
3247.912,0.389,0.064
3254.016,-0.467,0.059
3260.115,0.428,0.063
3266.209,-0.105,0.066
3272.298,0.457,0.069
3278.381,0.244,0.060
3284.459,0.431,0.065
3290.532,0.923,0.067
3296.600,-0.001,0.062
3302.662,1.261,0.065
3308.719,0.720,0.063
3314.771,-0.143,0.065
3320.818,-0.641,0.065
3326.860,0.451,0.070
3332.897,1.194,0.069
3338.928,1.093,0.066
