wave,inten,std
2852.214,0.069,0.065
2857.995,-0.591,0.060
2863.773,0.017,0.063
2869.546,0.665,0.065
2875.316,0.079,0.065
2881.082,1.013,0.067
2886.844,0.037,0.061
2892.602,0.125,0.067
2898.357,0.041,0.061
2904.108,0.539,0.065
2909.856,0.244,0.063
2915.600,-0.349,0.058
2921.340,0.572,0.064
2927.076,-0.176,0.063
2932.809,0.021,0.066
2938.538,2.456,0.081
2944.263,-0.070,0.061
2949.985,0.180,0.060
2955.703,1.254,0.072
2961.417,0.642,0.061
2967.128,0.312,0.064
2972.835,-0.022,0.059
2978.538,0.496,0.062
2984.238,0.740,0.061
2989.934,0.236,0.064
2995.626,0.245,0.063
3001.315,0.488,0.063
3007.001,0.051,0.065
3012.682,-0.508,0.061
3018.360,0.277,0.061
3024.035,-0.832,0.061
3029.706,0.365,0.061
3035.373,-0.284,0.062
3041.036,-0.103,0.061
3046.697,0.032,0.062
3052.353,-0.487,0.060
3058.006,-0.773,0.058
3063.655,-0.130,0.062
3069.301,0.298,0.062
3074.943,0.588,0.066
3080.582,-0.026,0.066
3086.217,0.167,0.066
3091.849,-0.893,0.061
3097.477,-0.540,0.062
3103.101,0.477,0.064
3108.722,-0.010,0.063
3114.340,0.687,0.067
3119.954,0.105,0.061
3125.564,0.790,0.064
3131.171,0.349,0.065
3136.775,-0.715,0.064
3142.374,-0.305,0.061
3147.971,0.004,0.063
3153.564,-0.907,0.060
3159.153,0.472,0.063
3164.739,0.595,0.065
3170.322,-0.250,0.061
3175.901,-0.456,0.060
3181.476,1.021,0.068
3187.049,1.516,0.069
3192.617,0.364,0.061
3198.182,0.047,0.062
3203.744,0.028,0.062
3209.303,0.413,0.061
3214.857,1.273,0.073
3220.409,-0.416,0.061
3225.957,-0.231,0.064
3231.502,-0.546,0.061
3237.043,0.145,0.062
3242.581,0.856,0.065
3248.115,0.017,0.066
3253.646,-0.447,0.060
3259.174,0.097,0.062
3264.698,-0.080,0.062
3270.219,1.001,0.069
3275.736,-0.541,0.059
3281.250,0.161,0.063
3286.761,0.151,0.064
3292.269,-0.503,0.064
3297.773,0.195,0.064
3303.273,0.920,0.064
3308.771,0.282,0.066
3314.265,-0.105,0.062
3319.755,0.280,0.064
3325.242,0.275,0.060
3330.726,-0.092,0.065
3336.207,0.168,0.061
3341.684,0.303,0.063
3347.158,0.495,0.063
3352.629,0.320,0.064
3358.096,-0.306,0.065
3363.561,0.939,0.071
3369.021,0.220,0.064
3374.479,-0.100,0.061
3379.933,0.943,0.067
3385.384,-0.081,0.064
3390.832,0.159,0.063
3396.276,-0.568,0.057
3401.717,0.206,0.062
3407.155,-0.339,0.064
3412.590,0.241,0.066
3418.021,-0.245,0.058
3423.449,0.547,0.065
3428.874,0.821,0.066
3434.296,0.696,0.066
3439.714,1.326,0.066
3445.130,0.926,0.064
3450.542,-0.288,0.065
3455.950,-0.317,0.065
3461.356,0.396,0.068
3466.758,0.537,0.065
3472.158,0.865,0.065
3477.554,0.519,0.062
3482.946,0.772,0.065
3488.336,0.133,0.061
3493.722,1.680,0.075
3499.106,0.090,0.068
3504.486,0.322,0.068
3509.863,0.955,0.069
3515.236,1.384,0.072
3520.607,-0.419,0.065
3525.974,1.138,0.067
3531.339,0.647,0.068
3536.700,0.424,0.069
3542.058,0.375,0.065
3547.413,1.216,0.073
3552.765,1.766,0.071
3558.113,1.110,0.071
3563.459,0.988,0.074
3568.801,1.394,0.073
3574.141,1.430,0.073
3579.477,0.827,0.071
3584.810,1.497,0.074
3590.140,2.101,0.079
3595.467,1.776,0.076
3600.791,2.460,0.077
3606.112,1.817,0.076
3611.429,1.971,0.079
3616.744,2.364,0.080
3622.056,2.027,0.079
3627.364,1.645,0.078
3632.670,1.666,0.079
3637.972,2.426,0.081
3643.272,2.616,0.083
3648.568,3.438,0.087
3653.862,3.044,0.089
3659.152,2.882,0.085
3664.439,3.410,0.087
3669.724,3.417,0.089
3675.005,3.785,0.091
3680.283,4.127,0.089
3685.558,4.371,0.094
3690.831,3.737,0.090
3696.100,3.636,0.091
3701.366,2.691,0.088
3706.630,3.857,0.090
3711.890,3.808,0.092
3717.147,3.799,0.092
3722.402,4.395,0.097
3727.653,4.352,0.098
3732.902,5.085,0.100
3738.147,5.221,0.101
3743.390,5.576,0.102
3748.630,5.519,0.104
3753.867,6.310,0.108
3759.100,6.367,0.105
3764.331,7.443,0.112
3769.559,5.865,0.104
3774.784,5.920,0.106
3780.006,5.138,0.104
3785.226,5.650,0.105
3790.442,5.704,0.104
3795.655,5.198,0.101
3800.866,8.040,0.112
3806.074,5.421,0.100
3811.279,5.139,0.102
3816.480,6.368,0.107
3821.679,6.548,0.108
3826.876,7.430,0.112
3832.069,7.912,0.115
3837.259,7.736,0.115
3842.447,8.403,0.118
3847.632,8.327,0.120
3852.814,8.222,0.120
3857.993,9.255,0.127
3863.169,7.817,0.125
3868.343,8.435,0.120
3873.513,8.963,0.124
3878.681,7.923,0.125
3883.846,8.544,0.129
3889.008,8.626,0.134
3894.168,8.802,0.139
3899.324,7.708,0.130
3904.478,9.136,0.130
3909.629,9.071,0.126
3914.777,9.777,0.130
3919.923,7.906,0.123
3925.065,8.713,0.125
3930.205,8.068,0.128
3935.342,8.592,0.126
3940.477,9.169,0.130
3945.609,7.945,0.123
3950.737,7.788,0.121
3955.864,7.618,0.119
3960.987,6.946,0.118
3966.108,7.699,0.123
3971.226,6.612,0.124
3976.341,8.753,0.127
3981.453,9.304,0.129
3986.563,8.968,0.131
3991.670,9.833,0.134
3996.775,10.137,0.136
4001.877,9.603,0.135
4006.976,9.124,0.136
4012.072,10.220,0.138
4017.166,9.588,0.137
4022.257,10.515,0.140
4027.345,9.209,0.137
4032.431,10.002,0.140
4037.514,10.430,0.142
4042.594,9.332,0.141
4047.672,8.172,0.137
4052.747,10.042,0.142
4057.819,10.228,0.146
4062.889,9.477,0.144
4067.956,10.097,0.146
4073.020,10.012,0.148
4078.082,10.028,0.149
4083.142,10.084,0.150
4088.198,10.206,0.151
4093.252,9.066,0.152
4098.304,11.157,0.156
4103.353,11.275,0.160
4108.399,11.339,0.161
4113.443,11.408,0.160
4118.484,10.740,0.162
4123.522,10.502,0.166
4128.558,10.230,0.166
4133.592,9.824,0.168
4138.622,10.268,0.168
4143.651,11.335,0.171
4148.676,10.438,0.170
4153.699,10.988,0.174
4158.720,10.563,0.175
4163.738,11.880,0.180
4168.754,10.199,0.179
4173.767,11.139,0.185
4178.777,10.516,0.185
4183.785,10.025,0.186
4188.791,11.664,0.192
4193.794,10.663,0.193
4198.794,11.280,0.196
4203.792,11.275,0.202
4208.788,10.976,0.204
4213.781,10.020,0.204
4218.771,11.210,0.207
4223.759,10.324,0.208
4228.745,10.423,0.211
4233.728,10.239,0.216
4238.708,10.681,0.221
4243.687,10.227,0.230
4248.662,10.534,0.243
4253.636,11.558,0.277
4258.606,11.570,0.291
4263.575,12.717,0.282
4268.541,10.734,0.256
4273.504,12.467,0.251
4278.465,12.537,0.253
4283.424,12.502,0.257
4288.380,9.319,0.258
4293.334,12.030,0.263
4298.286,11.977,0.266
4303.235,11.044,0.271
4308.182,10.759,0.275
4313.126,14.410,0.286
4318.068,13.035,0.290
4323.007,12.207,0.292
4327.945,11.634,0.293
4332.879,12.966,0.299
4337.812,16.086,0.310
4342.742,15.052,0.311
4347.670,22.057,0.325
4352.595,15.086,0.320
4357.518,19.360,0.329
4362.439,20.763,0.336
4367.357,21.464,0.340
4372.273,18.492,0.342
4377.187,23.498,0.352
4382.098,28.220,0.362
4387.007,26.858,0.356
4391.914,25.119,0.363
4396.819,15.359,0.353
4401.721,23.417,0.364
4406.621,24.016,0.376
4411.518,17.281,0.371
4416.414,17.127,0.380
4421.307,23.826,0.378
4426.197,19.081,0.380
4431.086,10.295,0.379
4435.972,21.930,0.380
4440.856,20.053,0.377
4445.738,13.000,0.371
4450.617,23.307,0.365
4455.495,18.870,0.366
4460.370,11.957,0.356
4465.242,25.302,0.354
4470.113,25.688,0.351
4474.981,24.380,0.346
4479.847,22.451,0.340
4484.711,20.246,0.333
4489.573,22.667,0.331
4494.432,21.748,0.330
4499.290,24.579,0.326
4504.145,13.733,0.306
4508.998,14.661,0.304
4513.848,11.544,0.298
4518.697,13.729,0.301
4523.543,10.247,0.292
4528.388,12.529,0.292
4533.230,13.140,0.287
4538.069,12.525,0.283
4542.907,14.930,0.290
4547.743,12.809,0.284
4552.576,14.454,0.286
4557.408,12.832,0.280
4562.237,12.387,0.274
4567.064,13.053,0.273
4571.889,15.213,0.274
4576.711,13.384,0.271
4581.532,9.265,0.263
4586.351,12.471,0.267
4591.167,13.467,0.267
4595.982,12.321,0.263
4600.794,14.154,0.264
4605.604,14.122,0.266
4610.412,12.268,0.259
4615.218,12.707,0.256
4620.022,13.225,0.258
4624.824,15.076,0.254
4629.624,13.482,0.249
4634.422,15.348,0.255
4639.217,11.244,0.247
4644.011,13.574,0.245
4648.803,13.641,0.244
4653.592,13.351,0.244
4658.380,11.663,0.238
4663.165,12.971,0.239
4667.949,12.736,0.232
4672.730,13.740,0.236
4677.510,14.162,0.239
4682.287,12.309,0.234
4687.062,13.562,0.235
4691.836,12.011,0.228
4696.607,12.132,0.226
4701.377,11.967,0.224
4706.144,12.779,0.219
4710.910,12.506,0.218
4715.673,13.944,0.222
4720.435,13.563,0.218
4725.195,11.526,0.216
4729.952,14.301,0.221
4734.708,11.697,0.215
4739.462,12.132,0.216
4744.213,12.194,0.214
4748.963,13.444,0.217
4753.711,13.422,0.215
4758.457,12.934,0.215
4763.201,11.377,0.213
4767.943,14.453,0.218
4772.684,13.849,0.218
4777.422,13.257,0.218
4782.158,14.165,0.221
4786.893,13.770,0.222
4791.626,11.024,0.216
4796.356,13.078,0.220
4801.085,12.981,0.219
4805.812,13.575,0.223
4810.537,13.130,0.224
4815.260,10.154,0.218
4819.982,11.803,0.224
4824.701,9.971,0.221
4829.419,10.086,0.220
4834.135,9.849,0.218
4838.849,14.542,0.228
4843.561,13.007,0.224
4848.271,13.025,0.225
4852.980,14.555,0.227
4857.686,14.503,0.229
4862.391,15.017,0.231
4867.094,12.930,0.228
4871.795,12.378,0.228
4876.495,13.356,0.232
4881.192,14.739,0.234
4885.888,11.451,0.227
4890.582,14.207,0.232
4895.274,14.584,0.235
4899.965,12.754,0.232
4904.653,12.877,0.233
4909.340,12.303,0.233
4914.025,12.026,0.233
4918.709,13.920,0.239
4923.390,11.805,0.235
4928.070,12.030,0.239
4932.748,15.428,0.248
4937.425,14.152,0.245
4942.099,13.662,0.251
4946.772,12.234,0.251
4951.444,11.240,0.248
4956.113,13.128,0.249
4960.781,12.922,0.246
4965.447,13.293,0.244
4970.111,11.767,0.244
4974.774,12.208,0.242
4979.435,12.229,0.244
4984.094,12.012,0.244
4988.752,14.832,0.250
4993.408,15.642,0.252
4998.062,15.200,0.253
5002.714,13.223,0.248
5007.365,13.416,0.253
5012.014,15.369,0.255
5016.662,12.857,0.250
5021.308,13.638,0.253
5025.952,15.444,0.258
5030.595,13.510,0.255
5035.236,13.238,0.262
5039.875,13.367,0.264
5044.513,14.024,0.266
5049.149,11.718,0.264
5053.784,15.773,0.276
5058.416,15.185,0.275
5063.048,13.387,0.270
5067.677,14.163,0.270
5072.306,13.923,0.270
5076.932,12.729,0.268
5081.557,11.049,0.267
5086.180,14.992,0.272
5090.802,17.724,0.276
5095.422,15.534,0.271
5100.041,10.468,0.264
5104.658,13.447,0.273
5109.274,13.227,0.271
5113.888,14.461,0.274
5118.500,12.448,0.273
5123.111,14.660,0.276
5127.720,15.888,0.276
5132.328,13.612,0.277
5136.934,16.834,0.282
5141.539,13.365,0.277
5146.142,18.469,0.283
5150.744,17.083,0.284
5155.344,15.212,0.278
5159.943,14.276,0.276
5164.540,13.388,0.276
5169.136,12.542,0.282
5173.730,12.239,0.280
5178.323,16.352,0.289
5182.914,16.216,0.287
5187.504,14.723,0.287
5192.093,14.541,0.287
5196.680,10.838,0.283
5201.265,16.842,0.292
5205.849,14.461,0.287
5210.432,14.638,0.287
5215.013,14.162,0.287
5219.592,15.929,0.292
5224.171,13.192,0.288
5228.747,16.734,0.290
5233.323,13.417,0.287
5237.897,14.268,0.290
5242.469,13.369,0.289
5247.041,14.781,0.292
5251.610,11.271,0.285
5256.179,11.760,0.287
5260.746,16.052,0.293
5265.311,16.977,0.293
5269.876,17.179,0.295
5274.438,15.303,0.290
5279.000,15.916,0.292
5283.560,15.279,0.293
5288.119,15.071,0.293
5292.676,16.747,0.297
5297.232,16.056,0.293
5301.787,15.977,0.296
5306.340,18.875,0.299
5310.892,15.408,0.294
5315.443,16.664,0.298
5319.992,15.000,0.298
5324.540,14.808,0.297
5329.087,17.853,0.309
5333.632,21.617,0.321
5338.176,23.005,0.326
5342.719,22.544,0.326
5347.261,21.186,0.321
5351.801,17.055,0.311
5356.340,14.204,0.304
5360.878,20.574,0.314
5365.414,16.121,0.305
5369.949,21.707,0.315
5374.483,15.763,0.309
5379.015,16.947,0.307
5383.547,14.839,0.307
5388.077,16.507,0.308
5392.606,18.018,0.312
5397.133,16.839,0.315
5401.660,20.259,0.327
5406.185,25.532,0.338
5410.709,23.929,0.335
5415.231,24.048,0.330
5419.753,18.115,0.321
5424.273,18.622,0.320
5428.792,18.297,0.320
5433.310,23.718,0.328
5437.826,25.928,0.337
5442.342,23.883,0.345
5446.856,16.477,0.389
5451.369,15.024,0.406
5455.881,18.914,0.388
5460.392,25.302,0.343
5464.901,24.310,0.329
5469.410,19.038,0.324
5473.917,19.399,0.318
5478.423,18.434,0.316
5482.928,19.131,0.313
5487.432,18.257,0.308
5491.934,19.944,0.312
5496.436,18.924,0.310
5500.936,17.141,0.305
5505.435,19.425,0.310
5509.934,16.370,0.304
5514.431,17.936,0.306
5518.927,17.531,0.304
5523.421,18.239,0.303
5527.915,16.638,0.300
5532.408,16.568,0.301
5536.899,12.315,0.290
5541.390,13.493,0.294
5545.879,18.236,0.300
5550.368,17.793,0.300
5554.855,18.822,0.303
5559.341,15.979,0.299
5563.826,21.232,0.315
5568.310,24.509,0.326
5572.793,21.964,0.324
5577.275,21.854,0.317
5581.756,15.825,0.301
5586.236,13.625,0.295
5590.715,16.703,0.299
5595.193,14.668,0.295
5599.670,14.139,0.293
5604.146,18.461,0.301
5608.620,15.316,0.294
5613.094,18.623,0.299
5617.567,14.750,0.294
5622.039,14.393,0.294
5626.510,18.869,0.300
5630.980,14.902,0.296
5635.449,15.794,0.296
5639.916,13.900,0.294
5644.383,14.644,0.291
5648.849,19.406,0.302
5653.314,19.212,0.304
5657.779,14.457,0.296
5662.242,20.756,0.309
5666.704,20.090,0.314
5671.165,20.315,0.316
5675.625,18.637,0.320
5680.085,23.932,0.337
5684.543,31.242,0.350
5689.001,28.752,0.340
5693.458,22.538,0.325
5697.913,20.448,0.313
5702.368,14.818,0.300
5706.822,21.462,0.310
5711.275,14.190,0.296
5715.727,13.390,0.292
5720.178,16.847,0.295
5724.629,14.222,0.289
5729.078,19.677,0.295
5733.527,13.004,0.286
5737.975,15.420,0.292
5742.422,18.222,0.295
5746.868,16.648,0.292
5751.313,14.313,0.290
5755.757,16.947,0.296
5760.201,17.844,0.303
5764.644,18.737,0.313
5769.086,18.288,0.314
5773.527,17.536,0.306
5777.967,16.146,0.298
5782.406,18.894,0.307
5786.845,20.401,0.313
5791.283,17.075,0.310
5795.720,20.839,0.311
5800.156,16.986,0.296
5804.591,19.653,0.302
5809.026,11.182,0.288
5813.460,16.528,0.296
5817.893,14.122,0.297
5822.325,18.100,0.299
5826.757,16.270,0.299
5831.188,14.158,0.293
5835.618,16.064,0.301
5840.047,19.032,0.307
5844.476,15.717,0.301
5848.904,23.145,0.308
5853.331,20.682,0.306
5857.757,18.856,0.303
5862.183,19.282,0.304
5866.608,16.499,0.303
5871.032,13.990,0.295
5875.455,21.067,0.308
5879.878,16.246,0.300
5884.300,14.654,0.296
5888.722,15.309,0.296
5893.142,16.882,0.297
5897.562,16.023,0.296
5901.982,16.502,0.298
5906.400,17.637,0.300
5910.818,16.888,0.301
5915.236,16.544,0.299
5919.653,15.701,0.297
5924.069,18.793,0.303
5928.484,16.138,0.299
5932.899,15.002,0.295
5937.313,21.076,0.306
5941.726,13.554,0.290
5946.139,13.368,0.285
5950.551,17.610,0.293
5954.963,17.293,0.291
5959.374,14.950,0.290
5963.784,13.279,0.285
5968.194,15.612,0.286
5972.603,14.683,0.287
5977.012,16.686,0.289
5981.420,17.738,0.289
5985.827,11.627,0.280
5990.234,15.171,0.284
5994.640,11.050,0.279
5999.046,14.588,0.278
6003.451,16.495,0.280
6007.856,17.386,0.283
6012.260,14.568,0.277
6016.663,15.815,0.278
6021.066,14.940,0.274
6025.468,15.422,0.275
6029.870,17.174,0.277
6034.272,16.231,0.276
6038.672,13.828,0.273
6043.073,14.287,0.271
6047.472,14.918,0.271
6051.872,13.087,0.268
6056.270,14.382,0.266
6060.669,14.052,0.266
6065.066,12.731,0.264
6069.464,17.812,0.274
6073.860,15.197,0.269
6078.257,14.843,0.267
6082.653,14.204,0.268
6087.048,15.818,0.269
6091.443,14.612,0.270
6095.837,15.704,0.273
6100.231,15.482,0.274
6104.625,15.247,0.283
6109.018,14.668,0.290
6113.410,15.919,0.300
6117.803,14.617,0.296
