TIME,CH1,CH2,,TIME,MATH
2.41E+05,1.98,-0.9,,4.83E+06,0.00109375
2.42E+05,1.98,-0.94,,4.84E+06,0.00109375
2.43E+05,1.98,-0.9,,4.85E+06,0.00109375
2.43E+05,1.98,-0.94,,4.86E+06,0.00140625
2.44E+05,1.98,-0.94,,4.88E+06,0.00171875
2.44E+05,1.98,-0.94,,4.89E+06,0.00140625
2.45E+05,1.98,-0.94,,4.90E+06,0.00109375
2.46E+05,1.98,-0.94,,4.91E+06,0.00140625
2.46E+05,1.98,-0.94,,4.93E+06,0.00171875
2.47E+05,1.98,-0.94,,4.94E+06,0.00171875
2.48E+05,1.98,-0.94,,4.95E+06,0.00171875
2.48E+05,1.98,-0.94,,4.96E+06,0.00171875
2.49E+05,1.94,-0.94,,4.98E+06,0.00171875
2.49E+05,1.98,-0.94,,4.99E+06,0.00140625
2.50E+05,1.94,-0.94,,5.00E+06,0.00109375
2.51E+05,1.98,-0.94,,5.01E+06,0.00140625
2.51E+05,1.94,-0.94,,5.03E+06,0.00171875
2.52E+05,1.98,-0.94,,5.04E+06,0.00171875
2.53E+05,1.94,-0.94,,5.05E+06,0.00171875
2.53E+05,1.98,-0.94,,5.06E+06,0.00171875
2.54E+05,1.94,-0.94,,5.08E+06,0.00171875
2.54E+05,1.98,-0.94,,5.09E+06,0.00140625
2.55E+05,1.94,-0.94,,5.10E+06,0.00109375
2.56E+05,1.98,-0.94,,5.11E+06,0.00164063
2.56E+05,1.94,-0.94,,5.13E+06,0.00226562
2.57E+05,1.98,-0.94,,5.14E+06,0.00164063
2.58E+05,1.94,-0.94,,5.15E+06,0.00109375
2.58E+05,1.98,-0.94,,5.16E+06,0.00109375
2.59E+05,1.98,-0.94,,5.18E+06,0.00109375
2.59E+05,1.98,-0.94,,5.19E+06,0.00195312
2.60E+05,1.94,-0.94,,5.20E+06,0.00289063
2.61E+05,1.94,-0.98,,5.21E+06,0.00195312
2.61E+05,1.94,-0.94,,5.23E+06,0.00109375
2.62E+05,1.94,-0.94,,5.24E+06,0.00140625
2.63E+05,1.94,-0.94,,5.25E+06,0.00171875
2.63E+05,1.94,-0.94,,5.26E+06,0.00140625
2.64E+05,1.94,-0.94,,5.28E+06,0.00109375
2.64E+05,1.98,-0.94,,5.29E+06,0.00109375
2.65E+05,1.98,-0.94,,5.30E+06,0.00109375
2.66E+05,1.98,-0.94,,5.31E+06,0.00109375
2.66E+05,1.94,-0.94,,5.33E+06,0.00109375
2.67E+05,1.98,-0.94,,5.34E+06,0.00140625
2.68E+05,1.94,-0.94,,5.35E+06,0.00171875
2.68E+05,1.98,-0.94,,5.36E+06,0.00140625
2.69E+05,1.94,-0.94,,5.38E+06,0.00109375
2.69E+05,1.94,-0.98,,5.39E+06,0.00140625
2.70E+05,1.94,-0.94,,5.40E+06,0.00171875
2.71E+05,1.98,-0.94,,5.41E+06,0.00171875
2.71E+05,1.94,-0.94,,5.43E+06,0.00171875
2.72E+05,1.94,-0.94,,5.44E+06,0.00140625
