TIME,CH1,CH2,,TIME,MATH
1.86E+06,1.03,-0.49,,3.71E+07,0.0005625
1.86E+06,1.01,-0.49,,3.72E+07,0.00028125
1.87E+06,1.01,-0.49,,3.73E+07,0.00071875
1.87E+06,1.01,-0.49,,3.74E+07,0.00115625
1.88E+06,1.01,-0.47,,3.75E+07,0.001
1.88E+06,0.99,-0.47,,3.76E+07,0.00084375
1.89E+06,1.01,-0.47,,3.77E+07,0.0005625
1.89E+06,0.99,-0.47,,3.78E+07,0.00028125
1.90E+06,1.01,-0.49,,3.79E+07,0.00071875
1.90E+06,1.01,-0.47,,3.80E+07,0.00115625
1.91E+06,1.03,-0.49,,3.81E+07,0.00084375
1.91E+06,0.99,-0.47,,3.82E+07,0.0005625
1.92E+06,1.01,-0.49,,3.83E+07,0.00040625
1.92E+06,1.01,-0.47,,3.84E+07,0.00028125
1.93E+06,1.01,-0.49,,3.85E+07,0.00071875
1.93E+06,1.01,-0.49,,3.86E+07,0.00115625
1.94E+06,1.01,-0.49,,3.87E+07,0.00071875
1.94E+06,1.01,-0.47,,3.88E+07,0.00028125
1.95E+06,1.03,-0.49,,3.89E+07,0.0005625
1.95E+06,1.01,-0.47,,3.90E+07,0.00084375
1.96E+06,1.03,-0.49,,3.91E+07,0.0006875
1.96E+06,1.01,-0.49,,3.92E+07,0.0005625
1.97E+06,1.03,-0.49,,3.93E+07,0.001
1.97E+06,1.01,-0.47,,3.94E+07,0.0014375
1.98E+06,1.01,-0.49,,3.95E+07,0.001
1.98E+06,1.01,-0.49,,3.96E+07,0.0005625
1.99E+06,1.01,-0.49,,3.97E+07,0.0005625
1.99E+06,1.01,-0.49,,3.98E+07,0.0005625
2.00E+06,1.01,-0.49,,3.99E+07,0.0005625
2.00E+06,1.01,-0.49,,4.00E+07,0.0005625
2.01E+06,1.03,-0.49,,4.01E+07,0.0006875
2.01E+06,1.03,-0.47,,4.02E+07,0.00084375
2.02E+06,1.05,-0.49,,4.03E+07,0.00084375
2.02E+06,1.03,-0.49,,4.04E+07,0.00084375
2.03E+06,1.05,-0.49,,4.05E+07,0.0006875
2.03E+06,1.03,-0.49,,4.06E+07,0.0005625
2.04E+06,1.05,-0.49,,4.07E+07,0.00084375
2.04E+06,1.05,-0.49,,4.08E+07,0.00115625
2.05E+06,1.05,-0.49,,4.09E+07,0.00071875
2.05E+06,1.03,-0.47,,4.10E+07,0.00028125
2.06E+06,1.05,-0.47,,4.11E+07,0.00040625
2.06E+06,1.03,-0.47,,4.12E+07,0.0005625
2.07E+06,1.07,-0.47,,4.13E+07,0.0005625
2.07E+06,1.03,-0.47,,4.14E+07,0.0005625
2.08E+06,1.07,-0.47,,4.15E+07,0.0006875
2.08E+06,1.05,-0.47,,4.16E+07,0.00084375
2.09E+06,1.07,-0.47,,4.17E+07,0.0005625
2.09E+06,1.05,-0.47,,4.18E+07,0.00028125
2.10E+06,1.07,-0.47,,4.19E+07,0.00040625
2.10E+06,1.05,-0.47,,4.20E+07,0.0005625
2.11E+06,1.07,-0.47,,4.21E+07,0.00040625
2.11E+06,1.05,-0.47,,4.22E+07,0.00028125
2.12E+06,1.07,-0.47,,4.23E+07,0.0005625
2.12E+06,1.05,-0.45,,4.24E+07,0.00084375
2.13E+06,1.07,-0.45,,4.25E+07,0.0005625
2.13E+06,1.03,-0.45,,4.26E+07,0.00028125
2.14E+06,1.07,-0.47,,4.27E+07,0.00040625
2.14E+06,1.05,-0.47,,4.28E+07,0.0005625
2.15E+06,1.07,-0.47,,4.29E+07,0.00040625
2.15E+06,1.05,-0.47,,4.30E+07,0.00028125
2.16E+06,1.07,-0.47,,4.31E+07,0.00040625
2.16E+06,1.05,-0.47,,4.32E+07,0.0005625
2.17E+06,1.07,-0.47,,4.33E+07,0.00040625
2.17E+06,1.05,-0.47,,4.34E+07,0.00028125
2.18E+06,1.07,-0.47,,4.35E+07,0.00040625
2.18E+06,1.05,-0.47,,4.36E+07,0.0005625
2.19E+06,1.09,-0.47,,4.37E+07,0.0005625
2.19E+06,1.07,-0.47,,4.38E+07,0.0005625
2.20E+06,1.09,-0.47,,4.39E+07,0.0005625
2.20E+06,1.07,-0.45,,4.40E+07,0.0005625
2.21E+06,1.09,-0.45,,4.41E+07,0.00028125
2.21E+06,1.07,-0.43,,4.42E+07,0
2.22E+06,1.09,-0.45,,4.43E+07,0.000125
2.22E+06,1.07,-0.45,,4.44E+07,0.00028125
2.23E+06,1.09,-0.45,,4.45E+07,0.00028125
2.23E+06,1.09,-0.45,,4.46E+07,0.00028125
2.24E+06,1.09,-0.45,,4.47E+07,0.00028125
2.24E+06,1.07,-0.45,,4.48E+07,0.00028125
2.25E+06,1.09,-0.45,,4.49E+07,0.00040625
2.25E+06,1.09,-0.45,,4.50E+07,0.0005625
2.26E+06,1.11,-0.45,,4.51E+07,0.0005625
2.26E+06,1.09,-0.45,,4.52E+07,0.0005625
2.27E+06,1.09,-0.43,,4.53E+07,0.0005625
2.27E+06,1.09,-0.43,,4.54E+07,0.0005625
2.28E+06,1.11,-0.43,,4.55E+07,0.00040625
2.28E+06,1.09,-0.43,,4.56E+07,0.00028125
2.29E+06,1.11,-0.45,,4.57E+07,0.00040625
2.29E+06,1.09,-0.45,,4.58E+07,0.0005625
2.30E+06,1.11,-0.45,,4.59E+07,0.00040625
2.30E+06,1.09,-0.45,,4.60E+07,0.00028125
2.31E+06,1.13,-0.43,,4.61E+07,0.00028125
2.31E+06,1.09,-0.43,,4.62E+07,0.00028125
2.32E+06,1.11,-0.43,,4.63E+07,0.00040625
2.32E+06,1.09,-0.43,,4.64E+07,0.0005625
2.33E+06,1.11,-0.43,,4.65E+07,0.0005625
2.33E+06,1.09,-0.43,,4.66E+07,0.0005625
