wave,flux,std
4002.017,-1.11e-15,1.96e-16
4006.435,-1.17e-16,2.40e-16
4010.854,6.32e-17,2.52e-16
4015.273,2.73e-16,2.51e-16
4019.691,-1.34e-15,1.85e-16
4024.109,-4.07e-16,2.18e-16
4028.527,-4.87e-16,2.19e-16
4032.944,4.32e-17,2.44e-16
4037.362,6.32e-17,2.50e-16
4041.779,-7.77e-16,2.21e-16
4046.196,3.13e-16,2.30e-16
4050.613,2.83e-16,2.32e-16
4055.03,1.83e-16,2.18e-16
4059.446,-2.97e-16,1.96e-16
4063.863,-2.68e-17,2.20e-16
4068.279,7.63e-16,2.43e-16
4072.695,1.23e-16,2.33e-16
4077.11,2.63e-16,2.42e-16
4081.526,4.63e-16,2.54e-16
4085.941,1.53e-16,2.39e-16
4090.356,6.43e-16,2.52e-16
4094.771,4.32e-17,2.23e-16
4099.186,5.53e-15,3.54e-16
4103.6,-3.68e-17,2.04e-16
4108.015,-1.47e-16,1.90e-16
4112.429,-4.17e-16,1.72e-16
4116.843,-2.27e-16,1.67e-16
4121.257,-3.68e-17,1.67e-16
4125.67,-8.47e-16,1.47e-16
4130.084,-3.57e-16,1.64e-16
4134.497,-4.37e-16,1.74e-16
4138.91,-4.07e-16,1.80e-16
4143.323,-6.17e-16,1.74e-16
4147.735,-2.77e-16,1.76e-16
4152.148,-1.97e-16,1.63e-16
4156.56,-8.07e-16,1.43e-16
4160.972,-5.47e-16,1.57e-16
4165.384,-7.27e-16,1.59e-16
4169.796,-5.67e-16,1.64e-16
4174.208,9.53e-16,2.06e-16
4178.619,-7.68e-17,1.78e-16
4183.03,-6.37e-16,1.53e-16
4187.441,-2.57e-16,1.64e-16
4191.852,-3.77e-16,1.60e-16
4196.263,-4.27e-16,1.60e-16
4200.673,3.32e-17,1.75e-16
4205.083,1.63e-16,1.78e-16
4209.494,-3.97e-16,1.64e-16
4213.903,-7.68e-17,1.67e-16
4218.313,-2.77e-16,1.62e-16
4222.723,-2.17e-16,1.60e-16
4227.132,3.32e-17,1.70e-16
4231.541,1.53e-16,1.76e-16
4235.95,-1.17e-16,1.70e-16
4240.359,-3.77e-16,1.61e-16
4244.768,-4.57e-16,1.56e-16
4249.177,2.33e-16,1.74e-16
4253.585,2.32e-17,1.67e-16
4257.993,-3.68e-17,1.66e-16
4262.401,5.32e-17,1.66e-16
4266.809,-2.77e-16,1.60e-16
4271.217,-2.37e-16,1.65e-16
4275.624,-1.37e-16,1.66e-16
4280.031,2.53e-16,1.77e-16
4284.438,-6.17e-16,1.59e-16
4288.845,-3.07e-16,1.62e-16
4293.252,-4.68e-17,1.65e-16
4297.659,3.22e-18,1.65e-16
4302.065,-7.68e-17,1.63e-16
4306.472,-5.07e-16,1.60e-16
4310.878,7.32e-17,1.81e-16
4315.284,-6.77e-16,1.73e-16
4319.69,4.33e-16,1.96e-16
4324.095,6.43e-16,2.08e-16
4328.501,7.73e-16,2.12e-16
4332.906,4.53e-16,2.01e-16
4337.311,6.83e-16,2.08e-16
4341.716,8.73e-16,2.11e-16
4346.121,8.33e-16,2.17e-16
4350.525,3.93e-16,2.11e-16
4354.93,5.73e-16,2.04e-16
4359.334,1.33e-16,1.77e-16
4363.738,-7.68e-17,1.66e-16
4368.142,1.23e-16,1.70e-16
4372.546,2.23e-16,1.88e-16
4376.95,6.13e-16,2.03e-16
4381.353,4.83e-16,2.05e-16
4385.757,2.63e-16,2.00e-16
4390.16,-6.68e-17,1.85e-16
4394.563,-4.87e-16,1.72e-16
4398.966,3.32e-17,1.80e-16
4403.369,-4.37e-16,1.78e-16
4407.771,-1.17e-16,1.95e-16
4412.174,-3.27e-16,1.98e-16
4416.576,-2.87e-16,1.99e-16
4420.978,2.53e-16,1.99e-16
4425.38,-4.68e-17,1.91e-16
4429.782,2.43e-16,1.97e-16
4434.183,-2.07e-16,1.93e-16
4438.585,-4.68e-17,2.06e-16
4442.986,-6.87e-16,2.02e-16
4447.387,1.03e-15,2.25e-16
4451.788,1.83e-16,2.12e-16
4456.189,3.33e-16,2.10e-16
4460.59,-5.37e-16,1.98e-16
4464.99,3.19e-15,2.48e-16
4469.391,-1.67e-16,2.06e-16
4473.791,4.43e-16,2.18e-16
4478.191,5.43e-16,2.17e-16
4482.591,7.23e-16,2.19e-16
4486.991,-4.68e-17,2.10e-16
4491.391,-6.68e-17,2.06e-16
4495.79,-3.27e-16,1.99e-16
4500.19,3.73e-16,2.09e-16
4504.589,-2.68e-17,2.05e-16
4508.988,5.32e-17,2.06e-16
4513.387,2.23e-16,2.05e-16
4517.786,-6.68e-17,2.01e-16
4522.184,3.03e-16,2.05e-16
4526.583,1.32e-17,1.99e-16
4530.981,2.03e-16,1.99e-16
4535.379,4.03e-16,1.97e-16
4539.777,1.03e-16,1.92e-16
4544.175,6.23e-16,1.98e-16
4548.573,-2.07e-16,1.82e-16
4552.971,3.33e-16,1.90e-16
4557.368,8.13e-16,1.94e-16
4561.766,5.43e-16,1.88e-16
4566.163,6.73e-16,1.86e-16
4570.56,3.43e-16,1.77e-16
4574.957,5.43e-16,1.79e-16
4579.354,3.33e-16,1.75e-16
4583.751,3.83e-16,1.72e-16
4588.147,3.32e-17,1.67e-16
4592.544,3.32e-17,1.62e-16
4596.94,3.13e-16,1.66e-16
4601.336,3.83e-16,1.63e-16
4605.732,1.03e-16,1.59e-16
4610.128,5.83e-16,1.64e-16
4614.524,2.23e-16,1.57e-16
4618.919,3.73e-16,1.56e-16
4623.315,5.03e-16,1.58e-16
4627.71,4.43e-16,1.56e-16
4632.105,5.43e-16,1.57e-16
4636.5,7.43e-16,1.56e-16
4640.895,2.53e-16,1.48e-16
4645.29,6.43e-16,1.53e-16
4649.685,8.73e-16,1.56e-16
4654.079,4.33e-16,1.48e-16
4658.474,5.43e-16,1.49e-16
4662.868,8.83e-16,1.52e-16
4667.262,7.03e-16,1.47e-16
4671.656,2.13e-16,1.40e-16
4676.05,3.23e-16,1.40e-16
4680.444,5.13e-16,1.44e-16
4684.838,5.53e-16,1.42e-16
4689.231,8.23e-16,1.44e-16
4693.625,2.93e-16,1.35e-16
4698.018,3.13e-16,1.33e-16
4702.411,1.53e-16,1.31e-16
4706.804,4.13e-16,1.34e-16
4711.197,3.23e-16,1.32e-16
4715.59,-2.68e-17,1.23e-16
4719.983,-2.87e-16,1.20e-16
4724.375,3.32e-17,1.25e-16
4728.768,-2.57e-16,1.19e-16
4733.16,-6.68e-17,1.22e-16
4737.552,4.33e-16,1.29e-16
4741.944,1.03e-16,1.22e-16
4746.336,4.32e-17,1.20e-16
4750.728,-6.68e-17,1.17e-16
4755.12,-1.87e-16,1.15e-16
4759.511,5.03e-16,1.24e-16
4763.903,2.63e-16,1.19e-16
4768.294,-5.68e-17,1.14e-16
4772.685,-8.68e-17,1.14e-16
4777.077,-7.68e-17,1.13e-16
4781.468,7.32e-17,1.17e-16
4785.858,3.22e-18,1.13e-16
4790.249,6.32e-17,1.14e-16
4794.64,-1.57e-16,1.08e-16
4799.031,-1.17e-16,1.09e-16
4803.421,1.73e-16,1.14e-16
4807.811,1.53e-16,1.15e-16
4812.202,4.63e-16,1.20e-16
4816.592,1.73e-16,1.15e-16
4820.982,4.32e-17,1.11e-16
4825.372,2.03e-16,1.12e-16
4829.761,-5.68e-17,1.08e-16
4834.151,3.23e-16,1.16e-16
4838.541,1.83e-16,1.15e-16
4842.93,5.32e-17,1.18e-16
4847.319,4.23e-16,1.22e-16
4851.709,5.33e-16,1.27e-16
4856.098,6.03e-16,1.28e-16
4860.487,6.33e-16,1.27e-16
4864.876,6.73e-16,1.26e-16
4869.265,1.02e-15,1.29e-16
4873.653,1.35e-15,1.34e-16
4878.042,1.22e-15,1.30e-16
4882.431,7.03e-16,1.22e-16
4886.819,4.73e-16,1.16e-16
4891.207,3.13e-16,1.13e-16
4895.595,1.23e-16,1.10e-16
4899.984,4.63e-16,1.17e-16
4904.372,4.43e-16,1.19e-16
4908.759,2.43e-16,1.16e-16
4913.147,-3.68e-17,1.11e-16
4917.535,2.63e-16,1.13e-16
4921.923,5.32e-17,1.10e-16
4926.31,-1.67e-16,1.05e-16
4930.698,1.63e-16,1.12e-16
4935.085,2.13e-16,1.14e-16
4939.472,1.93e-16,1.14e-16
4943.859,3.83e-16,1.16e-16
4948.246,6.63e-16,1.20e-16
4952.633,8.63e-16,1.22e-16
4957.02,1.21e-15,1.27e-16
4961.407,2.15e-15,1.39e-16
4965.793,3.29e-15,1.53e-16
4970.18,4.55e-15,1.67e-16
4974.566,5.24e-15,1.75e-16
4978.953,5.22e-15,1.75e-16
4983.339,6.54e-15,1.87e-16
4987.725,3.11e-15,1.52e-16
4992.111,2.08e-15,1.40e-16
4996.497,1.72e-15,1.35e-16
5000.883,1.95e-15,1.36e-16
5005.269,2.84e-15,1.46e-16
5009.655,6.04e-15,1.79e-16
5014.04,1.24e-14,2.32e-16
5018.426,1.83e-14,2.71e-16
5022.811,2.17e-14,2.91e-16
5027.197,1.98e-14,2.79e-16
5031.582,1.61e-14,2.56e-16
5035.967,1.23e-14,2.28e-16
5040.352,5.22e-15,1.70e-16
5044.737,2.16e-15,1.37e-16
5049.122,1.34e-15,1.26e-16
5053.507,5.63e-16,1.15e-16
5057.892,2.32e-17,1.08e-16
5062.277,-1.07e-16,1.06e-16
5066.661,9.32e-17,1.10e-16
5071.046,8.32e-17,1.09e-16
5075.43,3.53e-16,1.14e-16
5079.814,4.93e-16,1.14e-16
5084.199,3.22e-18,1.10e-16
5088.583,2.93e-16,1.14e-16
5092.967,-2.17e-16,1.06e-16
5097.351,-4.97e-16,1.01e-16
5101.735,-5.57e-16,9.95e-17
5106.119,-1.17e-16,1.05e-16
5110.503,-4.87e-16,9.89e-17
5114.886,-2.47e-16,1.03e-16
5119.27,-6.87e-16,9.55e-17
5123.654,7.32e-17,1.08e-16
5128.037,-2.67e-16,1.02e-16
5132.421,-3.57e-16,1.00e-16
5136.804,-2.67e-16,1.02e-16
5141.187,-3.17e-16,1.02e-16
5145.57,-6.57e-16,9.76e-17
5149.954,-1.77e-16,1.05e-16
5154.337,-3.27e-16,1.02e-16
5158.72,2.32e-17,1.06e-16
5163.102,-1.97e-16,1.02e-16
5167.485,-4.17e-16,9.99e-17
5171.868,-6.68e-17,1.05e-16
5176.251,-3.67e-16,1.00e-16
5180.633,-3.07e-16,1.00e-16
5185.016,-2.97e-16,1.02e-16
5189.398,-1.57e-16,1.03e-16
5193.781,-5.67e-16,9.75e-17
5198.163,-3.97e-16,9.81e-17
5202.545,-4.17e-16,9.78e-17
5206.928,-2.97e-16,1.00e-16
5211.31,3.22e-18,1.05e-16
5215.692,3.13e-16,1.08e-16
5220.074,-2.27e-16,1.01e-16
5224.456,-6.78e-18,1.03e-16
5228.838,-1.87e-16,1.01e-16
5233.22,-1.57e-16,1.02e-16
5237.601,-2.47e-16,1.00e-16
5241.983,1.43e-16,1.06e-16
5246.365,-4.97e-16,9.69e-17
5250.746,-5.68e-17,1.02e-16
5255.128,-2.47e-16,1.01e-16
5259.509,-6.68e-17,1.02e-16
5263.891,-3.27e-16,9.86e-17
5268.272,3.53e-16,1.07e-16
5272.653,-1.37e-16,1.01e-16
5277.034,-3.47e-16,9.81e-17
5281.416,7.32e-17,1.04e-16
5285.797,-2.27e-16,9.94e-17
5290.178,-1.17e-16,9.92e-17
5294.559,-1.37e-16,1.02e-16
5298.94,-1.97e-16,9.97e-17
5303.32,-5.68e-17,1.02e-16
5307.701,-9.68e-17,1.02e-16
5312.082,2.83e-16,1.05e-16
5316.463,8.32e-17,1.03e-16
5320.843,3.22e-18,1.02e-16
5325.224,3.22e-18,1.02e-16
5329.604,-8.68e-17,1.02e-16
5333.985,2.43e-16,1.05e-16
5338.365,1.93e-16,1.05e-16
5342.746,3.43e-16,1.08e-16
5347.126,3.22e-18,1.04e-16
5351.506,1.83e-16,1.07e-16
5355.886,3.32e-17,1.06e-16
5360.267,6.32e-17,1.06e-16
5364.647,2.63e-16,1.06e-16
5369.027,3.53e-16,1.08e-16
5373.407,-1.27e-16,1.02e-16
5377.787,3.43e-16,1.08e-16
5382.167,3.32e-17,1.04e-16
5386.547,5.32e-17,1.03e-16
5390.926,5.32e-17,1.04e-16
5395.306,3.22e-18,1.02e-16
5399.686,-1.17e-16,1.01e-16
5404.066,-1.07e-16,1.01e-16
5408.445,1.32e-17,1.03e-16
5412.825,-6.68e-17,1.04e-16
5417.205,1.93e-16,1.07e-16
5421.584,1.23e-16,1.06e-16
5425.964,3.32e-17,1.05e-16
5430.343,-2.37e-16,1.01e-16
5434.722,-2.68e-17,1.03e-16
5439.102,1.93e-16,1.05e-16
5443.481,-7.68e-17,1.03e-16
5447.86,3.03e-16,1.08e-16
5452.24,2.32e-17,1.06e-16
5456.619,-2.68e-17,1.08e-16
5460.998,-1.57e-16,1.12e-16
5465.377,2.63e-16,1.15e-16
5469.756,2.83e-16,1.11e-16
5474.135,-1.37e-16,1.01e-16
5478.514,-6.78e-18,1.02e-16
5482.893,1.33e-16,1.04e-16
5487.272,-1.27e-16,1.00e-16
5491.651,2.32e-17,1.01e-16
5496.03,-6.68e-17,9.92e-17
5500.409,-1.17e-16,9.90e-17
5504.788,-3.68e-17,9.96e-17
5509.166,1.63e-16,1.01e-16
5513.545,1.93e-16,1.02e-16
5517.924,-1.07e-16,9.82e-17
5522.302,3.22e-18,9.88e-17
5526.681,-1.27e-16,9.63e-17
5531.06,8.32e-17,9.85e-17
5535.438,5.32e-17,9.83e-17
5539.817,2.32e-17,9.81e-17
5544.195,2.43e-16,1.00e-16
5548.574,2.28e-15,1.24e-16
5552.952,-6.68e-17,9.61e-17
5557.331,1.43e-16,9.83e-17
5561.709,1.63e-16,9.89e-17
5566.087,1.83e-16,9.95e-17
5570.466,1.32e-17,9.78e-17
5574.844,4.03e-16,1.05e-16
5579.222,-3.68e-17,1.01e-16
5583.601,1.63e-16,1.01e-16
5587.979,1.33e-16,1.00e-16
5592.357,-6.78e-18,9.63e-17
5596.735,1.32e-17,9.70e-17
5601.114,7.32e-17,9.69e-17
5605.492,-1.27e-16,9.37e-17
5609.87,-7.68e-17,9.52e-17
5614.248,-2.47e-16,9.35e-17
5618.626,2.93e-16,9.95e-17
5623.004,3.33e-16,9.95e-17
5627.382,1.13e-16,9.71e-17
5631.76,-3.97e-16,9.02e-17
5636.138,-2.87e-16,9.09e-17
5640.516,-4.37e-16,9.01e-17
5644.894,-3.37e-16,9.08e-17
5649.272,-1.97e-16,9.31e-17
5653.65,-2.57e-16,9.30e-17
5658.028,7.32e-17,9.53e-17
5662.406,-3.47e-16,9.15e-17
5666.784,-4.97e-16,9.00e-17
5671.162,-3.47e-16,9.23e-17
5675.54,-2.57e-16,9.45e-17
5679.918,-3.47e-16,9.45e-17
5684.295,-3.47e-16,9.52e-17
5688.673,3.22e-18,1.03e-16
5693.051,-3.67e-16,9.74e-17
5697.429,-2.27e-16,9.74e-17
5701.807,-6.78e-18,9.73e-17
5706.185,-3.17e-16,9.20e-17
5710.562,-1.97e-16,9.35e-17
5714.94,-2.37e-16,9.34e-17
5719.318,-1.47e-16,9.33e-17
5723.696,-2.77e-16,9.10e-17
5728.073,-1.27e-16,9.24e-17
5732.451,-3.47e-16,8.94e-17
5736.829,2.32e-17,9.46e-17
5741.206,-1.27e-16,9.23e-17
5745.584,1.03e-16,9.53e-17
5749.962,-1.68e-17,9.38e-17
5754.34,1.73e-16,9.68e-17
5758.717,9.32e-17,9.54e-17
5763.095,-3.68e-17,9.46e-17
5767.473,-1.77e-16,9.47e-17
5771.85,-4.68e-17,9.69e-17
5776.228,-6.68e-17,9.54e-17
5780.606,2.05e-15,1.20e-16
5784.983,7.32e-17,9.62e-17
5789.361,4.32e-17,9.62e-17
5793.739,-6.68e-17,9.69e-17
5798.116,1.33e-16,9.77e-17
5802.494,-2.97e-16,9.01e-17
5806.872,1.73e-16,9.69e-17
5811.249,-8.68e-17,9.46e-17
5815.627,-2.07e-16,9.30e-17
5820.005,5.32e-17,9.60e-17
5824.382,4.32e-17,9.67e-17
5828.76,-4.37e-16,9.06e-17
5833.138,-1.57e-16,9.36e-17
5837.515,2.03e-16,9.88e-17
5841.893,-4.68e-17,9.51e-17
5846.271,9.32e-17,9.75e-17
5850.649,-1.47e-16,9.51e-17
5855.026,7.32e-17,9.63e-17
5859.404,3.03e-16,9.96e-17
5863.782,-8.68e-17,9.55e-17
5868.159,2.03e-16,9.84e-17
5872.537,-2.07e-16,9.36e-17
5876.915,-2.27e-16,9.36e-17
5881.293,-1.27e-16,9.43e-17
5885.67,-1.07e-16,9.49e-17
5890.048,-4.37e-16,9.06e-17
5894.426,-3.68e-17,9.53e-17
5898.804,-5.68e-17,9.45e-17
5903.182,-6.78e-18,9.67e-17
5907.559,-3.17e-16,9.34e-17
5911.937,1.32e-17,9.70e-17
5916.315,-3.07e-16,9.23e-17
5920.693,-5.87e-16,8.86e-17
5925.071,-2.47e-16,9.41e-17
5929.449,2.32e-17,9.73e-17
5933.827,7.32e-17,9.90e-17
5938.204,1.32e-17,9.76e-17
5942.582,2.36e-15,1.24e-16
5946.96,2.32e-17,9.71e-17
5951.338,-1.68e-17,9.63e-17
5955.716,-6.78e-18,9.71e-17
5960.094,-3.68e-17,9.56e-17
5964.472,2.23e-16,9.86e-17
5968.85,1.53e-16,9.77e-17
5973.228,-2.27e-16,9.15e-17
5977.606,3.32e-17,9.67e-17
5981.985,-5.68e-17,9.36e-17
5986.363,2.23e-16,9.80e-17
5990.741,-1.27e-16,9.26e-17
5995.119,3.22e-18,9.41e-17
5999.497,2.43e-16,9.78e-17
6003.875,1.33e-16,9.63e-17
6008.254,9.32e-17,9.47e-17
6012.632,-1.37e-16,9.10e-17
6017.01,4.32e-17,9.40e-17
6021.388,-8.68e-17,9.19e-17
6025.767,1.93e-16,9.57e-17
6030.145,-6.78e-18,9.28e-17
6034.523,-1.17e-16,9.13e-17
6038.902,3.22e-18,9.21e-17
6043.28,-2.68e-17,9.28e-17
6047.659,-1.68e-17,9.28e-17
6052.037,-2.17e-16,8.97e-17
6056.416,6.32e-17,9.27e-17
6060.794,-8.68e-17,9.11e-17
6065.173,-1.17e-16,9.11e-17
6069.551,4.03e-16,9.64e-17
6073.93,8.32e-17,9.33e-17
6078.309,3.43e-16,9.63e-17
6082.687,-1.47e-16,9.02e-17
6087.066,3.22e-18,9.16e-17
6091.445,-7.68e-17,9.16e-17
6095.824,-3.68e-17,9.15e-17
6100.202,1.33e-16,9.45e-17
6104.581,1.73e-16,9.52e-17
6108.96,6.32e-17,9.51e-17
6113.339,4.43e-16,1.00e-16
6117.718,5.32e-17,9.57e-17
6122.097,1.03e-16,9.56e-17
6126.476,1.93e-16,9.55e-17
6130.855,1.53e-16,9.32e-17
6135.234,1.13e-16,9.23e-17
6139.613,6.32e-17,9.15e-17
6143.993,1.43e-16,9.30e-17
6148.372,-1.17e-16,8.92e-17
6152.751,1.53e-16,9.36e-17
6157.13,1.13e-16,9.35e-17
6161.51,-2.68e-17,9.12e-17
6165.889,-2.68e-17,9.05e-17
6170.268,1.73e-16,9.12e-17
6174.648,-4.68e-17,8.89e-17
6179.027,-4.68e-17,8.89e-17
6183.407,2.73e-16,9.26e-17
6187.787,3.32e-17,8.97e-17
6192.166,-2.68e-17,8.82e-17
6196.546,-3.07e-16,8.45e-17
6200.926,-1.97e-16,8.53e-17
6205.305,-2.87e-16,8.46e-17
6209.685,-1.67e-16,8.69e-17
6214.065,1.32e-17,8.85e-17
6218.445,-1.47e-16,8.71e-17
6222.825,1.23e-16,9.02e-17
6227.205,-2.97e-16,8.43e-17
6231.585,1.83e-16,9.13e-17
6235.965,2.53e-16,9.22e-17
6240.345,1.23e-16,9.08e-17
6244.725,-5.68e-17,8.79e-17
6249.106,8.32e-17,9.03e-17
6253.486,-2.57e-16,8.59e-17
6257.866,-2.87e-16,8.52e-17
6262.247,-9.68e-17,8.76e-17
6266.627,2.32e-17,8.93e-17
6271.008,1.83e-16,9.02e-17
6275.388,-4.68e-17,8.65e-17
6279.769,-1.77e-16,8.58e-17
6284.149,-8.68e-17,8.67e-17
6288.53,-5.68e-17,8.75e-17
6292.911,-1.57e-16,8.67e-17
6297.292,2.03e-16,9.13e-17
6301.673,5.32e-17,8.97e-17
6306.054,1.63e-16,9.03e-17
6310.435,1.53e-16,9.02e-17
6314.816,3.43e-16,9.31e-17
6319.197,6.63e-16,9.60e-17
6323.578,6.93e-16,9.59e-17
6327.959,5.23e-16,9.42e-17
6332.341,3.93e-16,9.19e-17
6336.722,6.32e-17,8.81e-17
6341.103,1.23e-16,8.73e-17
6345.485,8.32e-17,8.74e-17
6349.866,3.13e-16,9.05e-17
6354.248,2.53e-16,8.99e-17
6358.63,2.33e-16,8.85e-17
6363.011,-2.68e-17,8.48e-17
6367.393,-2.68e-17,8.49e-17
6371.775,5.32e-17,8.57e-17
6376.157,3.23e-16,8.88e-17
6380.539,6.32e-17,8.66e-17
6384.921,1.53e-16,8.74e-17
6389.303,1.73e-16,8.67e-17
6393.685,1.03e-16,8.61e-17
6398.067,1.43e-16,8.62e-17
6402.45,3.32e-17,8.39e-17
6406.832,-2.68e-17,8.41e-17
6411.215,8.32e-17,8.49e-17
6415.597,3.23e-16,8.89e-17
6419.98,1.23e-16,8.52e-17
6424.362,1.13e-16,8.54e-17
6428.745,-9.68e-17,8.16e-17
6433.128,-1.17e-16,8.25e-17
6437.511,1.23e-16,8.58e-17
6441.894,2.73e-16,8.75e-17
6446.277,1.23e-16,8.53e-17
6450.66,-8.68e-17,8.23e-17
6455.043,-1.47e-16,8.08e-17
6459.426,2.93e-16,8.80e-17
6463.81,1.43e-16,8.66e-17
6468.193,5.32e-17,8.43e-17
6472.576,3.73e-16,8.92e-17
6476.96,9.32e-17,8.47e-17
6481.344,4.32e-17,8.34e-17
6485.727,2.33e-16,8.77e-17
6490.111,1.06e-15,9.90e-17
6494.495,3.83e-16,8.93e-17
6498.879,2.33e-16,8.64e-17
6503.263,4.03e-16,8.91e-17
6507.647,1.33e-16,8.58e-17
6512.031,1.03e-16,8.47e-17
6516.415,2.32e-17,8.31e-17
6520.8,6.32e-17,8.38e-17
6525.184,4.13e-16,8.93e-17
6529.569,2.03e-16,8.52e-17
6533.953,3.73e-16,8.70e-17
6538.338,4.03e-16,8.78e-17
6542.722,3.23e-16,8.71e-17
6547.107,3.73e-16,8.74e-17
6551.492,1.05e-15,9.77e-17
6555.877,1.67e-15,1.07e-16
6560.262,2.34e-15,1.17e-16
