wave,inten,std
1830.282,0.049,0.025
1834.857,0.069,0.027
1839.430,-0.002,0.021
1844.004,0.067,0.029
1848.577,0.025,0.024
1853.149,-0.005,0.023
1857.721,0.039,0.026
1862.293,0.002,0.023
1866.864,-0.026,0.022
1871.434,-0.056,0.018
1876.005,-0.076,0.019
1880.574,-0.082,0.016
1885.144,-0.024,0.023
1889.713,-0.067,0.018
1894.281,-0.020,0.022
1898.849,-0.069,0.019
1903.417,0.108,0.030
1907.984,0.036,0.027
1912.551,-0.090,0.016
1917.117,-0.042,0.019
1921.683,-0.198,nan
1926.249,0.128,0.032
1930.814,0.012,0.024
1935.378,0.027,0.027
1939.942,0.025,0.025
1944.506,0.034,0.026
1949.069,0.021,0.025
1953.632,-0.006,0.023
1958.195,-0.114,0.014
1962.757,0.008,0.022
1967.318,0.021,0.022
1971.880,0.035,0.027
1976.440,0.069,0.029
1981.001,-0.110,0.014
1985.561,-0.069,0.020
1990.120,-0.046,0.020
1994.679,0.169,0.034
1999.238,-0.030,0.024
2003.796,0.076,0.030
2008.354,0.005,0.026
2012.911,-0.079,0.019
2017.468,0.012,0.026
2022.025,-0.003,0.023
2026.581,-0.023,0.022
2031.137,0.239,0.038
2035.692,0.014,0.025
2040.247,0.084,0.028
2044.801,-0.009,0.024
2049.355,-0.015,0.023
2053.909,0.045,0.025
2058.462,0.027,0.026
2063.015,0.403,0.044
2067.567,-0.031,0.023
2072.119,-0.009,0.023
2076.671,-0.004,0.024
2081.222,-0.045,0.021
2085.773,0.051,0.027
2090.323,-0.058,0.021
2094.873,0.058,0.028
2099.422,-0.206,nan
2103.971,0.042,0.028
2108.520,-0.023,0.020
2113.068,-0.087,0.019
2117.616,0.066,0.028
2122.163,-0.026,0.020
2126.710,0.056,0.027
2131.257,-0.065,0.023
2135.803,0.042,0.027
2140.349,-0.079,0.018
2144.894,0.005,0.025
2149.439,0.290,0.040
2153.984,0.051,0.026
2158.528,0.111,0.033
2163.072,0.041,0.028
2167.615,0.085,0.027
2172.158,-0.027,0.022
2176.701,0.036,0.026
2181.243,0.019,0.025
2185.785,0.137,0.033
2190.326,-0.081,0.017
2194.867,0.051,0.026
2199.407,0.047,0.026
2203.948,-0.068,0.019
2208.487,0.007,0.025
2213.027,0.032,0.024
2217.566,-0.079,0.021
2222.104,0.016,0.024
2226.642,0.060,0.028
2231.180,-0.027,0.022
2235.717,0.071,0.029
2240.254,-0.072,0.017
2244.791,0.054,0.026
2249.327,0.017,0.026
2253.863,0.035,0.027
2258.398,-0.001,0.024
2262.933,-0.050,0.021
2267.468,0.029,0.026
2272.002,-0.011,0.023
2276.536,0.001,0.024
2281.069,0.133,0.032
2285.602,-0.046,0.022
2290.135,0.069,0.026
2294.667,-0.009,0.025
2299.199,-0.011,0.021
2303.730,0.048,0.028
2308.261,-0.035,0.022
2312.792,-0.132,0.013
2317.322,-0.015,0.023
2321.852,0.074,0.030
2326.382,-0.009,0.021
2330.911,0.024,0.025
2335.440,0.058,0.029
2339.968,0.007,0.025
2344.496,-0.025,0.022
2349.023,0.057,0.028
2353.551,-0.041,0.023
2358.077,0.034,0.025
2362.604,0.026,0.024
2367.130,-0.127,0.011
2371.656,0.062,0.028
2376.181,0.072,0.029
2380.706,-0.050,0.021
2385.230,-0.016,0.024
2389.754,-0.019,0.026
2394.278,-0.007,0.023
2398.802,0.056,0.028
2403.325,0.021,0.025
2407.847,-0.063,0.021
2412.369,-0.005,0.024
2416.891,0.068,0.028
2421.413,-0.009,0.024
2425.934,0.033,0.026
2430.455,-0.073,0.022
2434.975,0.057,0.027
2439.495,0.030,0.027
2444.015,0.116,0.030
2448.534,0.079,0.030
2453.053,-0.012,0.023
2457.571,-0.085,0.017
2462.089,-0.017,0.022
2466.607,-0.128,0.015
2471.124,0.007,0.025
2475.641,-0.016,0.022
2480.158,0.108,0.030
2484.674,-0.042,0.023
2489.190,-0.014,0.023
2493.706,0.009,0.024
2498.221,0.073,0.027
2502.736,-0.035,0.021
2507.250,0.125,0.031
2511.764,0.093,0.030
2516.278,0.102,0.030
2520.791,0.051,0.027
2525.304,0.008,0.023
2529.817,-0.007,0.021
2534.329,0.006,0.021
2538.841,0.037,0.029
2543.352,-0.061,0.022
2547.864,0.059,0.027
2552.374,-0.046,0.025
2556.885,0.047,0.026
2561.395,-0.035,0.021
2565.904,-0.064,0.017
2570.414,0.022,0.026
2574.923,0.040,0.027
2579.431,-0.031,0.020
2583.940,-0.024,0.021
2588.447,0.018,0.025
2592.955,-0.043,0.022
2597.462,-0.035,0.023
2601.969,-0.060,0.018
2606.475,0.153,0.034
2610.982,0.011,0.026
