wave,flux,std
4002.017,1.75e-15,2.30e-16
4006.435,2.97e-15,2.79e-16
4010.854,1.83e-15,2.41e-16
4015.273,1.79e-15,2.35e-16
4019.691,4.03e-15,3.03e-16
4024.109,1.59e-15,2.18e-16
4028.527,2.67e-15,2.53e-16
4032.944,2.00e-15,2.44e-16
4037.362,2.90e-15,2.75e-16
4041.779,3.04e-15,2.81e-16
4046.196,3.17e-15,2.60e-16
4050.613,1.99e-15,2.23e-16
4055.03,1.89e-15,2.09e-16
4059.446,2.36e-15,2.17e-16
4063.863,1.84e-15,2.12e-16
4068.279,3.42e-15,2.65e-16
4072.695,3.27e-15,2.67e-16
4077.11,4.03e-15,2.97e-16
4081.526,4.20e-15,3.09e-16
4085.941,3.42e-15,2.79e-16
4090.356,3.66e-15,2.81e-16
4094.771,3.27e-15,2.61e-16
4099.186,3.83e-15,2.66e-16
4103.6,3.35e-15,2.46e-16
4108.015,2.82e-15,2.17e-16
4112.429,2.32e-15,1.93e-16
4116.843,3.38e-15,2.13e-16
4121.257,2.30e-15,1.76e-16
4125.67,2.17e-15,1.78e-16
4130.084,2.35e-15,1.86e-16
4134.497,2.45e-15,1.98e-16
4138.91,2.84e-15,2.16e-16
4143.323,2.88e-15,2.16e-16
4147.735,2.66e-15,2.02e-16
4152.148,2.65e-15,1.88e-16
4156.56,1.91e-15,1.67e-16
4160.972,2.17e-15,1.78e-16
4165.384,2.10e-15,1.84e-16
4169.796,2.18e-15,1.87e-16
4174.208,2.79e-15,2.02e-16
4178.619,2.43e-15,1.91e-16
4183.03,2.07e-15,1.73e-16
4187.441,2.68e-15,1.89e-16
4191.852,1.89e-15,1.65e-16
4196.263,2.27e-15,1.80e-16
4200.673,2.57e-15,1.87e-16
4205.083,2.86e-15,1.96e-16
4209.494,2.37e-15,1.84e-16
4213.903,2.33e-15,1.78e-16
4218.313,2.66e-15,1.84e-16
4222.723,2.99e-15,1.89e-16
4227.132,2.55e-15,1.81e-16
4231.541,2.91e-15,1.92e-16
4235.95,3.15e-15,2.00e-16
4240.359,2.54e-15,1.85e-16
4244.768,2.34e-15,1.77e-16
4249.177,2.26e-15,1.74e-16
4253.585,2.51e-15,1.79e-16
4257.993,2.61e-15,1.81e-16
4262.401,3.02e-15,1.88e-16
4266.809,2.86e-15,1.86e-16
4271.217,3.16e-15,1.94e-16
4275.624,3.04e-15,1.93e-16
4280.031,2.78e-15,1.87e-16
4284.438,2.84e-15,1.93e-16
4288.845,2.90e-15,1.88e-16
4293.252,2.82e-15,1.83e-16
4297.659,2.39e-15,1.74e-16
4302.065,2.64e-15,1.78e-16
4306.472,2.31e-15,1.78e-16
4310.878,2.38e-15,1.86e-16
4315.284,3.12e-15,2.10e-16
4319.69,3.24e-15,2.14e-16
