wave,inten,std
3421.216,-0.042,0.024
3425.666,-0.001,0.025
3430.115,-0.012,0.024
3434.564,0.045,0.025
3439.013,0.028,0.025
3443.461,-0.019,0.024
3447.909,0.075,0.028
3452.357,0.006,0.022
3456.805,0.112,0.032
3461.252,-0.012,0.023
3465.699,-0.050,0.023
3470.146,-0.054,0.020
3474.593,-0.028,0.023
3479.039,0.020,0.025
3483.485,0.015,0.025
3487.931,-0.004,0.021
3492.376,-0.072,0.018
3496.822,0.092,0.028
3501.267,-0.058,0.020
3505.712,0.077,0.027
3510.156,-0.059,0.021
3514.600,0.032,0.027
3519.044,0.042,0.028
3523.488,0.063,0.029
3527.932,-0.023,0.027
3532.375,0.026,0.026
3536.818,0.149,0.032
3541.261,-0.027,0.023
3545.703,0.107,0.029
3550.145,0.041,0.028
3554.587,0.068,0.030
3559.029,-0.033,0.022
3563.471,-0.097,0.017
3567.912,-0.025,0.022
3572.353,0.144,0.034
3576.794,-0.069,0.022
3581.234,0.032,0.027
3585.674,-0.082,0.018
3590.114,-0.050,0.020
3594.554,0.020,0.023
3598.993,-0.001,0.023
3603.433,-0.059,0.021
3607.872,0.045,0.027
3612.310,0.158,0.034
3616.749,0.030,0.028
3621.187,-0.044,0.018
3625.625,0.065,0.029
3630.063,-0.045,0.022
3634.501,0.037,0.027
3638.938,0.173,0.033
3643.375,0.026,0.028
3647.812,0.053,0.027
3652.248,0.123,0.031
3656.685,0.027,0.026
3661.121,-0.070,0.019
3665.557,-0.032,0.023
3669.992,-0.011,0.026
3674.428,0.035,0.027
3678.863,-0.004,0.026
3683.298,0.055,0.028
3687.732,0.017,0.025
3692.167,-0.037,0.022
3696.601,-0.057,0.020
3701.035,-0.001,0.025
3705.468,0.010,0.025
3709.902,0.036,0.028
3714.335,0.031,0.029
3718.768,0.048,0.029
3723.201,0.045,0.029
3727.633,0.056,0.030
3732.066,0.068,0.027
3736.498,0.034,0.027
3740.930,-0.011,0.025
3745.361,0.022,0.028
3749.793,0.101,0.030
3754.224,-0.041,0.020
3758.655,-0.002,0.025
3763.085,-0.152,0.007
3767.516,0.018,0.026
3771.946,0.022,0.024
3776.376,0.182,0.035
3780.806,-0.050,0.022
3785.236,0.013,0.024
3789.665,0.057,0.030
3794.094,0.099,0.030
3798.523,0.075,0.031
3802.951,0.121,0.031
3807.380,0.088,0.032
3811.808,0.047,0.026
3816.236,0.044,0.027
3820.664,0.048,0.028
3825.091,0.072,0.030
3829.519,0.033,0.027
3833.946,0.128,0.032
3838.373,0.098,0.031
3842.799,0.047,0.028
3847.226,0.038,0.028
3851.652,0.201,0.035
3856.078,0.317,0.041
3860.504,0.262,0.039
3864.929,0.271,0.039
3869.355,0.298,0.041
3873.780,0.297,0.041
3878.205,0.246,0.039
3882.629,0.353,0.044
3887.054,0.178,0.036
3891.478,0.015,0.028
3895.902,0.142,0.033
3900.326,0.156,0.036
3904.750,0.147,0.033
3909.173,0.248,0.038
3913.596,0.105,0.034
3918.019,0.371,0.044
3922.442,0.285,0.041
3926.865,0.181,0.036
3931.287,0.345,0.043
3935.709,0.212,0.036
3940.131,0.320,0.041
3944.553,0.149,0.034
3948.974,0.340,0.043
3953.396,0.337,0.041
3957.817,0.395,0.045
3962.238,0.553,0.050
3966.658,0.455,0.048
3971.079,0.462,0.047
3975.499,0.463,0.048
3979.919,0.490,0.048
3984.339,0.502,0.049
3988.759,0.190,0.037
3993.178,0.258,0.040
3997.598,0.546,0.050
4002.017,0.313,0.041
4006.435,0.533,0.050
4010.854,0.334,0.044
4015.273,0.335,0.044
4019.691,0.785,0.059
4024.109,0.321,0.044
4028.527,0.548,0.052
4032.944,0.410,0.050
4037.362,0.581,0.055
4041.779,0.606,0.056
4046.196,0.647,0.053
4050.613,0.428,0.048
4055.030,0.434,0.048
4059.446,0.554,0.051
4063.863,0.427,0.049
4068.279,0.748,0.058
4072.695,0.673,0.055
4077.110,0.801,0.059
4081.526,0.828,0.061
4085.941,0.685,0.056
4090.356,0.755,0.058
4094.771,0.703,0.056
4099.186,0.866,0.060
4103.600,0.804,0.059
4108.015,0.726,0.056
4112.429,0.647,0.054
4116.843,1.031,0.065
4121.257,0.745,0.057
4125.670,0.708,0.058
4130.084,0.734,0.058
4134.497,0.706,0.057
4138.910,0.788,0.060
4143.323,0.811,0.061
4147.735,0.801,0.061
4152.148,0.861,0.061
4156.560,0.643,0.056
4160.972,0.721,0.059
4165.384,0.662,0.058
4169.796,0.664,0.057
4174.208,0.856,0.062
4178.619,0.775,0.061
4183.030,0.706,0.059
4187.441,0.947,0.067
4191.852,0.674,0.059
4196.263,0.795,0.063
4200.673,0.880,0.064
4205.083,0.976,0.067
4209.494,0.824,0.064
4213.903,0.839,0.064
4218.313,0.986,0.068
4222.723,1.123,0.071
4227.132,0.960,0.068
4231.541,1.089,0.072
4235.950,1.184,0.075
4240.359,0.960,0.070
4244.768,0.896,0.068
4249.177,0.881,0.068
4253.585,0.995,0.071
4257.993,1.053,0.073
4262.401,1.237,0.077
4266.809,1.183,0.077
4271.217,1.306,0.080
4275.624,1.244,0.079
4280.031,1.127,0.076
4284.438,1.164,0.079
4288.845,1.221,0.079
4293.252,1.235,0.080
4297.659,1.071,0.078
4302.065,1.186,0.080
4306.472,1.011,0.078
4310.878,0.997,0.078
4315.284,1.267,0.085
4319.690,1.289,0.085
4324.095,1.181,0.084
4328.501,1.305,0.088
4332.906,1.717,0.095
4337.311,1.444,0.092
4341.716,1.630,0.098
4346.121,1.996,0.109
4350.525,2.001,0.114
4354.930,2.284,0.119
4359.334,1.897,0.108
4363.738,1.648,0.103
4368.142,1.816,0.103
4372.546,1.723,0.104
4376.950,2.116,0.110
4381.353,1.736,0.105
4385.757,1.482,0.102
4390.160,1.751,0.108
4394.563,1.050,0.098
4398.966,1.508,0.105
4403.369,1.591,0.107
4407.771,1.635,0.109
4412.174,1.580,0.110
4416.576,1.287,0.106
4420.978,1.760,0.114
4425.380,1.525,0.112
4429.782,1.310,0.110
4434.183,1.815,0.118
4438.585,1.817,0.120
4442.986,1.315,0.114
4447.387,1.717,0.119
4451.788,1.750,0.121
4456.189,1.920,0.124
4460.590,1.741,0.123
4464.990,1.861,0.125
4469.391,1.768,0.124
4473.791,1.768,0.126
4478.191,1.930,0.127
4482.591,1.699,0.125
4486.991,1.916,0.129
4491.391,2.068,0.130
4495.790,2.272,0.132
4500.190,1.816,0.127
4504.589,1.812,0.128
4508.988,1.619,0.126
4513.387,2.069,0.130
4517.786,1.842,0.127
4522.184,2.362,0.134
4526.583,2.218,0.131
4530.981,2.101,0.129
4535.379,2.317,0.130
4539.777,2.034,0.126
4544.175,2.414,0.131
4548.573,2.106,0.125
4552.971,1.852,0.122
4557.368,1.989,0.123
4561.766,2.332,0.127
4566.163,1.958,0.120
4570.560,2.283,0.123
4574.957,2.413,0.125
4579.354,2.319,0.123
4583.751,2.436,0.124
4588.147,2.648,0.127
4592.544,2.031,0.116
4596.940,2.214,0.119
4601.336,2.253,0.118
4605.732,2.175,0.117
4610.128,2.402,0.119
4614.524,2.437,0.120
4618.919,2.837,0.124
4623.315,2.311,0.116
4627.710,2.955,0.125
4632.105,2.666,0.122
4636.500,2.811,0.122
4640.895,2.819,0.122
