wave,inten,std
1830.282,0.049,0.025
1834.857,-0.071,0.016
1839.430,0.148,0.031
1844.004,-0.011,0.024
1848.577,0.011,0.023
1853.149,0.043,0.027
1857.721,-0.006,0.023
1862.293,0.013,0.023
1866.864,0.001,0.024
1871.434,0.029,0.025
1876.005,0.103,0.031
1880.574,0.021,0.025
1885.144,-0.058,0.021
1889.713,-0.013,0.022
1894.281,-0.085,0.017
1898.849,-0.045,0.022
1903.417,-0.073,0.017
1907.984,-0.076,0.018
1912.551,-0.067,0.018
1917.117,0.040,0.025
1921.683,0.078,0.030
1926.249,0.056,0.027
1930.814,0.057,0.027
1935.378,-0.012,0.024
1939.942,-0.025,0.022
1944.506,-0.037,0.021
1949.069,0.021,0.025
1953.632,-0.052,0.019
1958.195,0.012,0.025
1962.757,0.121,0.029
1967.318,0.103,0.028
1971.880,0.001,0.024
1976.440,0.017,0.026
1981.001,-0.071,0.018
1985.561,-0.273,nan
1990.120,0.039,0.026
1994.679,0.014,0.025
1999.238,-0.083,0.020
2003.796,0.078,0.030
2008.354,-0.030,0.023
2012.911,0.099,0.031
2017.468,0.008,0.026
2022.025,-0.146,0.005
2026.581,0.085,0.029
2031.137,-0.010,0.025
2035.692,-0.046,0.021
2040.247,0.093,0.029
2044.801,0.006,0.025
2049.355,-0.027,0.023
2053.909,0.104,0.029
2058.462,0.004,0.024
2063.015,-0.023,0.023
2067.567,-0.017,0.024
2072.119,0.032,0.026
2076.671,0.094,0.030
2081.222,-0.037,0.022
2085.773,0.002,0.023
2090.323,0.042,0.028
2094.873,-0.046,0.021
2099.422,0.088,0.031
2103.971,0.012,0.026
2108.520,0.067,0.027
2113.068,-0.028,0.024
2117.616,0.073,0.028
2122.163,0.167,0.033
2126.710,0.044,0.026
2131.257,-0.041,0.025
2135.803,0.064,0.028
2140.349,-0.017,0.023
2144.894,0.063,0.028
2149.439,0.041,0.027
2153.984,0.064,0.027
2158.528,0.053,0.030
2163.072,0.201,0.036
2167.615,0.018,0.023
2172.158,0.020,0.026
2176.701,0.036,0.026
2181.243,0.019,0.025
2185.785,-0.013,0.024
2190.326,-0.010,0.023
2194.867,-0.040,0.019
2199.407,0.047,0.026
2203.948,-0.002,0.024
2208.487,-0.012,0.024
2213.027,0.038,0.025
2217.566,-0.091,0.020
2222.104,-0.041,0.020
2226.642,0.132,0.032
2231.180,0.005,0.025
2235.717,0.064,0.029
2240.254,0.079,0.028
2244.791,0.072,0.027
2249.327,0.027,0.026
2253.863,-0.073,0.019
2258.398,0.123,0.032
2262.933,0.053,0.028
2267.468,-0.003,0.023
2272.002,-0.021,0.022
2276.536,-0.011,0.023
2281.069,0.009,0.025
2285.602,-0.016,0.023
2290.135,0.025,0.023
2294.667,-0.100,0.018
