wave,flux,std
4002.017,-8.60e-16,2.86e-16
4006.435,-2.08e-15,2.45e-16
4010.854,-1.83e-15,2.58e-16
4015.273,-1.27e-15,2.72e-16
4019.691,-1.43e-15,2.62e-16
4024.109,-1.75e-15,2.48e-16
4028.527,-1.40e-15,2.58e-16
4032.944,-8.60e-16,2.84e-16
4037.362,-1.45e-15,2.70e-16
4041.779,-1.28e-15,2.76e-16
4046.196,-6.60e-16,2.69e-16
4050.613,-1.44e-15,2.46e-16
4055.03,-1.00e-15,2.49e-16
4059.446,-1.14e-15,2.38e-16
4063.863,-2.20e-16,2.72e-16
4068.279,-9.30e-16,2.56e-16
4072.695,-1.35e-15,2.53e-16
4077.11,9.65e-18,3.02e-16
4081.526,-3.20e-16,2.94e-16
4085.941,-3.50e-16,2.89e-16
4090.356,-1.41e-15,2.52e-16
4094.771,-2.50e-16,2.79e-16
4099.186,-2.50e-16,2.70e-16
4103.6,-1.16e-15,2.38e-16
4108.015,-1.00e-15,2.29e-16
4112.429,-6.10e-16,2.29e-16
4116.843,-4.70e-16,2.19e-16
4121.257,-1.45e-15,1.88e-16
4125.67,-1.71e-15,1.84e-16
4130.084,-1.86e-15,1.83e-16
4134.497,-1.25e-15,2.12e-16
4138.91,-1.43e-15,2.16e-16
4143.323,-1.11e-15,2.20e-16
4147.735,-1.22e-15,2.09e-16
4152.148,-1.50e-15,1.88e-16
4156.56,-1.60e-15,1.85e-16
4160.972,-1.63e-15,1.87e-16
4165.384,-1.66e-15,1.93e-16
4169.796,-1.32e-15,2.03e-16
4174.208,-1.14e-15,2.06e-16
4178.619,-1.49e-15,1.97e-16
4183.03,-1.68e-15,1.85e-16
4187.441,-1.37e-15,1.89e-16
4191.852,-1.28e-15,1.90e-16
4196.263,-1.19e-15,1.97e-16
4200.673,-1.03e-15,2.01e-16
4205.083,-9.40e-16,2.05e-16
4209.494,-9.90e-16,2.04e-16
4213.903,-8.20e-16,2.00e-16
4218.313,-1.09e-15,1.94e-16
4222.723,-1.01e-15,1.94e-16
4227.132,-1.10e-15,1.94e-16
4231.541,1.70e-16,2.24e-16
4235.95,-7.10e-16,2.05e-16
4240.359,-7.70e-16,2.04e-16
4244.768,-1.00e-16,2.14e-16
4249.177,-1.48e-15,1.85e-16
4253.585,-8.50e-16,1.97e-16
4257.993,-1.26e-15,1.86e-16
4262.401,-8.70e-16,1.93e-16
4266.809,-8.10e-16,1.96e-16
4271.217,-7.20e-16,2.01e-16
4275.624,-4.80e-16,2.05e-16
4280.031,-1.22e-15,1.92e-16
4284.438,-8.10e-16,2.03e-16
4288.845,-6.00e-16,2.02e-16
4293.252,-6.40e-16,1.97e-16
4297.659,-8.30e-16,1.92e-16
4302.065,-1.37e-15,1.80e-16
4306.472,-1.25e-15,1.90e-16
4310.878,-5.60e-16,2.10e-16
4315.284,-4.40e-16,2.19e-16
4319.69,-5.00e-16,2.21e-16
4324.095,-9.10e-16,2.18e-16
4328.501,1.10e-16,2.39e-16
4332.906,1.36e-15,2.55e-16
4337.311,1.23e-15,2.53e-16
4341.716,1.62e-15,2.58e-16
4346.121,1.67e-15,2.61e-16
4350.525,2.23e-15,2.69e-16
4354.93,9.90e-16,2.41e-16
4359.334,5.90e-16,2.15e-16
4363.738,4.97e-17,2.02e-16
4368.142,4.10e-16,2.09e-16
4372.546,1.50e-16,2.20e-16
4376.95,7.10e-16,2.39e-16
4381.353,4.50e-16,2.40e-16
4385.757,-4.40e-16,2.23e-16
4390.16,-5.30e-16,2.11e-16
4394.563,-9.50e-16,2.00e-16
4398.966,-7.50e-16,2.02e-16
4403.369,7.97e-17,2.19e-16
4407.771,-3.48e-19,2.31e-16
4412.174,-1.60e-16,2.35e-16
4416.576,-7.50e-16,2.25e-16
4420.978,-1.20e-16,2.25e-16
4425.38,-2.03e-17,2.22e-16
4429.782,-9.10e-16,2.10e-16
4434.183,-4.50e-16,2.20e-16
4438.585,-8.60e-16,2.24e-16
4442.986,-2.50e-16,2.38e-16
4447.387,-2.00e-16,2.36e-16
4451.788,9.97e-17,2.41e-16
4456.189,-1.06e-15,2.21e-16
