wave,flux,std
4002.017,9.19e-16,1.96e-16
4006.435,1.91e-15,2.40e-16
4010.854,2.09e-15,2.52e-16
4015.273,2.30e-15,2.51e-16
4019.691,6.83e-16,1.85e-16
4024.109,1.62e-15,2.18e-16
4028.527,1.54e-15,2.19e-16
4032.944,2.07e-15,2.44e-16
4037.362,2.09e-15,2.50e-16
4041.779,1.25e-15,2.21e-16
4046.196,2.34e-15,2.30e-16
4050.613,2.31e-15,2.32e-16
4055.03,2.21e-15,2.18e-16
4059.446,1.73e-15,1.96e-16
4063.863,2.00e-15,2.20e-16
4068.279,2.79e-15,2.43e-16
4072.695,2.15e-15,2.33e-16
4077.11,2.29e-15,2.42e-16
4081.526,2.49e-15,2.54e-16
4085.941,2.18e-15,2.39e-16
4090.356,2.67e-15,2.52e-16
4094.771,2.07e-15,2.23e-16
4099.186,7.56e-15,3.54e-16
4103.6,1.99e-15,2.04e-16
4108.015,1.88e-15,1.90e-16
4112.429,1.61e-15,1.72e-16
4116.843,1.80e-15,1.67e-16
4121.257,1.99e-15,1.67e-16
4125.67,1.18e-15,1.47e-16
4130.084,1.67e-15,1.64e-16
4134.497,1.59e-15,1.74e-16
4138.91,1.62e-15,1.80e-16
4143.323,1.41e-15,1.74e-16
4147.735,1.75e-15,1.76e-16
4152.148,1.83e-15,1.63e-16
4156.56,1.22e-15,1.43e-16
4160.972,1.48e-15,1.57e-16
4165.384,1.30e-15,1.59e-16
4169.796,1.46e-15,1.64e-16
4174.208,2.98e-15,2.06e-16
4178.619,1.95e-15,1.78e-16
4183.03,1.39e-15,1.53e-16
4187.441,1.77e-15,1.64e-16
4191.852,1.65e-15,1.60e-16
4196.263,1.60e-15,1.60e-16
4200.673,2.06e-15,1.75e-16
4205.083,2.19e-15,1.78e-16
4209.494,1.63e-15,1.64e-16
4213.903,1.95e-15,1.67e-16
4218.313,1.75e-15,1.62e-16
4222.723,1.81e-15,1.60e-16
4227.132,2.06e-15,1.70e-16
4231.541,2.18e-15,1.76e-16
4235.95,1.91e-15,1.70e-16
4240.359,1.65e-15,1.61e-16
4244.768,1.57e-15,1.56e-16
4249.177,2.26e-15,1.74e-16
4253.585,2.05e-15,1.67e-16
4257.993,1.99e-15,1.66e-16
4262.401,2.08e-15,1.66e-16
4266.809,1.75e-15,1.60e-16
4271.217,1.79e-15,1.65e-16
4275.624,1.89e-15,1.66e-16
4280.031,2.28e-15,1.77e-16
4284.438,1.41e-15,1.59e-16
4288.845,1.72e-15,1.62e-16
4293.252,1.98e-15,1.65e-16
4297.659,2.03e-15,1.65e-16
4302.065,1.95e-15,1.63e-16
4306.472,1.52e-15,1.60e-16
4310.878,2.10e-15,1.81e-16
4315.284,1.35e-15,1.73e-16
4319.69,2.46e-15,1.96e-16
4324.095,2.67e-15,2.08e-16
4328.501,2.80e-15,2.12e-16
4332.906,2.48e-15,2.01e-16
4337.311,2.71e-15,2.08e-16
4341.716,2.90e-15,2.11e-16
4346.121,2.86e-15,2.17e-16
4350.525,2.42e-15,2.11e-16
4354.93,2.60e-15,2.04e-16
4359.334,2.16e-15,1.77e-16
4363.738,1.95e-15,1.66e-16
4368.142,2.15e-15,1.70e-16
4372.546,2.25e-15,1.88e-16
4376.95,2.64e-15,2.03e-16
4381.353,2.51e-15,2.05e-16
4385.757,2.29e-15,2.00e-16
4390.16,1.96e-15,1.85e-16
4394.563,1.54e-15,1.72e-16
4398.966,2.06e-15,1.80e-16
4403.369,1.59e-15,1.78e-16
4407.771,1.91e-15,1.95e-16
4412.174,1.70e-15,1.98e-16
4416.576,1.74e-15,1.99e-16
4420.978,2.28e-15,1.99e-16
4425.38,1.98e-15,1.91e-16
4429.782,2.27e-15,1.97e-16
4434.183,1.82e-15,1.93e-16
4438.585,1.98e-15,2.06e-16
4442.986,1.34e-15,2.02e-16
4447.387,3.06e-15,2.25e-16
4451.788,2.21e-15,2.12e-16
4456.189,2.36e-15,2.10e-16
4460.59,1.49e-15,1.98e-16
4464.99,5.22e-15,2.48e-16
4469.391,1.86e-15,2.06e-16
4473.791,2.47e-15,2.18e-16
4478.191,2.57e-15,2.17e-16
4482.591,2.75e-15,2.19e-16
4486.991,1.98e-15,2.10e-16
4491.391,1.96e-15,2.06e-16
4495.79,1.70e-15,1.99e-16
4500.19,2.40e-15,2.09e-16
4504.589,2.00e-15,2.05e-16
4508.988,2.08e-15,2.06e-16
4513.387,2.25e-15,2.05e-16
4517.786,1.96e-15,2.01e-16
4522.184,2.33e-15,2.05e-16
4526.583,2.04e-15,1.99e-16
4530.981,2.23e-15,1.99e-16
4535.379,2.43e-15,1.97e-16
4539.777,2.13e-15,1.92e-16
4544.175,2.65e-15,1.98e-16
4548.573,1.82e-15,1.82e-16
4552.971,2.36e-15,1.90e-16
4557.368,2.84e-15,1.94e-16
4561.766,2.57e-15,1.88e-16
4566.163,2.70e-15,1.86e-16
4570.56,2.37e-15,1.77e-16
4574.957,2.57e-15,1.79e-16
4579.354,2.36e-15,1.75e-16
4583.751,2.41e-15,1.72e-16
4588.147,2.06e-15,1.67e-16
4592.544,2.06e-15,1.62e-16
4596.94,2.34e-15,1.66e-16
4601.336,2.41e-15,1.63e-16
4605.732,2.13e-15,1.59e-16
4610.128,2.61e-15,1.64e-16
4614.524,2.25e-15,1.57e-16
4618.919,2.40e-15,1.56e-16
4623.315,2.53e-15,1.58e-16
4627.71,2.47e-15,1.56e-16
4632.105,2.57e-15,1.57e-16
4636.5,2.77e-15,1.56e-16
4640.895,2.28e-15,1.48e-16
4645.29,2.67e-15,1.53e-16
4649.685,2.90e-15,1.56e-16
4654.079,2.46e-15,1.48e-16
4658.474,2.57e-15,1.49e-16
4662.868,2.91e-15,1.52e-16
4667.262,2.73e-15,1.47e-16
4671.656,2.24e-15,1.40e-16
4676.05,2.35e-15,1.40e-16
4680.444,2.54e-15,1.44e-16
4684.838,2.58e-15,1.42e-16
4689.231,2.85e-15,1.44e-16
4693.625,2.32e-15,1.35e-16
4698.018,2.34e-15,1.33e-16
4702.411,2.18e-15,1.31e-16
4706.804,2.44e-15,1.34e-16
4711.197,2.35e-15,1.32e-16
4715.59,2.00e-15,1.23e-16
4719.983,1.74e-15,1.20e-16
4724.375,2.06e-15,1.25e-16
4728.768,1.77e-15,1.19e-16
4733.16,1.96e-15,1.22e-16
4737.552,2.46e-15,1.29e-16
4741.944,2.13e-15,1.22e-16
4746.336,2.07e-15,1.20e-16
4750.728,1.96e-15,1.17e-16
4755.12,1.84e-15,1.15e-16
4759.511,2.53e-15,1.24e-16
4763.903,2.29e-15,1.19e-16
4768.294,1.97e-15,1.14e-16
4772.685,1.94e-15,1.14e-16
4777.077,1.95e-15,1.13e-16
4781.468,2.10e-15,1.17e-16
4785.858,2.03e-15,1.13e-16
4790.249,2.09e-15,1.14e-16
4794.64,1.87e-15,1.08e-16
4799.031,1.91e-15,1.09e-16
4803.421,2.20e-15,1.14e-16
4807.811,2.18e-15,1.15e-16
4812.202,2.49e-15,1.20e-16
4816.592,2.20e-15,1.15e-16
4820.982,2.07e-15,1.11e-16
4825.372,2.23e-15,1.12e-16
4829.761,1.97e-15,1.08e-16
4834.151,2.35e-15,1.16e-16
4838.541,2.21e-15,1.15e-16
4842.93,2.08e-15,1.18e-16
4847.319,2.45e-15,1.22e-16
4851.709,2.56e-15,1.27e-16
4856.098,2.63e-15,1.28e-16
4860.487,2.66e-15,1.27e-16
4864.876,2.70e-15,1.26e-16
4869.265,3.05e-15,1.29e-16
4873.653,3.38e-15,1.34e-16
4878.042,3.25e-15,1.30e-16
4882.431,2.73e-15,1.22e-16
4886.819,2.50e-15,1.16e-16
4891.207,2.34e-15,1.13e-16
4895.595,2.15e-15,1.10e-16
4899.984,2.49e-15,1.17e-16
4904.372,2.47e-15,1.19e-16
4908.759,2.27e-15,1.16e-16
4913.147,1.99e-15,1.11e-16
4917.535,2.29e-15,1.13e-16
4921.923,2.08e-15,1.10e-16
4926.31,1.86e-15,1.05e-16
4930.698,2.19e-15,1.12e-16
4935.085,2.24e-15,1.14e-16
4939.472,2.22e-15,1.14e-16
4943.859,2.41e-15,1.16e-16
4948.246,2.69e-15,1.20e-16
4952.633,2.89e-15,1.22e-16
4957.02,3.24e-15,1.27e-16
4961.407,4.18e-15,1.39e-16
4965.793,5.32e-15,1.53e-16
4970.18,6.58e-15,1.67e-16
4974.566,7.27e-15,1.75e-16
4978.953,7.25e-15,1.75e-16
4983.339,8.57e-15,1.87e-16
4987.725,5.14e-15,1.52e-16
4992.111,4.11e-15,1.40e-16
4996.497,3.75e-15,1.35e-16
5000.883,3.98e-15,1.36e-16
5005.269,4.87e-15,1.46e-16
5009.655,8.07e-15,1.79e-16
5014.04,1.44e-14,2.32e-16
5018.426,2.03e-14,2.71e-16
5022.811,2.37e-14,2.91e-16
5027.197,2.18e-14,2.79e-16
5031.582,1.81e-14,2.56e-16
5035.967,1.43e-14,2.28e-16
5040.352,7.25e-15,1.70e-16
5044.737,4.19e-15,1.37e-16
5049.122,3.37e-15,1.26e-16
5053.507,2.59e-15,1.15e-16
5057.892,2.05e-15,1.08e-16
5062.277,1.92e-15,1.06e-16
5066.661,2.12e-15,1.10e-16
5071.046,2.11e-15,1.09e-16
5075.43,2.38e-15,1.14e-16
5079.814,2.52e-15,1.14e-16
5084.199,2.03e-15,1.10e-16
5088.583,2.32e-15,1.14e-16
5092.967,1.81e-15,1.06e-16
5097.351,1.53e-15,1.01e-16
5101.735,1.47e-15,9.95e-17
5106.119,1.91e-15,1.05e-16
5110.503,1.54e-15,9.89e-17
5114.886,1.78e-15,1.03e-16
5119.27,1.34e-15,9.55e-17
5123.654,2.10e-15,1.08e-16
5128.037,1.76e-15,1.02e-16
5132.421,1.67e-15,1.00e-16
5136.804,1.76e-15,1.02e-16
5141.187,1.71e-15,1.02e-16
5145.57,1.37e-15,9.76e-17
5149.954,1.85e-15,1.05e-16
5154.337,1.70e-15,1.02e-16
5158.72,2.05e-15,1.06e-16
5163.102,1.83e-15,1.02e-16
5167.485,1.61e-15,9.99e-17
5171.868,1.96e-15,1.05e-16
