wave,inten,std
1830.282,0.052,0.025
1834.857,0.056,0.026
1839.430,-0.049,0.017
1844.004,-0.052,0.022
1848.577,-0.121,0.010
1853.149,0.064,0.028
1857.721,0.032,0.026
1862.293,0.020,0.024
1866.864,0.256,0.038
1871.434,-0.035,0.020
1876.005,0.098,0.031
1880.574,0.033,0.026
1885.144,0.021,0.026
1889.713,0.001,0.023
1894.281,0.003,0.024
1898.849,-0.044,0.022
1903.417,0.096,0.029
1907.984,0.084,0.030
1912.551,0.027,0.025
1917.117,0.025,0.024
1921.683,-0.028,0.024
1926.249,-0.086,0.017
1930.814,-0.014,0.022
1935.378,0.086,0.030
1939.942,-0.040,0.021
1944.506,0.033,0.026
1949.069,0.108,0.030
1953.632,-0.044,0.020
1958.195,0.088,0.030
1962.757,0.097,0.028
1967.318,0.091,0.027
1971.880,-0.039,0.022
1976.440,0.019,0.026
1981.001,0.021,0.025
1985.561,-0.073,0.020
1990.120,0.011,0.024
1994.679,-0.038,0.021
1999.238,0.094,0.031
2003.796,0.088,0.030
2008.354,-0.041,0.023
2012.911,0.016,0.026
2017.468,-0.007,0.025
2022.025,-0.047,0.019
2026.581,-0.030,0.022
2031.137,0.008,0.026
2035.692,0.197,0.035
2040.247,0.109,0.030
2044.801,0.002,0.025
2049.355,0.036,0.027
2053.909,0.104,0.029
2058.462,0.091,0.029
2063.015,-0.001,0.024
2067.567,-0.029,0.023
2072.119,0.010,0.025
2076.671,-0.042,0.021
2081.222,-0.012,0.023
2085.773,-0.118,0.012
2090.323,-0.081,0.019
2094.873,-0.076,0.018
2099.422,-0.025,0.025
2103.971,0.048,0.028
2108.520,-0.067,0.017
2113.068,-0.159,0.011
2117.616,0.023,0.025
2122.163,-0.060,0.018
2126.710,0.044,0.026
2131.257,0.030,0.029
2135.803,-0.009,0.024
2140.349,0.001,0.024
2144.894,0.014,0.025
2149.439,-0.024,0.023
2153.984,-0.113,0.012
2158.528,-0.126,0.018
2163.072,-0.075,0.019
2167.615,-0.006,0.021
2172.158,-0.099,0.016
2176.701,-0.023,0.022
2181.243,0.016,0.025
2185.785,-0.059,0.020
2190.326,0.136,0.032
2194.867,0.002,0.022
2199.407,0.177,0.033
2203.948,0.077,0.029
2208.487,-0.047,0.021
2213.027,0.078,0.027
2217.566,0.034,0.029
2222.104,-0.040,0.020
2226.642,-0.010,0.024
2231.180,0.061,0.028
2235.717,0.048,0.028
2240.254,0.056,0.026
