wave,inten,std
1830.282,0.009,0.022
1834.857,0.016,0.023
1839.430,0.035,0.024
1844.004,-0.074,0.020
1848.577,0.091,0.028
1853.149,-0.124,0.013
1857.721,0.030,0.026
1862.293,-0.060,0.018
1866.864,-0.025,0.022
1871.434,0.010,0.023
1876.005,-0.151,0.011
1880.574,-0.019,0.022
1885.144,-0.058,0.021
1889.713,-0.007,0.023
1894.281,-0.039,0.021
1898.849,-0.065,0.020
1903.417,-0.056,0.018
1907.984,-0.207,nan
1912.551,0.024,0.025
1917.117,0.040,0.025
1921.683,-0.098,0.018
1926.249,0.026,0.026
1930.814,-0.052,0.019
1935.378,0.131,0.033
1939.942,0.148,0.032
1944.506,0.010,0.024
1949.069,-0.042,0.021
1953.632,0.038,0.026
1958.195,-0.081,0.018
1962.757,0.044,0.024
1967.318,0.087,0.027
1971.880,-0.029,0.022
1976.440,-0.129,0.013
1981.001,0.062,0.028
1985.561,-0.053,0.022
1990.120,-0.004,0.023
1994.679,0.021,0.025
1999.238,-0.063,0.021
2003.796,0.121,0.032
2008.354,-0.007,0.025
2012.911,-0.024,0.023
2017.468,-0.149,0.012
2022.025,0.027,0.025
2026.581,-0.121,0.013
2031.137,-0.079,0.020
2035.692,0.037,0.027
2040.247,0.003,0.023
2044.801,-0.044,0.022
2049.355,0.017,0.026
2053.909,0.091,0.028
2058.462,-0.083,0.017
2063.015,0.071,0.029
2067.567,-0.007,0.025
2072.119,0.086,0.029
2076.671,0.014,0.025
2081.222,-0.004,0.024
2085.773,0.105,0.030
2090.323,-0.024,0.023
2094.873,0.008,0.025
2099.422,0.091,0.032
2103.971,-0.015,0.024
2108.520,0.190,0.034
2113.068,-0.045,0.023
2117.616,2.353,0.092
2122.163,-0.063,0.017
2126.710,0.100,0.030
2131.257,0.015,0.028
2135.803,0.018,0.026
2140.349,0.003,0.024
2144.894,0.083,0.030
2149.439,-0.092,0.018
2153.984,-0.036,0.020
2158.528,-0.025,0.025
2163.072,-0.008,0.024
2167.615,0.068,0.026
2172.158,0.050,0.027
2176.701,0.003,0.024
2181.243,-0.041,0.021
2185.785,0.081,0.030
2190.326,-0.061,0.019
2194.867,0.037,0.025
2199.407,-0.063,0.017
2203.948,0.085,0.030
2208.487,0.092,0.030
2213.027,0.025,0.024
2217.566,0.020,0.028
2222.104,0.100,0.029
2226.642,-0.038,0.022
2231.180,0.009,0.025
2235.717,0.021,0.026
2240.254,0.019,0.024
2244.791,0.152,0.032
2249.327,0.017,0.026
2253.863,0.003,0.025
2258.398,-0.034,0.022
2262.933,-0.118,0.015
2267.468,0.157,0.033
2272.002,-0.054,0.019
2276.536,-0.097,0.016
2281.069,0.019,0.026
2285.602,0.002,0.025
2290.135,0.042,0.025
2294.667,0.020,0.027
2299.199,0.085,0.028
2303.730,-0.018,0.024
2308.261,-0.047,0.021
2312.792,0.041,0.027
2317.322,-0.048,0.021
2321.852,0.017,0.027
2326.382,0.069,0.027
2330.911,0.077,0.028
2335.440,0.159,0.034
2339.968,0.075,0.029
2344.496,-0.014,0.023
2349.023,-0.028,0.022
2353.551,-0.070,0.020
2358.077,0.042,0.026
2362.604,0.127,0.030
2367.130,0.009,0.024
2371.656,0.126,0.032
2376.181,-0.104,0.016
2380.706,-0.098,0.017
2385.230,-0.162,0.010
2389.754,-0.123,0.018
2394.278,-0.015,0.023
2398.802,-0.048,0.021
2403.325,-0.004,0.023
2407.847,-0.123,0.016
2412.369,0.205,0.036
2416.891,0.056,0.027
2421.413,-0.038,0.022
2425.934,-0.019,0.022
2430.455,-0.069,0.022
2434.975,0.043,0.026
2439.495,-0.076,0.019
2444.015,0.111,0.030
2448.534,0.004,0.025
2453.053,0.053,0.028
2457.571,0.024,0.026
2462.089,-0.022,0.022
2466.607,-0.024,0.024
2471.124,-0.041,0.021
2475.641,-0.017,0.022
2480.158,-0.001,0.023
2484.674,-0.096,0.018
2489.190,-0.027,0.022
2493.706,-0.004,0.023
2498.221,0.121,0.030
2502.736,-0.108,0.014
2507.250,0.101,0.030
2511.764,0.116,0.031
2516.278,0.117,0.031
2520.791,-0.054,0.020
2525.304,0.055,0.026
2529.817,0.104,0.029
2534.329,-0.004,0.020
2538.841,-0.086,0.020
2543.352,-0.110,0.018
2547.864,0.095,0.029
2552.374,-0.069,0.023
2556.885,-0.113,0.012
2561.395,0.037,0.026
2565.904,0.149,0.032
2570.414,-0.040,0.021
2574.923,-0.060,0.020
2579.431,-0.089,0.015
2583.940,-0.030,0.020
2588.447,-0.089,0.017
2592.955,0.017,0.026
2597.462,-0.090,0.018
2601.969,0.038,0.026
2606.475,-0.068,0.021
2610.982,-0.014,0.024
2615.487,0.036,0.028
2619.993,-0.007,0.024
2624.498,0.080,0.028
2629.002,0.102,0.031
2633.507,0.004,0.024
2638.011,-0.044,0.022
2642.514,0.085,0.030
2647.018,-0.089,0.017
2651.521,0.035,0.027
2656.023,0.060,0.027
2660.525,-0.029,0.023
2665.027,-0.041,0.021
2669.529,0.033,0.026
2674.030,0.050,0.027
2678.531,-0.025,0.023
2683.031,-0.019,0.023
2687.531,-0.038,0.021
2692.031,-0.070,0.019
2696.531,0.014,0.027
2701.030,-0.127,0.014
2705.528,-0.052,0.020
2710.027,-0.070,0.020
2714.525,-0.119,0.015
2719.023,0.110,0.029
2723.520,-0.108,0.016
2728.017,-0.062,0.022
2732.514,-0.001,0.024
2737.010,-0.079,0.020
2741.506,-0.033,0.022
2746.002,0.020,0.028
2750.497,0.035,0.026
2754.992,0.143,0.032
2759.487,0.017,0.024
2763.981,-0.046,0.021
2768.475,-0.106,0.014
2772.968,0.105,0.029
2777.462,0.031,0.028
2781.955,-0.042,0.022
2786.447,-0.023,0.021
2790.939,-0.018,0.023
2795.431,-0.011,0.024
2799.923,0.047,0.025
2804.414,0.090,0.031
2808.905,-0.036,0.021
2813.396,0.031,0.025
2817.886,-0.052,0.023
2822.376,0.024,0.027
2826.866,0.024,0.025
2831.355,0.295,0.040
2835.844,0.052,0.028
2840.332,0.001,0.025
2844.821,-0.120,0.015
2849.309,-0.059,0.019
2853.796,-0.011,0.023
2858.283,-0.057,0.019
2862.770,-0.017,0.023
2867.257,0.049,0.027
2871.743,-0.127,0.014
2876.229,-0.043,0.021
2880.715,-0.066,0.020
2885.200,0.069,0.029
2889.685,0.062,0.030
2894.170,0.020,0.027
2898.654,-0.072,0.016
2903.138,0.183,0.033
2907.622,-0.018,0.023
2912.105,-0.022,0.022
2916.588,0.083,0.029
2921.071,-0.036,0.022
2925.553,-0.071,0.019
2930.036,-0.040,0.022
2934.517,-0.014,0.023
2938.999,0.404,0.043
2943.480,0.040,0.028
2947.961,-0.112,0.018
2952.441,0.025,0.026
2956.921,-0.022,0.023
2961.401,-0.013,0.024
2965.881,0.109,0.030
2970.360,0.029,0.026
2974.839,-0.088,0.020
2979.317,-0.043,0.022
2983.796,-0.038,0.022
2988.274,-0.137,0.014
2992.751,-0.029,0.021
2997.229,0.056,0.028
3001.706,-0.139,0.016
3006.182,-0.008,0.026
3010.659,-0.016,0.026
3015.135,-0.121,0.014
3019.610,-0.037,0.024
3024.086,0.103,0.031
3028.561,0.079,0.029
3033.036,-0.088,0.020
3037.510,0.021,0.027
3041.985,-0.013,0.024
3046.458,0.023,0.026
