wave,inten,std
1830.282,-0.002,0.021
1834.857,0.016,0.023
1839.430,0.085,0.027
1844.004,0.045,0.028
1848.577,0.069,0.027
1853.149,-0.074,0.018
1857.721,0.113,0.030
1862.293,-0.008,0.022
1866.864,0.140,0.032
1871.434,0.026,0.025
1876.005,0.038,0.027
1880.574,-0.081,0.016
1885.144,0.020,0.026
1889.713,0.041,0.026
1894.281,-0.043,0.020
1898.849,0.019,0.026
1903.417,0.025,0.024
1907.984,0.017,0.025
1912.551,0.020,0.025
1917.117,0.069,0.027
1921.683,-0.012,0.025
1926.249,0.025,0.026
1930.814,0.081,0.028
1935.378,-0.051,0.022
1939.942,-0.011,0.023
1944.506,-0.032,0.021
1949.069,-0.075,0.018
1953.632,-0.025,0.021
1958.195,0.010,0.025
1962.757,-0.013,0.020
1967.318,-0.066,0.014
1971.880,-0.025,0.023
1976.440,-0.102,0.016
1981.001,0.010,0.024
1985.561,-0.003,0.025
1990.120,0.154,0.033
1994.679,0.059,0.028
1999.238,-0.040,0.023
2003.796,-0.000,0.025
2008.354,-0.068,0.020
2012.911,-0.019,0.023
2017.468,0.006,0.026
2022.025,0.117,0.030
2026.581,-0.024,0.022
2031.137,-0.055,0.022
2035.692,-0.016,0.023
2040.247,0.118,0.030
2044.801,-0.017,0.024
2049.355,0.077,0.029
2053.909,0.005,0.023
2058.462,0.134,0.032
2063.015,-0.038,0.022
2067.567,-0.035,0.023
2072.119,-0.016,0.023
2076.671,0.032,0.027
2081.222,-0.073,0.019
2085.773,-0.082,0.016
2090.323,-0.174,0.006
2094.873,0.071,0.029
2099.422,-0.011,0.025
2103.971,0.132,0.033
2108.520,0.004,0.023
2113.068,-0.047,0.022
2117.616,0.289,0.039
2122.163,0.094,0.029
2126.710,0.009,0.024
2131.257,0.171,0.036
2135.803,0.039,0.027
2140.349,0.100,0.030
2144.894,-0.072,0.019
2149.439,0.036,0.027
2153.984,0.037,0.025
2158.528,-0.004,0.026
2163.072,-0.049,0.022
2167.615,0.009,0.022
2172.158,-0.108,0.015
2176.701,-0.042,0.020
2181.243,-0.031,0.022
2185.785,-0.110,0.016
2190.326,-0.009,0.023
2194.867,-0.225,nan
2199.407,0.068,0.027
2203.948,-0.070,0.019
2208.487,0.073,0.029
2213.027,0.209,0.034
2217.566,-0.026,0.025
2222.104,0.032,0.025
2226.642,-0.079,0.018
2231.180,0.073,0.029
2235.717,-0.033,0.022
2240.254,0.032,0.025
2244.791,0.114,0.030
2249.327,-0.010,0.024
2253.863,0.090,0.030
2258.398,0.025,0.026
