x1,y1,x2,y2,x3,y3,x4,y4,x5,y5
-6.63E-07,-7.9858E-07,4.04352E-06,4.13755E-06,-2.16281E-06,3.00913E-06,-6.5825E-07,9.403E-08,-1.8807E-07,2.44492E-06
-6.63E-07,-4.2243E-07,4.41966E-06,4.23159E-06,-2.35088E-06,2.91509E-06,-6.5825E-07,9.403E-08,-2.821E-07,2.44492E-06
-9.45E-07,-4.2243E-07,4.41966E-06,4.23159E-06,-2.35088E-06,2.91509E-06,-5.6421E-07,9.403E-08,-2.821E-07,2.44492E-06
-9.45E-07,-4.2243E-07,4.23159E-06,4.23159E-06,-2.44491E-06,2.82106E-06,-4.7018E-07,9.403E-08,-1.8807E-07,2.44492E-06
-1.04E-06,-4.2243E-07,4.23159E-06,4.23159E-06,-2.44491E-06,2.82106E-06,-5.6421E-07,1.8807E-07,-1.8807E-07,2.25685E-06
-1.04E-06,-4.2243E-07,4.23159E-06,4.23159E-06,-2.44491E-06,2.82106E-06,-5.6421E-07,1.8807E-07,-6.2969E-07,2.12374E-06
-1.13E-06,-7.9858E-07,4.23159E-06,4.23159E-06,-2.44491E-06,2.82106E-06,-5.6421E-07,1.8807E-07,-3.9273E-07,2.00526E-06
-1.04E-06,-8.9261E-07,4.23159E-06,4.23159E-06,-1.97474E-06,2.53895E-06,-5.6421E-07,1.8807E-07,-6.159E-07,2.10047E-06
-1.04E-06,-8.9261E-07,4.13755E-06,4.23159E-06,-2.06877E-06,2.53895E-06,-5.6421E-07,1.8807E-07,-4.164E-07,1.76797E-06
-1.13E-06,-8.9261E-07,4.13755E-06,4.23159E-06,-2.06877E-06,2.53895E-06,-5.6421E-07,1.8807E-07,-4.829E-07,1.76797E-06
-1.13E-06,-8.9261E-07,4.13755E-06,4.23159E-06,-2.16281E-06,2.53895E-06,-5.6421E-07,1.8807E-07,-7.489E-07,1.90097E-06
-1.23E-06,-8.9261E-07,4.13755E-06,4.23159E-06,-2.16281E-06,2.44492E-06,-5.6421E-07,1.8807E-07,-1.0814E-06,1.96747E-06
-1.23E-06,-8.9261E-07,4.23159E-06,4.23159E-06,-2.25684E-06,2.44492E-06,-5.6421E-07,1.8807E-07,-1.3474E-06,1.43547E-06
-1.23E-06,-8.9261E-07,4.23159E-06,4.23159E-06,-2.44491E-06,2.44492E-06,-5.6421E-07,1.8807E-07,-1.2809E-06,1.63497E-06
-1.23E-06,-7.9858E-07,4.23159E-06,4.23159E-06,-2.44491E-06,2.44492E-06,-5.6421E-07,1.8807E-07,-1.1479E-06,1.70147E-06
-1.13E-06,-2.3436E-07,4.41966E-06,4.13755E-06,-2.44491E-06,2.44492E-06,-5.6421E-07,1.8807E-07,-1.1479E-06,1.16947E-06
-1.41E-06,-3.284E-07,4.23159E-06,4.13755E-06,-2.53895E-06,2.44492E-06,-6.5825E-07,9.403E-08,-8.819E-07,1.03647E-06
-1.60E-06,-3.284E-07,4.13755E-06,4.13755E-06,-2.91509E-06,2.63299E-06,-6.5825E-07,0,-6.824E-07,1.10297E-06
-1.60E-06,-3.284E-07,4.51369E-06,4.13755E-06,-2.82105E-06,2.63299E-06,-6.5825E-07,0,-8.819E-07,1.56847E-06
-1.60E-06,-3.284E-07,4.13755E-06,4.13755E-06,-2.63298E-06,2.72702E-06,-6.5825E-07,0,-8.819E-07,1.70147E-06
-1.51E-06,-4.2243E-07,3.94948E-06,4.32562E-06,-2.53895E-06,2.72702E-06,-6.5825E-07,0,-8.154E-07,1.43547E-06
-1.23E-06,-8.9261E-07,4.23159E-06,4.51369E-06,-2.53895E-06,2.53895E-06,-6.5825E-07,0,-8.154E-07,1.43547E-06
-1.13E-06,-5.1647E-07,4.23159E-06,4.51369E-06,-2.91509E-06,2.63299E-06,-6.5825E-07,0,-8.154E-07,1.23597E-06
-1.13E-06,-4.2243E-07,4.23159E-06,4.51369E-06,-2.82105E-06,2.63299E-06,-6.5825E-07,0,-8.819E-07,1.23597E-06
-1.13E-06,-7.0454E-07,4.41966E-06,4.51369E-06,-2.63298E-06,2.53895E-06,-6.5825E-07,0,-1.0814E-06,1.30247E-06
-1.04E-06,-7.0454E-07,4.41966E-06,4.51369E-06,-2.35088E-06,2.44492E-06,-6.5825E-07,0,-1.1479E-06,1.30247E-06
-1.04E-06,-7.0454E-07,4.32562E-06,4.7958E-06,-2.35088E-06,2.44492E-06,-6.5825E-07,0,-1.2809E-06,1.16947E-06
-1.04E-06,-7.0454E-07,4.41966E-06,4.7958E-06,-2.44491E-06,2.72702E-06,-6.5825E-07,0,-1.3474E-06,1.10297E-06
-1.04E-06,-7.0454E-07,4.41966E-06,4.70176E-06,-2.44491E-06,2.91509E-06,-7.5228E-07,0,-1.2144E-06,1.36897E-06
-1.04E-06,-9.8665E-07,4.23159E-06,4.60773E-06,-2.16281E-06,2.91509E-06,-7.5228E-07,9.403E-08,-9.484E-07,1.36897E-06
-9.45E-07,-1.08068E-06,4.23159E-06,4.51369E-06,-2.16281E-06,2.91509E-06,-7.5228E-07,9.403E-08,-4.829E-07,1.30247E-06
-9.45E-07,-1.08068E-06,4.23159E-06,4.51369E-06,-2.16281E-06,2.91509E-06,-7.5228E-07,9.403E-08,2.486E-07,1.30247E-06
-9.45E-07,-1.08068E-06,4.23159E-06,4.32562E-06,-1.97474E-06,3.00913E-06,-6.5825E-07,9.403E-08,4.481E-07,1.36897E-06
-9.45E-07,-8.9261E-07,4.41966E-06,4.23159E-06,-1.97474E-06,3.00913E-06,-6.5825E-07,9.403E-08,1.156E-07,1.30247E-06
-9.45E-07,-8.9261E-07,4.51369E-06,4.23159E-06,-2.53895E-06,3.10316E-06,-5.6421E-07,9.403E-08,-1.504E-07,1.50197E-06
-9.45E-07,-8.9261E-07,4.51369E-06,4.23159E-06,-2.72702E-06,3.10316E-06,-5.6421E-07,9.403E-08,-1.504E-07,1.63497E-06
-9.45E-07,-8.9261E-07,4.51369E-06,4.13755E-06,-2.44491E-06,3.10316E-06,-5.6421E-07,9.403E-08,-8.39E-08,1.63497E-06
-7.57E-07,-8.9261E-07,4.32562E-06,4.13755E-06,-2.35088E-06,3.10316E-06,-5.6421E-07,9.403E-08,-1.74E-08,1.63497E-06
-7.57E-07,-8.9261E-07,4.23159E-06,4.23159E-06,-1.78667E-06,3.10316E-06,-5.6421E-07,9.403E-08,4.91E-08,1.50197E-06
-7.57E-07,-8.9261E-07,4.32562E-06,4.60773E-06,-2.06877E-06,3.10316E-06,-5.6421E-07,9.403E-08,-8.39E-08,1.36897E-06
-7.57E-07,-8.9261E-07,4.32562E-06,4.60773E-06,-2.44491E-06,3.00913E-06,-5.6421E-07,9.403E-08,-3.499E-07,1.43547E-06
-7.57E-07,-8.9261E-07,4.23159E-06,4.51369E-06,-2.44491E-06,3.00913E-06,-5.6421E-07,9.403E-08,-4.829E-07,1.63497E-06
-6.63E-07,-8.9261E-07,4.51369E-06,4.70176E-06,-2.25684E-06,2.91509E-06,-2.821E-07,9.403E-08,-4.829E-07,1.50197E-06
-4.74E-07,-8.9261E-07,4.60773E-06,4.7958E-06,-2.35088E-06,2.91509E-06,-9.403E-08,9.403E-08,1.821E-07,1.36897E-06
-2.86E-07,-8.9261E-07,4.60773E-06,5.17194E-06,-2.44491E-06,3.29123E-06,-9.403E-08,0,3.816E-07,1.96747E-06
-4.29E-09,-9.8665E-07,4.70176E-06,5.64212E-06,-2.25684E-06,3.38527E-06,-2.821E-07,0,1.156E-07,2.10047E-06
-2.86E-07,-1.26875E-06,4.23159E-06,5.54808E-06,-2.44491E-06,3.10316E-06,-2.821E-07,0,4.91E-08,2.29997E-06
-2.86E-07,-1.26875E-06,4.32562E-06,5.54808E-06,-2.63298E-06,3.00913E-06,9.404E-08,-1.8807E-07,3.151E-07,2.10047E-06
-3.80E-07,-1.26875E-06,4.41966E-06,5.36001E-06,-2.35088E-06,3.4793E-06,9.404E-08,-1.8807E-07,3.816E-07,2.03397E-06
-4.29E-09,-1.64489E-06,4.41966E-06,4.98387E-06,-2.25684E-06,3.66737E-06,-2.821E-07,-9.404E-08,4.91E-08,1.76797E-06
-2.86E-07,-1.17472E-06,4.32562E-06,5.26597E-06,-1.97474E-06,3.38527E-06,-2.821E-07,0,4.91E-08,1.83447E-06
-2.86E-07,-1.17472E-06,4.23159E-06,5.54808E-06,-1.50456E-06,3.38527E-06,-2.821E-07,0,4.481E-07,2.10047E-06
-9.83E-08,-1.26875E-06,4.23159E-06,5.45405E-06,-1.50456E-06,3.38527E-06,-3.7614E-07,0,4.481E-07,2.10047E-06
-9.83E-08,-1.26875E-06,4.32562E-06,5.0779E-06,-1.78667E-06,3.29123E-06,-3.7614E-07,0,3.816E-07,2.10047E-06
-9.83E-08,-9.8665E-07,4.32562E-06,5.26597E-06,-1.8807E-06,3.29123E-06,-3.7614E-07,0,2.486E-07,1.90097E-06
-9.83E-08,-9.8665E-07,4.32562E-06,5.26597E-06,-1.41053E-06,3.1972E-06,-3.7614E-07,0,2.486E-07,1.76797E-06
4.66E-07,-8.9261E-07,4.04352E-06,5.26597E-06,-1.22245E-06,3.38527E-06,-3.7614E-07,0,3.151E-07,1.50197E-06
4.66E-07,-8.9261E-07,4.04352E-06,5.26597E-06,-1.22245E-06,3.4793E-06,-2.821E-07,0,5.146E-07,1.23597E-06
6.54E-07,-8.9261E-07,4.13755E-06,5.26597E-06,-1.31649E-06,3.57334E-06,-2.821E-07,0,1.156E-07,1.70147E-06
7.48E-07,-8.9261E-07,4.13755E-06,5.26597E-06,-1.41053E-06,3.57334E-06,-2.821E-07,0,1.156E-07,1.76797E-06
1.84E-07,-9.8665E-07,4.13755E-06,5.36001E-06,-1.41053E-06,3.66737E-06,-2.821E-07,0,1.156E-07,1.76797E-06
1.84E-07,-9.8665E-07,4.13755E-06,5.64212E-06,-1.12842E-06,3.76141E-06,-2.821E-07,0,1.156E-07,1.76797E-06
-4.29E-09,-9.8665E-07,4.13755E-06,5.73615E-06,-9.4035E-07,3.76141E-06,-2.821E-07,0,-8.39E-08,1.30247E-06
2.78E-07,-9.8665E-07,4.04352E-06,5.92422E-06,-9.4035E-07,4.23159E-06,-2.821E-07,0,-4.164E-07,1.43547E-06
2.78E-07,-9.8665E-07,4.04352E-06,5.92422E-06,-9.4035E-07,4.23159E-06,-2.821E-07,0,-5.494E-07,1.43547E-06
3.72E-07,-9.8665E-07,4.13755E-06,5.92422E-06,-1.22245E-06,4.23159E-06,-2.821E-07,0,-4.829E-07,1.43547E-06
3.72E-07,-1.36279E-06,4.41966E-06,5.83019E-06,-1.31649E-06,4.23159E-06,-2.821E-07,0,-4.164E-07,1.43547E-06
3.72E-07,-1.36279E-06,4.51369E-06,5.83019E-06,-1.31649E-06,4.23159E-06,-6.5825E-07,0,-4.829E-07,1.36897E-06
3.72E-07,-1.36279E-06,4.51369E-06,5.83019E-06,-1.31649E-06,4.13755E-06,-6.5825E-07,0,-6.159E-07,1.36897E-06
-2.86E-07,-1.26875E-06,4.51369E-06,5.83019E-06,-1.31649E-06,4.13755E-06,-6.5825E-07,0,-6.159E-07,1.36897E-06
1.84E-07,-1.26875E-06,4.70176E-06,5.54808E-06,-1.03438E-06,4.41966E-06,-5.6421E-07,0,-8.154E-07,1.30247E-06
1.84E-07,-1.26875E-06,4.70176E-06,5.54808E-06,-1.03438E-06,4.41966E-06,-6.5825E-07,0,-8.154E-07,1.23597E-06
8.97E-08,-1.26875E-06,4.60773E-06,5.54808E-06,-1.03438E-06,4.41966E-06,-6.5825E-07,0,-8.154E-07,1.30247E-06
8.97E-08,-1.26875E-06,4.60773E-06,5.64212E-06,-1.12842E-06,4.51369E-06,-6.5825E-07,0,-8.154E-07,1.30247E-06
-4.29E-09,-1.17472E-06,4.60773E-06,5.64212E-06,-1.41053E-06,4.41966E-06,-5.6421E-07,9.403E-08,-4.829E-07,1.10297E-06
-4.29E-09,-1.17472E-06,4.60773E-06,5.64212E-06,-1.31649E-06,4.23159E-06,-5.6421E-07,9.403E-08,-4.164E-07,8.3697E-07
-4.29E-09,-8.9261E-07,4.7958E-06,5.83019E-06,-1.31649E-06,4.23159E-06,-6.5825E-07,9.403E-08,-4.164E-07,8.3697E-07
3.72E-07,-8.9261E-07,4.88983E-06,6.11229E-06,-1.31649E-06,4.23159E-06,-6.5825E-07,9.403E-08,-7.489E-07,1.10297E-06
6.54E-07,-1.08068E-06,4.88983E-06,6.11229E-06,-1.22245E-06,4.13755E-06,-6.5825E-07,9.403E-08,-7.489E-07,1.10297E-06
4.66E-07,-1.26875E-06,4.98387E-06,5.83019E-06,-7.5228E-07,4.04351E-06,-6.5825E-07,9.403E-08,-7.489E-07,1.10297E-06
-4.29E-09,-1.08068E-06,4.98387E-06,5.83019E-06,-1.03438E-06,4.04351E-06,-6.5825E-07,9.403E-08,-7.489E-07,1.10297E-06
-9.83E-08,-6.105E-07,4.98387E-06,5.83019E-06,-1.12842E-06,3.94948E-06,-5.6421E-07,9.403E-08,-8.819E-07,1.16947E-06
-4.29E-09,-8.9261E-07,5.0779E-06,5.83019E-06,-1.12842E-06,3.94948E-06,-5.6421E-07,9.403E-08,-8.819E-07,9.0347E-07
-4.29E-09,-8.9261E-07,4.98387E-06,5.73615E-06,-1.12842E-06,3.76141E-06,-5.6421E-07,9.403E-08,-9.484E-07,8.3697E-07
-1.92E-07,-8.9261E-07,4.98387E-06,5.83019E-06,-8.4631E-07,3.66737E-06,-5.6421E-07,9.403E-08,-9.484E-07,8.3697E-07
-1.92E-07,-8.9261E-07,4.60773E-06,5.92422E-06,-6.5824E-07,4.04351E-06,-5.6421E-07,9.403E-08,-8.819E-07,8.3697E-07
2.78E-07,-7.0454E-07,4.60773E-06,6.01826E-06,-6.5824E-07,4.13755E-06,-5.6421E-07,9.403E-08,-6.159E-07,8.3697E-07
1.84E-07,-7.9858E-07,4.60773E-06,6.11229E-06,-7.5228E-07,4.13755E-06,-5.6421E-07,9.403E-08,-4.829E-07,9.0347E-07
-1.92E-07,-8.9261E-07,4.51369E-06,5.92422E-06,-1.03438E-06,4.13755E-06,-5.6421E-07,9.403E-08,-4.829E-07,9.0347E-07
-2.86E-07,-8.9261E-07,4.60773E-06,5.83019E-06,-1.03438E-06,4.23159E-06,-2.821E-07,9.403E-08,-4.829E-07,9.0347E-07
4.66E-07,-1.55086E-06,4.60773E-06,5.83019E-06,-9.4035E-07,4.41966E-06,-2.821E-07,9.403E-08,-5.494E-07,9.0347E-07
-1.92E-07,-1.26875E-06,4.60773E-06,5.83019E-06,-1.12842E-06,4.70176E-06,-4.7018E-07,9.403E-08,-5.494E-07,9.0347E-07
-4.74E-07,-1.64489E-06,4.41966E-06,5.83019E-06,-1.22245E-06,5.17194E-06,-4.7018E-07,1.8807E-07,-4.829E-07,9.6997E-07
-4.74E-07,-1.64489E-06,4.41966E-06,5.92422E-06,-5.6421E-07,4.60773E-06,-3.7614E-07,1.8807E-07,-8.154E-07,1.03647E-06
-5.69E-07,-1.26875E-06,4.51369E-06,5.92422E-06,-7.5228E-07,4.41966E-06,-3.7614E-07,1.8807E-07,-8.154E-07,1.30247E-06
-4.74E-07,-8.9261E-07,4.7958E-06,5.92422E-06,-1.03438E-06,4.70176E-06,-3.7614E-07,1.8807E-07,-4.164E-07,1.30247E-06
-2.86E-07,-1.17472E-06,4.98387E-06,6.01826E-06,-1.31649E-06,4.7958E-06,-3.7614E-07,1.8807E-07,-2.834E-07,1.30247E-06
-3.80E-07,-1.17472E-06,4.88983E-06,6.01826E-06,-1.5986E-06,4.51369E-06,-3.7614E-07,1.8807E-07,-2.834E-07,1.43547E-06
-3.80E-07,-1.17472E-06,4.7958E-06,6.01826E-06,-1.5986E-06,4.23159E-06,-3.7614E-07,1.8807E-07,-2.834E-07,1.43547E-06
-4.74E-07,-1.17472E-06,4.98387E-06,6.11229E-06,-1.03438E-06,4.41966E-06,-3.7614E-07,1.8807E-07,-2.834E-07,9.6997E-07
-4.29E-09,-8.9261E-07,5.17194E-06,6.01826E-06,-7.5228E-07,4.60773E-06,-3.7614E-07,1.8807E-07,-2.834E-07,1.43547E-06
-2.86E-07,-8.9261E-07,5.0779E-06,6.01826E-06,-1.22245E-06,4.88983E-06,-3.7614E-07,1.8807E-07,-4.829E-07,1.63497E-06
-3.80E-07,-8.9261E-07,5.0779E-06,5.92422E-06,-1.69263E-06,5.17194E-06,-3.7614E-07,1.8807E-07,-6.159E-07,1.56847E-06
-2.86E-07,-7.9858E-07,4.98387E-06,5.92422E-06,-1.69263E-06,5.17194E-06,-3.7614E-07,1.8807E-07,-6.159E-07,1.56847E-06
-9.83E-08,-7.0454E-07,5.0779E-06,5.83019E-06,-1.78667E-06,5.0779E-06,-4.7018E-07,2.8211E-07,-6.824E-07,1.43547E-06
-9.83E-08,-6.105E-07,5.0779E-06,5.83019E-06,-1.22245E-06,4.98387E-06,-5.6421E-07,2.8211E-07,-6.159E-07,1.43547E-06
-9.83E-08,-5.1647E-07,5.26597E-06,5.83019E-06,-1.22245E-06,4.98387E-06,-6.5825E-07,2.8211E-07,-8.154E-07,1.36897E-06
-9.83E-08,-5.1647E-07,5.26597E-06,5.83019E-06,-1.50456E-06,5.0779E-06,-6.5825E-07,2.8211E-07,-1.0149E-06,1.36897E-06
-9.83E-08,-5.1647E-07,5.26597E-06,5.83019E-06,-1.5986E-06,5.17194E-06,-6.5825E-07,2.8211E-07,-8.154E-07,1.56847E-06
-9.83E-08,-5.1647E-07,5.17194E-06,5.92422E-06,-1.22245E-06,5.0779E-06,-5.6421E-07,2.8211E-07,-1.0149E-06,1.70147E-06
8.97E-08,-1.08068E-06,4.98387E-06,6.20633E-06,-1.31649E-06,5.0779E-06,-5.6421E-07,2.8211E-07,-1.0149E-06,1.83447E-06
1.84E-07,-1.17472E-06,4.98387E-06,6.30036E-06,-1.31649E-06,5.17194E-06,-5.6421E-07,2.8211E-07,-1.0149E-06,1.83447E-06
1.84E-07,-1.17472E-06,4.98387E-06,6.11229E-06,-1.50456E-06,5.36E-06,-5.6421E-07,1.8807E-07,-9.484E-07,1.83447E-06
8.97E-08,-1.08068E-06,4.88983E-06,5.92422E-06,-1.78667E-06,5.26597E-06,-5.6421E-07,1.8807E-07,-9.484E-07,1.76797E-06
-9.83E-08,-9.8665E-07,4.98387E-06,5.92422E-06,-1.78667E-06,5.26597E-06,-5.6421E-07,1.8807E-07,-8.154E-07,1.76797E-06
-9.83E-08,-9.8665E-07,4.98387E-06,5.92422E-06,-1.41053E-06,5.36E-06,-6.5825E-07,1.8807E-07,-6.159E-07,1.70147E-06
1.84E-07,-8.9261E-07,4.60773E-06,5.83019E-06,-1.12842E-06,5.45404E-06,-7.5228E-07,1.8807E-07,-6.159E-07,1.63497E-06
1.84E-07,-8.9261E-07,4.41966E-06,5.83019E-06,-1.03438E-06,5.54808E-06,-7.5228E-07,1.8807E-07,-8.819E-07,1.36897E-06
1.84E-07,-8.9261E-07,4.32562E-06,5.83019E-06,-8.4631E-07,5.54808E-06,-5.6421E-07,1.8807E-07,-8.819E-07,1.36897E-06
1.84E-07,-8.9261E-07,4.7958E-06,5.83019E-06,-6.5824E-07,5.45404E-06,-5.6421E-07,1.8807E-07,-8.819E-07,1.43547E-06
8.97E-08,-8.9261E-07,4.51369E-06,5.92422E-06,-1.03438E-06,5.26597E-06,-5.6421E-07,1.8807E-07,-8.819E-07,1.43547E-06
8.97E-08,-8.9261E-07,4.32562E-06,6.11229E-06,-1.31649E-06,5.26597E-06,-6.5825E-07,1.8807E-07,-7.489E-07,1.30247E-06
-4.29E-09,-8.9261E-07,4.41966E-06,6.01826E-06,-9.4035E-07,5.45404E-06,-6.5825E-07,1.8807E-07,-6.159E-07,1.50197E-06
-4.29E-09,-8.9261E-07,4.41966E-06,6.01826E-06,-9.4035E-07,5.36E-06,-6.5825E-07,1.8807E-07,-6.159E-07,1.50197E-06
-4.29E-09,-8.9261E-07,4.04352E-06,6.3944E-06,-9.4035E-07,5.36E-06,-6.5825E-07,1.8807E-07,-7.489E-07,1.43547E-06
-1.92E-07,-1.17472E-06,4.23159E-06,6.48843E-06,-1.12842E-06,5.26597E-06,-7.5228E-07,1.8807E-07,-8.819E-07,1.36897E-06
-4.29E-09,-1.17472E-06,4.41966E-06,6.48843E-06,-1.22245E-06,5.26597E-06,-7.5228E-07,1.8807E-07,-8.819E-07,1.36897E-06
-4.29E-09,-1.26875E-06,4.41966E-06,6.58247E-06,-1.22245E-06,5.26597E-06,-6.5825E-07,1.8807E-07,-8.819E-07,1.36897E-06
-1.92E-07,-1.45682E-06,4.7958E-06,6.95861E-06,-1.03438E-06,5.26597E-06,-5.6421E-07,1.8807E-07,-1.0149E-06,1.56847E-06
-1.92E-07,-1.45682E-06,4.98387E-06,6.95861E-06,-1.12842E-06,5.26597E-06,-5.6421E-07,1.8807E-07,-8.819E-07,1.56847E-06
8.97E-08,-1.08068E-06,4.88983E-06,6.6765E-06,-1.31649E-06,5.17194E-06,-5.6421E-07,1.8807E-07,-8.819E-07,1.56847E-06
8.97E-08,-1.08068E-06,4.7958E-06,6.3944E-06,-1.03438E-06,5.17194E-06,-5.6421E-07,1.8807E-07,-1.2809E-06,1.50197E-06
8.97E-08,-1.08068E-06,4.7958E-06,6.30036E-06,-9.4035E-07,4.88983E-06,-5.6421E-07,1.8807E-07,-1.4804E-06,1.50197E-06
8.97E-08,-1.08068E-06,4.7958E-06,6.30036E-06,-7.5228E-07,4.88983E-06,-5.6421E-07,1.8807E-07,-1.4804E-06,1.50197E-06
8.97E-08,-1.08068E-06,4.7958E-06,5.73615E-06,-6.5824E-07,4.88983E-06,-4.7018E-07,1.8807E-07,-1.2809E-06,1.43547E-06
-4.29E-09,-3.284E-07,5.17194E-06,5.83019E-06,-4.7017E-07,4.88983E-06,-4.7018E-07,1.8807E-07,-1.1479E-06,1.43547E-06
-1.92E-07,-3.284E-07,4.32562E-06,6.30036E-06,-4.7017E-07,4.88983E-06,-5.6421E-07,1.8807E-07,-1.0149E-06,1.43547E-06
-3.80E-07,-3.284E-07,4.98387E-06,5.92422E-06,-4.7017E-07,4.88983E-06,-5.6421E-07,1.8807E-07,-8.819E-07,1.43547E-06
-3.80E-07,-3.284E-07,4.88983E-06,5.83019E-06,-5.6421E-07,5.0779E-06,-5.6421E-07,1.8807E-07,-8.154E-07,1.76797E-06
-2.86E-07,1.4178E-07,4.70176E-06,5.83019E-06,-5.6421E-07,5.17194E-06,-5.6421E-07,1.8807E-07,-8.819E-07,1.76797E-06
-1.92E-07,2.3581E-07,4.70176E-06,5.83019E-06,-4.7017E-07,5.26597E-06,-5.6421E-07,1.8807E-07,-8.819E-07,1.76797E-06
-4.29E-09,4.774E-08,4.98387E-06,5.83019E-06,-4.7017E-07,5.26597E-06,-5.6421E-07,1.8807E-07,-8.819E-07,1.76797E-06
8.97E-08,-1.4033E-07,4.98387E-06,5.73615E-06,-4.7017E-07,5.26597E-06,-5.6421E-07,1.8807E-07,-6.824E-07,1.70147E-06
8.97E-08,-1.4033E-07,4.51369E-06,5.54808E-06,-1.12842E-06,5.26597E-06,-5.6421E-07,1.8807E-07,-6.824E-07,1.70147E-06
8.97E-08,-1.4033E-07,4.51369E-06,5.54808E-06,-5.6421E-07,5.45404E-06,-5.6421E-07,1.8807E-07,-7.489E-07,1.70147E-06
2.78E-07,-2.3436E-07,4.98387E-06,5.92422E-06,-1.8807E-07,5.45404E-06,-5.6421E-07,1.8807E-07,-1.0149E-06,1.70147E-06
2.78E-07,-2.3436E-07,5.0779E-06,6.01826E-06,-2.821E-07,5.45404E-06,-6.5825E-07,1.8807E-07,-1.0814E-06,1.70147E-06
2.78E-07,-2.3436E-07,4.7958E-06,6.11229E-06,-2.821E-07,5.45404E-06,-6.5825E-07,1.8807E-07,-1.0814E-06,1.70147E-06
2.78E-07,-2.3436E-07,4.88983E-06,6.20633E-06,-3.7614E-07,5.54808E-06,-6.5825E-07,1.8807E-07,-1.2144E-06,1.76797E-06
4.66E-07,-2.3436E-07,5.17194E-06,6.11229E-06,-3.7614E-07,4.70176E-06,-6.5825E-07,1.8807E-07,-1.2809E-06,1.96747E-06
5.60E-07,-2.3436E-07,5.17194E-06,6.11229E-06,9.404E-08,4.41966E-06,-6.5825E-07,1.8807E-07,-1.2809E-06,2.10047E-06
6.54E-07,-2.3436E-07,5.17194E-06,6.01826E-06,1.8807E-07,4.70176E-06,-6.5825E-07,1.8807E-07,-1.3474E-06,2.10047E-06
3.72E-07,-4.2243E-07,4.98387E-06,6.20633E-06,0,5.17194E-06,-6.5825E-07,1.8807E-07,-1.3474E-06,2.16697E-06
4.66E-07,-4.2243E-07,5.0779E-06,6.30036E-06,-2.821E-07,4.98387E-06,-6.5825E-07,1.8807E-07,-1.3474E-06,2.16697E-06
7.48E-07,-3.284E-07,4.7958E-06,6.30036E-06,9.404E-08,4.70176E-06,-6.5825E-07,1.8807E-07,-1.6134E-06,2.03397E-06
7.48E-07,-3.284E-07,4.7958E-06,6.48843E-06,9.404E-08,4.70176E-06,-6.5825E-07,1.8807E-07,-1.6134E-06,2.03397E-06
6.54E-07,-3.284E-07,4.7958E-06,6.48843E-06,1.8807E-07,4.70176E-06,-6.5825E-07,1.8807E-07,-1.4139E-06,1.90097E-06
6.54E-07,-3.284E-07,4.7958E-06,6.48843E-06,2.8211E-07,4.70176E-06,-6.5825E-07,1.8807E-07,-1.4139E-06,1.83447E-06
6.54E-07,-3.284E-07,4.98387E-06,6.3944E-06,2.8211E-07,4.70176E-06,-6.5825E-07,1.8807E-07,-1.4139E-06,1.90097E-06
3.72E-07,-4.2243E-07,5.26597E-06,6.20633E-06,2.8211E-07,4.70176E-06,-6.5825E-07,1.8807E-07,-1.4139E-06,1.96747E-06
1.84E-07,-4.2243E-07,5.17194E-06,6.20633E-06,-9.403E-08,4.88983E-06,-6.5825E-07,1.8807E-07,-1.4139E-06,2.10047E-06
2.78E-07,-2.3436E-07,4.98387E-06,6.20633E-06,-9.403E-08,4.88983E-06,-5.6421E-07,1.8807E-07,-1.4804E-06,2.56597E-06
4.66E-07,-2.3436E-07,5.0779E-06,6.11229E-06,-9.403E-08,5.0779E-06,-5.6421E-07,1.8807E-07,-1.4139E-06,2.56597E-06
4.66E-07,-2.3436E-07,5.73615E-06,6.30036E-06,2.8211E-07,5.0779E-06,-5.6421E-07,1.8807E-07,-1.4804E-06,2.56597E-06
4.66E-07,-4.2243E-07,5.45404E-06,6.77054E-06,0,4.98387E-06,-5.6421E-07,1.8807E-07,-1.4804E-06,2.49947E-06
5.60E-07,-7.0454E-07,5.45404E-06,6.95861E-06,-1.8807E-07,4.60773E-06,-5.6421E-07,1.8807E-07,-1.4804E-06,2.49947E-06
5.60E-07,-7.0454E-07,6.20633E-06,6.20633E-06,-1.8807E-07,4.51369E-06,-5.6421E-07,1.8807E-07,-1.4804E-06,2.49947E-06
5.60E-07,-7.0454E-07,6.11229E-06,6.3944E-06,0,4.60773E-06,-3.7614E-07,1.8807E-07,-1.4804E-06,2.49947E-06
2.78E-07,-7.9858E-07,6.01826E-06,6.77054E-06,9.404E-08,4.88983E-06,-4.7018E-07,1.8807E-07,-1.5469E-06,2.89847E-06
2.78E-07,-7.9858E-07,6.01826E-06,6.77054E-06,-9.403E-08,4.88983E-06,-4.7018E-07,1.8807E-07,-1.5469E-06,3.03147E-06
5.60E-07,-7.9858E-07,6.01826E-06,6.77054E-06,-2.821E-07,5.17194E-06,-4.7018E-07,1.8807E-07,-1.6134E-06,2.96497E-06
6.54E-07,-7.9858E-07,6.11229E-06,6.77054E-06,0,5.0779E-06,-4.7018E-07,1.8807E-07,-1.6134E-06,2.96497E-06
6.54E-07,-7.9858E-07,6.30036E-06,6.95861E-06,2.8211E-07,5.0779E-06,-4.7018E-07,1.8807E-07,-1.6799E-06,2.89847E-06
