t,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
16.4,-1.49925E-06,1.49925E-06,0,0,-4.49775E-06,-1.34933E-06,1.49925E-06,1.49925E-06,5.997E-06,-2.9985E-06
16.5,0,0,0,0,1.49925E-06,-2.84858E-06,0,0,0,-4.49775E-06
16.5,0,4.49775E-06,2.9985E-06,2.9985E-06,0,0,-1.49925E-06,0,0,0
16.6,5.997E-06,0,1.49925E-06,4.49775E-06,0,0,0,0,-4.49775E-06,4.49775E-06
16.7,4.49775E-06,-2.9985E-06,0,0,1.49925E-06,-1.49925E-06,0,0,0,0
16.7,-2.9985E-06,-2.9985E-06,1.49925E-06,-4.49775E-06,7.49625E-06,-1.34933E-06,0,0,0,0
16.8,-7.49625E-06,2.9985E-06,0,0,-4.49775E-06,0,0,0,0,0
16.9,-1.49925E-06,7.49625E-06,0,0,-1.49925E-06,-1.34933E-06,1.49925E-06,0,-1.49925E-06,1.49925E-06
16.9,1.49925E-06,-4.49775E-06,1.49925E-06,0,0,0,0,0,0,-4.49775E-06
17,0,0,-1.49925E-06,-1.49925E-06,0,-2.84858E-06,0,0,-1.49925E-06,-1.49925E-06
17.1,-2.9985E-06,0,0,1.49925E-06,4.49775E-06,-1.49925E-06,0,0,0,0
17.1,0,0,-5.997E-06,1.49925E-06,2.9985E-06,5.69715E-06,0,0,1.49925E-06,0
17.2,7.49625E-06,2.9985E-06,0,1.49925E-06,0,1.34933E-06,0,0,2.9985E-06,0
17.3,-1.49925E-06,-1.49925E-06,0,1.49925E-06,-1.49925E-06,0,0,0,2.9985E-06,1.49925E-06
17.3,-5.997E-06,-1.49925E-06,-1.49925E-06,-2.9985E-06,-4.49775E-06,0,0,0,0,0
17.4,0,0,1.49925E-06,-1.49925E-06,0,1.49925E-06,4.49775E-06,0,0,0
17.5,1.04948E-05,-1.04948E-05,0,0,1.49925E-06,2.84858E-06,0,0,-1.49925E-06,0
17.5,-1.04948E-05,4.49775E-06,0,0,-2.9985E-06,4.1979E-06,-2.9985E-06,0,0,0
17.6,-2.9985E-06,-5.997E-06,-2.9985E-06,0,-1.49925E-06,7.04648E-06,0,1.49925E-06,1.49925E-06,1.49925E-06
17.7,0,0,0,1.49925E-06,1.04948E-05,-8.54573E-06,1.49925E-06,0,-5.997E-06,0
17.7,-1.49925E-06,5.997E-06,1.49925E-06,0,-2.9985E-06,-2.69865E-06,0,0,0,4.49775E-06
17.8,1.49925E-06,5.997E-06,4.49775E-06,0,-4.49775E-06,4.1979E-06,0,0,5.997E-06,0
17.9,2.9985E-06,-4.49775E-06,2.9985E-06,1.49925E-06,-4.49775E-06,1.34933E-06,0,0,2.9985E-06,0
17.9,-1.49925E-06,0,-1.49925E-06,0,-2.9985E-06,-4.1979E-06,0,0,0,1.49925E-06
18,0,0,-1.49925E-06,0,0,-4.1979E-06,0,0,0,0
18.1,-1.49925E-06,0,2.9985E-06,1.49925E-06,7.49625E-06,2.84858E-06,0,0,0,-5.997E-06
18.1,5.997E-06,4.49775E-06,1.49925E-06,-1.49925E-06,4.49775E-06,2.69865E-06,0,0,0,5.997E-06
18.2,-2.9985E-06,0,0,0,-7.49625E-06,4.34783E-06,0,0,-2.9985E-06,2.9985E-06
18.3,-1.49925E-06,0,0,-1.49925E-06,-5.997E-06,4.1979E-06,0,0,-2.9985E-06,0
18.3,1.49925E-06,1.49925E-06,-1.49925E-06,0,0,0,0,0,0,0
18.4,1.49925E-06,1.49925E-06,1.49925E-06,-1.49925E-06,-1.49925E-06,-1.49925E-06,-1.49925E-06,0,0,-2.9985E-06
18.5,0,1.49925E-06,0,0,7.49625E-06,-1.34933E-06,-1.49925E-06,0,0,0
18.5,0,1.49925E-06,1.49925E-06,0,0,0,-1.49925E-06,0,-2.9985E-06,0
18.6,0,0,0,0,-4.49775E-06,1.34933E-06,0,0,-2.9985E-06,0
18.7,0,0,0,0,0,1.49925E-06,0,0,2.9985E-06,2.9985E-06
18.7,0,0,-1.49925E-06,1.49925E-06,4.49775E-06,-1.49925E-06,1.49925E-06,0,-2.9985E-06,1.49925E-06
18.8,2.9985E-06,-8.9955E-06,-1.49925E-06,4.49775E-06,-1.49925E-06,0,0,0,0,1.49925E-06
18.9,1.49925E-06,-1.49925E-06,0,1.49925E-06,0,1.49925E-06,0,0,0,0
18.9,0,0,0,-2.9985E-06,-2.9985E-06,3.44828E-06,0,0,1.49925E-06,0
19,-1.49925E-06,1.49925E-06,-1.49925E-06,-2.9985E-06,-2.9985E-06,-1.49925E-06,0,0,0,0
19.1,-2.9985E-06,1.49925E-06,1.49925E-06,0,0,0,0,0,1.49925E-06,0
19.1,0,0,0,0,4.49775E-06,1.49925E-06,-1.49925E-06,0,2.9985E-06,-1.49925E-06
19.2,4.49775E-06,1.49925E-06,-5.997E-06,-1.49925E-06,4.49775E-06,0,-1.49925E-06,0,0,-1.49925E-06
19.3,0,0,-2.9985E-06,0,1.49925E-06,1.49925E-06,0,0,-2.9985E-06,-2.9985E-06
19.3,0,0,-1.49925E-06,0,2.9985E-06,0,2.9985E-06,0,0,0
19.4,0,0,7.49625E-06,0,2.9985E-06,-1.49925E-06,0,0,0,0
19.5,-1.49925E-06,0,-4.49775E-06,1.49925E-06,-5.997E-06,-1.49925E-06,0,0,0,0
19.5,0,0,-2.9985E-06,2.9985E-06,-4.49775E-06,0,-1.49925E-06,0,1.49925E-06,-1.49925E-06
19.6,-1.49925E-06,0,1.49925E-06,-1.49925E-06,5.997E-06,1.49925E-06,0,0,1.49925E-06,2.9985E-06
19.7,0,0,0,0,0,0,0,0,0,0
19.7,0,0,-5.997E-06,5.997E-06,0,0,0,0,-1.49925E-06,-1.49925E-06
19.8,-2.9985E-06,-4.49775E-06,2.9985E-06,1.49925E-06,-2.9985E-06,-1.49925E-06,-1.49925E-06,0,-1.49925E-06,0
19.9,2.9985E-06,0,2.9985E-06,0,-1.49925E-06,0,0,0,0,0
19.9,0,-1.49925E-06,0,1.49925E-06,0,0,1.49925E-06,0,0,0
20,-2.9985E-06,-2.9985E-06,5.997E-06,5.997E-06,2.9985E-06,0,1.49925E-06,0,-2.9985E-06,2.9985E-06
20.1,0,0,2.9985E-06,0,-1.49925E-06,0,0,0,2.9985E-06,0
20.1,4.49775E-06,5.997E-06,-1.49925E-06,-4.49775E-06,-2.9985E-06,-1.94903E-06,0,0,0,0
20.2,0,0,-1.49925E-06,-4.49775E-06,4.49775E-06,0,0,0,-5.997E-06,-1.49925E-06
20.3,0,0,0,-1.49925E-06,1.49925E-06,-4.1979E-06,0,0,-2.9985E-06,0
20.3,0,0,0,0,2.9985E-06,0,0,0,0,0
20.4,0,0,0,-8.9955E-06,1.49925E-06,0,1.49925E-06,0,2.9985E-06,-1.49925E-06
20.5,-1.49925E-06,1.1994E-05,4.49775E-06,1.49925E-06,2.9985E-06,0,0,0,1.49925E-06,0
20.5,-2.9985E-06,0,-1.1994E-05,7.49625E-06,0,0,-1.49925E-06,0,1.49925E-06,0
20.6,-1.49925E-06,0,1.04948E-05,-5.997E-06,0,0,0,0,2.9985E-06,0
20.7,0,0,-1.49925E-06,-1.49925E-06,-1.49925E-06,2.69865E-06,0,0,0,5.997E-06
20.7,1.49925E-06,5.997E-06,-2.9985E-06,0,0,1.49925E-06,0,0,0,0
20.8,0,1.49925E-06,0,0,1.49925E-06,1.94903E-06,0,0,0,0
20.9,2.9985E-06,-2.9985E-06,4.49775E-06,0,0,0,0,0,0,0
20.9,1.49925E-06,-1.49925E-06,0,-1.49925E-06,0,0,0,0,2.9985E-06,-1.49925E-06
21,0,0,-7.49625E-06,-1.49925E-06,-1.04948E-05,0,0,0,0,0
21.1,0,0,0,0,8.9955E-06,1.49925E-06,0,0,-1.49925E-06,0
21.1,2.9985E-06,-1.49925E-06,7.49625E-06,4.49775E-06,5.997E-06,0,0,0,-4.49775E-06,0
21.2,0,0,1.49925E-06,1.49925E-06,-1.49925E-06,0,-1.49925E-06,0,0,0
21.3,0,0,-4.49775E-06,1.49925E-06,0,0,0,0,0,0
21.3,0,0,1.49925E-06,1.49925E-06,-1.49925E-06,1.49925E-06,0,0,-2.9985E-06,1.49925E-06
21.4,2.9985E-06,0,2.9985E-06,-1.49925E-06,0,-1.1994E-05,0,0,0,2.9985E-06
21.5,1.49925E-06,0,0,0,5.997E-06,-4.1979E-06,0,0,0,1.49925E-06
21.5,1.49925E-06,0,0,-1.49925E-06,1.49925E-06,4.1979E-06,0,0,-1.49925E-06,0
21.6,-4.49775E-06,-2.9985E-06,-1.49925E-06,2.9985E-06,-1.49925E-06,7.04648E-06,0,0,0,1.49925E-06
21.7,1.49925E-06,0,1.49925E-06,1.49925E-06,-4.49775E-06,-2.84858E-06,0,0,0,0
21.7,4.49775E-06,1.49925E-06,-4.49775E-06,0,4.49775E-06,-4.1979E-06,0,0,-4.49775E-06,-2.9985E-06
21.8,0,0,0,2.9985E-06,0,0,0,0,0,0
21.9,-1.49925E-06,0,0,0,1.49925E-06,0,0,0,2.9985E-06,-1.49925E-06
21.9,0,0,0,0,1.49925E-06,0,0,0,0,-1.49925E-06
22,0,0,2.9985E-06,-1.49925E-06,0,0,0,0,0,1.49925E-06
22.1,-4.49775E-06,-1.49925E-06,2.9985E-06,-2.9985E-06,0,0,0,0,0,1.49925E-06
22.1,-2.9985E-06,0,-1.49925E-06,0,-4.49775E-06,2.84858E-06,0,0,0,1.49925E-06
22.2,1.49925E-06,2.9985E-06,-1.49925E-06,0,0,0,1.49925E-06,0,0,7.49625E-06
22.3,2.9985E-06,0,1.49925E-06,-1.49925E-06,0,2.69865E-06,0,0,0,0
22.3,0,0,8.9955E-06,2.9985E-06,4.49775E-06,0,0,0,0,0
22.4,0,-2.9985E-06,-4.49775E-06,7.49625E-06,-2.9985E-06,-1.34933E-06,0,0,0,-1.49925E-06
22.5,1.49925E-06,-4.49775E-06,0,2.9985E-06,-2.9985E-06,-5.69715E-06,0,0,0,0
22.5,0,0,1.1994E-05,-1.1994E-05,0,-1.34933E-06,0,0,0,0
22.6,0,0,-1.49925E-06,2.9985E-06,2.9985E-06,1.34933E-06,2.9985E-06,0,0,0
22.7,-4.49775E-06,-1.49925E-06,-1.49925E-06,5.997E-06,0,4.34783E-06,-1.49925E-06,0,-1.49925E-06,5.997E-06
22.7,0,0,0,0,-1.49925E-06,0,0,0,0,1.49925E-06
22.8,4.49775E-06,0,0,0,-2.9985E-06,4.1979E-06,0,0,-1.49925E-06,0
22.9,1.49925E-06,0,1.49925E-06,0,4.49775E-06,-1.49925E-06,0,0,0,0
22.9,0,0,2.9985E-06,2.9985E-06,2.9985E-06,0,0,0,0,-1.49925E-06
23,-1.49925E-06,0,0,0,1.49925E-06,-1.34933E-06,0,0,-2.9985E-06,-2.9985E-06
23.1,5.997E-06,4.49775E-06,0,0,-1.49925E-06,1.34933E-06,0,0,0,0
23.1,1.49925E-06,1.49925E-06,-1.49925E-06,0,7.49625E-06,1.49925E-06,0,0,-1.49925E-06,0
23.2,0,0,4.49775E-06,-1.49925E-06,2.9985E-06,0,1.49925E-06,0,-1.49925E-06,-1.49925E-06
23.3,0,0,0,0,1.49925E-06,1.94903E-06,0,0,5.997E-06,-5.997E-06
23.3,2.9985E-06,-2.9985E-06,1.49925E-06,0,5.997E-06,0,-1.49925E-06,0,-1.49925E-06,0
23.4,0,0,-1.49925E-06,0,-8.9955E-06,0,-2.9985E-06,0,-1.49925E-06,0
23.5,-5.997E-06,1.49925E-06,0,0,-4.49775E-06,0,0,0,-1.49925E-06,0
23.5,1.49925E-06,5.997E-06,-2.9985E-06,0,-1.49925E-06,-3.44828E-06,5.997E-06,0,-1.49925E-06,0
23.6,1.49925E-06,1.49925E-06,2.9985E-06,0,1.49925E-06,0,0,0,0,0
23.7,1.49925E-06,-1.49925E-06,0,0,7.49625E-06,0,0,0,1.49925E-06,0
23.7,0,0,-1.49925E-06,0,2.9985E-06,0,0,0,4.49775E-06,-1.49925E-06
23.8,0,0,-1.49925E-06,0,-1.49925E-06,3.44828E-06,0,0,0,-4.49775E-06
23.9,-4.49775E-06,4.49775E-06,0,0,-1.49925E-06,7.49625E-06,0,0,-2.9985E-06,0
23.9,0,-4.49775E-06,2.9985E-06,-1.49925E-06,1.49925E-06,-4.49775E-06,-1.49925E-06,-1.49925E-06,-1.04948E-05,0
24,0,0,0,0,1.49925E-06,0,0,0,0,0
24.1,-1.49925E-06,0,0,0,0,0,0,0,0,0
24.1,-2.9985E-06,1.49925E-06,0,0,5.997E-06,1.49925E-06,-4.49775E-06,0,1.49925E-06,-1.49925E-06
24.2,-1.49925E-06,0,0,0,5.997E-06,1.49925E-06,0,0,0,0
24.3,0,0,0,0,0,0,1.49925E-06,0,0,-1.49925E-06
24.3,0,1.49925E-06,-1.49925E-06,-1.49925E-06,0,0,0,0,0,0
24.4,-1.49925E-06,1.49925E-06,0,-2.9985E-06,-2.9985E-06,-4.49775E-06,1.49925E-06,0,0,0
24.5,0,0,0,0,2.9985E-06,2.9985E-06,0,0,0,0
24.5,0,0,1.49925E-06,0,0,1.49925E-06,0,0,5.997E-06,5.997E-06
24.6,0,0,-1.49925E-06,0,1.49925E-06,0,0,0,0,0
24.7,0,0,0,0,-7.49625E-06,-1.49925E-06,0,0,-1.49925E-06,0
24.7,0,0,0,0,0,0,1.49925E-06,0,-1.49925E-06,0
24.8,0,8.9955E-06,0,0,-1.49925E-06,-1.49925E-06,0,0,0,0
24.9,0,0,0,0,0,-1.49925E-06,0,0,0,0
24.9,-4.49775E-06,-4.49775E-06,0,0,0,-1.49925E-06,0,0,4.49775E-06,0
25,7.49625E-06,1.49925E-06,4.49775E-06,0,0,0,0,0,0,0
25.1,2.9985E-06,-7.49625E-06,0,0,4.49775E-06,0,0,0,-1.49925E-06,0
25.1,-2.9985E-06,-2.9985E-06,0,0,0,0,0,0,0,0
25.2,1.49925E-06,0,0,0,0,0,0,0,0,0
25.3,1.49925E-06,-2.9985E-06,0,0,0,0,0,0,0,0
25.3,-2.9985E-06,0,0,0,-1.49925E-06,0,0,0,-2.9985E-06,0
25.4,-4.49775E-06,2.9985E-06,0,0,-1.49925E-06,0,0,0,0,-2.9985E-06
25.5,0,0,-1.49925E-06,1.49925E-06,1.49925E-06,0,1.49925E-06,0,0,-2.9985E-06
25.5,0,0,2.9985E-06,7.49625E-06,4.49775E-06,1.49925E-06,0,0,0,-2.9985E-06
25.6,0,0,0,0,-5.997E-06,0,0,0,0,0
25.7,1.49925E-06,0,-4.49775E-06,0,0,0,0,0,2.9985E-06,2.9985E-06
25.7,4.49775E-06,0,2.9985E-06,0,0,0,0,0,1.49925E-06,0
25.8,-1.49925E-06,0,0,0,0,0,0,0,-1.49925E-06,0
25.9,0,0,0,0,1.49925E-06,0,-1.49925E-06,0,0,0
25.9,0,0,0,-1.49925E-06,0,0,-1.49925E-06,1.49925E-06,-1.49925E-06,0
26,-1.49925E-06,-1.04948E-05,-4.49775E-06,1.49925E-06,0,0,0,0,0,-1.49925E-06
26.1,0,1.04948E-05,-1.49925E-06,1.49925E-06,1.49925E-06,0,0,0,-2.9985E-06,-7.49625E-06
26.1,0,0,1.49925E-06,-2.9985E-06,0,0,-1.49925E-06,0,2.9985E-06,0
26.2,0,0,0,0,-2.9985E-06,0,-1.49925E-06,0,0,0
26.3,0,0,-2.9985E-06,0,0,0,0,0,0,0
26.3,0,0,-1.49925E-06,0,1.49925E-06,0,-2.9985E-06,0,-2.9985E-06,-2.9985E-06
26.4,-1.49925E-06,4.49775E-06,4.49775E-06,0,4.49775E-06,0,-1.49925E-06,0,0,0
26.5,0,2.9985E-06,-1.49925E-06,-1.49925E-06,1.49925E-06,0,4.49775E-06,0,0,0
26.5,0,-1.49925E-06,-1.49925E-06,-1.49925E-06,0,0,0,0,1.49925E-06,1.49925E-06
26.6,2.9985E-06,-4.49775E-06,0,1.49925E-06,-4.49775E-06,0,0,0,5.997E-06,5.997E-06
26.7,0,0,0,0,0,0,0,0,0,0
26.7,-1.49925E-06,-7.49625E-06,0,0,0,0,0,0,0,0
26.8,0,0,-1.49925E-06,0,0,0,0,0,0,0
26.9,0,0,2.9985E-06,-2.9985E-06,1.49925E-05,-1.04948E-05,1.49925E-06,0,0,0
26.9,0,-1.49925E-06,-2.9985E-06,0,2.9985E-06,-2.84858E-06,1.49925E-06,0,0,0
27,2.9985E-06,7.49625E-06,-1.49925E-06,-1.49925E-06,1.49925E-06,-1.34933E-06,0,0,0,0
27.1,0,0,-2.9985E-06,0,-1.49925E-06,0,0,0,0,0
27.1,0,0,1.49925E-06,0,-2.9985E-06,1.34933E-06,0,0,0,-1.49925E-06
27.2,0,0,-2.9985E-06,2.9985E-06,5.997E-06,-1.34933E-06,1.49925E-06,0,-1.49925E-06,-1.49925E-06
27.3,0,0,-1.49925E-06,1.49925E-06,1.49925E-06,-2.84858E-06,0,0,1.49925E-06,-1.49925E-06
27.3,-8.9955E-06,0,-1.49925E-06,1.49925E-06,0,0,0,0,2.9985E-06,0
27.4,-2.9985E-06,0,0,-1.49925E-06,1.49925E-06,0,0,0,5.997E-06,-2.9985E-06
27.5,0,0,0,0,0,4.1979E-06,0,0,8.9955E-06,0
27.5,7.49625E-06,2.9985E-06,0,0,1.49925E-06,5.69715E-06,0,0,2.9985E-06,0
27.6,0,0,5.997E-06,0,2.9985E-06,1.34933E-06,0,0,-5.997E-06,0
27.7,-7.49625E-06,0,-4.49775E-06,0,1.49925E-06,2.84858E-06,0,0,-1.49925E-06,0
27.7,5.997E-06,5.997E-06,-1.49925E-06,0,1.49925E-06,1.94903E-06,0,0,4.49775E-06,-1.49925E-06
27.8,-1.49925E-06,0,0,0,-1.49925E-06,7.49625E-06,0,0,0,-1.49925E-06
27.9,1.1994E-05,-8.9955E-06,-4.49775E-06,2.9985E-06,-5.997E-06,0,0,0,-1.49925E-06,0
27.9,-5.997E-06,-1.49925E-06,0,1.49925E-06,0,0,-1.49925E-06,0,-2.9985E-06,0
28,0,0,0,0,-1.49925E-06,4.49775E-06,-1.49925E-06,0,-1.49925E-06,0
28.1,-1.49925E-06,0,2.9985E-06,-1.49925E-06,1.49925E-06,1.49925E-06,-1.49925E-06,0,0,-2.9985E-06
28.1,-1.49925E-06,0,-1.49925E-06,-2.9985E-06,0,2.9985E-06,0,0,-1.49925E-06,-1.49925E-06
28.2,1.49925E-06,0,0,0,-1.49925E-06,-4.49775E-06,1.49925E-06,0,0,-7.49625E-06
28.3,2.9985E-06,1.49925E-06,2.9985E-06,0,-1.49925E-06,2.9985E-06,1.49925E-06,0,0,7.49625E-06
28.3,0,0,0,-4.49775E-06,-1.49925E-06,1.49925E-06,0,0,-7.49625E-06,-1.04948E-05
28.4,0,0,0,0,1.49925E-06,-1.49925E-06,0,0,2.9985E-06,0
28.5,2.9985E-06,0,-2.9985E-06,2.9985E-06,1.49925E-06,-1.49925E-06,0,0,8.9955E-06,-2.9985E-06
28.5,0,0,0,0,0,1.49925E-06,0,0,2.9985E-06,7.49625E-06
28.6,0,0,7.49625E-06,-1.49925E-06,1.49925E-06,7.49625E-06,0,0,1.49925E-06,-4.49775E-06
28.7,-4.49775E-06,0,2.9985E-06,-4.49775E-06,0,0,4.49775E-06,-2.9985E-06,4.49775E-06,-1.49925E-06
28.7,0,0,0,-1.49925E-06,-1.49925E-06,0,-4.49775E-06,2.9985E-06,1.49925E-06,-1.49925E-06
28.8,-1.49925E-06,0,0,0,0,-1.49925E-06,-2.9985E-06,0,7.49625E-06,1.49925E-06
28.9,5.997E-06,0,5.997E-06,-7.49625E-06,0,0,0,0,0,1.49925E-06
28.9,5.997E-06,7.49625E-06,0,0,0,1.49925E-06,0,0,-5.997E-06,2.9985E-06
29,0,0,0,-2.9985E-06,0,2.9985E-06,0,0,0,0
29.1,0,0,0,0,-7.49625E-06,2.9985E-06,0,0,2.9985E-06,-2.9985E-06
29.1,0,0,-8.9955E-06,7.49625E-06,0,-1.49925E-06,0,0,1.49925E-06,-2.9985E-06
29.2,7.49625E-06,4.49775E-06,-2.9985E-06,-1.49925E-06,-4.49775E-06,-2.9985E-06,0,0,-1.49925E-06,-7.49625E-06
29.3,-2.9985E-06,0,0,0,4.49775E-06,-8.9955E-06,1.49925E-06,0,2.9985E-06,4.49775E-06
29.3,-1.49925E-06,-1.49925E-06,2.9985E-06,-4.49775E-06,1.49925E-06,-1.49925E-06,0,0,-2.9985E-06,8.9955E-06
29.4,0,0,0,0,-4.49775E-06,-4.49775E-06,0,0,-1.49925E-06,-2.9985E-06
29.5,-1.49925E-06,0,-4.49775E-06,-1.49925E-06,-1.49925E-06,-1.49925E-06,0,0,0,0
29.5,0,0,5.997E-06,1.49925E-06,1.49925E-06,1.49925E-06,-1.49925E-06,-1.49925E-06,0,0
29.6,0,0,2.9985E-06,1.49925E-06,-4.49775E-06,2.9985E-06,0,0,2.9985E-06,-4.49775E-06
29.7,-1.49925E-06,0,1.49925E-06,0,-1.04948E-05,-2.9985E-06,0,0,7.49625E-06,1.34933E-05
29.7,0,0,0,0,2.9985E-06,1.49925E-06,0,0,0,-2.9985E-06
29.8,-1.49925E-06,0,0,0,1.49925E-06,1.49925E-06,0,0,-1.49925E-06,0
29.9,0,0,0,0,-4.49775E-06,0,0,0,0,-2.9985E-06
29.9,0,0,-1.49925E-06,-2.9985E-06,-1.49925E-05,0,0,0,1.49925E-06,0
30,1.49925E-06,0,-1.49925E-06,-2.9985E-06,7.49625E-06,0,0,0,0,0
30.1,0,0,2.9985E-06,2.9985E-06,2.9985E-06,-1.49925E-06,0,0,-5.997E-06,7.49625E-06
30.1,0,5.997E-06,0,0,-8.9955E-06,-2.9985E-06,0,0,-1.49925E-06,0
30.2,-2.9985E-06,-2.9985E-06,-5.997E-06,0,-1.49925E-06,2.9985E-06,0,0,0,-7.49625E-06
30.3,1.49925E-06,0,-1.49925E-06,0,5.997E-06,-5.997E-06,2.9985E-06,0,0,0
30.3,0,-4.49775E-06,-1.49925E-06,0,1.04948E-05,1.49925E-06,0,0,1.49925E-06,2.9985E-06
30.4,0,0,2.9985E-06,0,0,1.49925E-06,0,1.49925E-06,1.49925E-06,0
30.5,0,0,1.49925E-06,0,-4.49775E-06,1.49925E-06,-1.49925E-06,0,-2.9985E-06,-1.49925E-06
30.5,-4.49775E-06,0,-4.49775E-06,1.49925E-06,2.9985E-06,-4.49775E-06,0,0,-1.49925E-06,1.49925E-06
30.6,-2.9985E-06,0,0,4.49775E-06,-1.49925E-06,-2.9985E-06,1.49925E-06,0,-2.9985E-06,-8.9955E-06
30.7,0,0,0,0,-1.49925E-06,0,0,0,-2.9985E-06,-4.49775E-06
30.7,0,0,0,0,4.49775E-06,0,0,0,0,0
30.8,0,0,1.49925E-06,0,0,0,0,0,1.7991E-05,1.64918E-05
30.9,0,-4.49775E-06,1.49925E-06,0,2.9985E-06,0,0,0,-1.49925E-06,0
30.9,-2.9985E-06,7.49625E-06,1.49925E-06,0,0,-4.94753E-06,0,0,-1.49925E-06,-1.49925E-06
31,1.49925E-06,-4.49775E-06,0,0,2.9985E-06,-1.34933E-06,0,0,1.49925E-06,0
31.1,0,0,0,0,4.49775E-06,-1.34933E-06,-1.49925E-06,0,-2.9985E-06,1.49925E-06
31.1,0,0,-2.9985E-06,0,-2.9985E-06,0,0,0,-1.49925E-06,-4.49775E-06
31.2,0,0,0,-1.49925E-06,-5.997E-06,1.34933E-06,-1.49925E-06,0,-2.9985E-06,-1.49925E-06
31.3,-4.49775E-06,1.49925E-06,0,0,0,0,0,0,0,0
31.3,-2.9985E-06,1.04948E-05,1.49925E-06,-4.49775E-06,0,0,0,0,2.9985E-06,2.9985E-06
31.4,-1.1994E-05,-1.49925E-06,2.9985E-06,0,0,0,-1.49925E-06,0,-2.9985E-06,2.9985E-06
31.5,4.49775E-06,-1.49925E-06,5.997E-06,5.997E-06,5.997E-06,0,0,0,-2.9985E-06,0
31.5,2.9985E-06,0,-1.49925E-06,-4.49775E-06,2.9985E-06,0,0,0,5.997E-06,0
31.6,0,0,-2.9985E-06,0,-7.49625E-06,0,-1.49925E-06,0,-1.49925E-06,-5.997E-06
31.7,0,-5.997E-06,-1.49925E-06,0,-1.49925E-06,1.34933E-06,-1.49925E-06,0,-1.49925E-06,0
31.7,4.49775E-06,8.9955E-06,5.997E-06,0,0,0,0,0,-2.9985E-06,2.9985E-06
31.8,-4.49775E-06,-1.49925E-06,0,0,0,1.49925E-06,0,0,-1.49925E-06,0
31.9,-2.9985E-06,0,0,0,5.997E-06,-2.84858E-06,2.9985E-06,0,2.9985E-06,0
31.9,1.49925E-06,-1.49925E-06,0,0,1.49925E-06,0,2.9985E-06,0,4.49775E-06,5.997E-06
32,5.997E-06,0,0,-1.49925E-06,0,-2.84858E-06,0,0,-1.49925E-06,-1.49925E-06
32.1,2.9985E-06,0,1.49925E-06,0,0,0,0,0,-1.49925E-06,1.49925E-06
32.1,0,4.49775E-06,1.49925E-06,0,0,0,0,0,0,0
32.2,-2.9985E-06,0,0,0,0,1.49925E-06,0,0,0,-1.49925E-06
32.3,0,0,-4.49775E-06,2.9985E-06,-4.49775E-06,1.34933E-06,0,0,0,0
32.3,0,0,-1.49925E-06,0,4.49775E-06,0,0,-1.49925E-06,0,0
32.4,0,0,0,0,0,0,0,1.49925E-06,0,0
32.5,0,0,0,0,0,0,0,0,-1.49925E-06,4.49775E-06
32.5,0,-1.49925E-06,0,-2.9985E-06,-1.49925E-06,6.29685E-06,0,0,-2.9985E-06,-2.9985E-06
32.6,1.49925E-06,-5.997E-06,1.49925E-06,-1.49925E-06,-1.49925E-06,0,0,0,0,-1.49925E-06
32.7,1.49925E-06,-1.49925E-06,-2.9985E-06,-1.49925E-06,-2.9985E-06,0,0,0,1.49925E-06,0
32.7,0,0,-1.49925E-06,0,1.49925E-06,0,-1.49925E-06,0,0,0
32.8,0,0,-5.997E-06,0,0,0,0,0,0,0
32.9,0,0,5.997E-06,-1.49925E-06,2.9985E-06,0,0,0,-2.9985E-06,-2.9985E-06
32.9,0,0,0,-1.49925E-06,4.49775E-06,2.9985E-06,0,0,-0.000376312,-0.000544228
33,,,,,,,,,,
33.1,,,,,,,,,,
33.1,,,,,,,,,,
33.2,,,,,,,,,,
33.3,,,,,,,,,,
33.3,,,,,,,,,,
