TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
2.73E-03,-0.91,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.44
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.44
2.73E-03,-0.91,-0.87,-0.42,-0.4
2.73E-03,-0.91,-0.91,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.91,-0.91,-0.4,-0.42
2.73E-03,-0.91,-0.87,-0.42,-0.4
2.73E-03,-0.91,-0.91,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.44
2.73E-03,-0.91,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.38
2.73E-03,-0.91,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.91,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.91,-0.89,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.44,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.91,-0.4,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.91,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.87,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.4,-0.42
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.44
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.91,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.91,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.91,-0.91,-0.4,-0.44
2.73E-03,-0.87,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.91,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.91,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.44
2.73E-03,-0.91,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.4,-0.38
2.73E-03,-0.89,-0.89,-0.4,-0.44
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.85,-0.4,-0.4
2.73E-03,-0.91,-0.91,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.44,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.91,-0.42,-0.44
2.73E-03,-0.87,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.87,-0.91,-0.4,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.87,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.42
2.73E-03,-0.87,-0.89,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.91,-0.85,-0.42,-0.4
2.73E-03,-0.87,-0.91,-0.38,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.4,-0.38
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.87,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.91,-0.91,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.89,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.87,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.44
2.73E-03,-0.89,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.44
2.73E-03,-0.87,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.42
2.73E-03,-0.89,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.38
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.44
2.73E-03,-0.89,-0.85,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.44,-0.4
2.73E-03,-0.87,-0.91,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.44
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.44
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.87,-0.91,-0.42,-0.42
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.44
2.73E-03,-0.89,-0.85,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.44
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.44
2.73E-03,-0.87,-0.85,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.44
2.73E-03,-0.89,-0.85,-0.42,-0.38
2.73E-03,-0.87,-0.89,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.44
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.44
2.73E-03,-0.89,-0.85,-0.42,-0.4
2.73E-03,-0.91,-0.89,-0.42,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.44
2.73E-03,-0.89,-0.85,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.44
2.73E-03,-0.89,-0.85,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.44
2.73E-03,-0.89,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.87,-0.4,-0.38
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.38
2.73E-03,-0.89,-0.91,-0.42,-0.42
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.44
2.73E-03,-0.91,-0.85,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.87,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.44
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.44
2.73E-03,-0.89,-0.87,-0.42,-0.38
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.85,-0.4,-0.4
2.73E-03,-0.91,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.85,-0.42,-0.4
2.73E-03,-0.87,-0.91,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.44
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.38
2.73E-03,-0.89,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.89,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.87,-0.4,-0.4
2.73E-03,-0.91,-0.91,-0.42,-0.44
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.87,-0.91,-0.4,-0.42
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.89,-0.85,-0.42,-0.38
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.4
2.73E-03,-0.89,-0.91,-0.4,-0.42
2.73E-03,-0.89,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.44
2.73E-03,-0.89,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.44
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.44
2.73E-03,-0.87,-0.85,-0.38,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.44
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.87,-0.87,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.44
2.73E-03,-0.89,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.42
2.73E-03,-0.89,-0.85,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.44
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.44
2.73E-03,-0.89,-0.85,-0.42,-0.4
2.73E-03,-0.89,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.85,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.89,-0.85,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.91,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.91,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.89,-0.87,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.38
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.87,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.89,-0.85,-0.38,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.89,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.87,-0.4,-0.38
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.87,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.38,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.91,-0.4,-0.42
2.73E-03,-0.89,-0.85,-0.4,-0.38
2.73E-03,-0.85,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.89,-0.87,-0.42,-0.42
2.73E-03,-0.89,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.87,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.89,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.85,-0.87,-0.4,-0.44
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.4,-0.42
2.73E-03,-0.89,-0.83,-0.38,-0.38
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.89,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.85,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.38
2.73E-03,-0.87,-0.89,-0.38,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.38
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.38
2.73E-03,-0.89,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.89,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.89,-0.89,-0.38,-0.42
2.73E-03,-0.89,-0.85,-0.4,-0.38
2.73E-03,-0.85,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.38
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.38,-0.38
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.38,-0.38
2.73E-03,-0.87,-0.87,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.38,-0.38
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.85,-0.85,-0.42,-0.38
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.38
2.73E-03,-0.87,-0.89,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.89,-0.38,-0.42
2.73E-03,-0.89,-0.83,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.89,-0.87,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.85,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.87,-0.83,-0.4,-0.4
2.73E-03,-0.85,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.89,-0.38,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.85,-0.85,-0.42,-0.38
2.73E-03,-0.89,-0.87,-0.38,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.85,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.38
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.38
2.73E-03,-0.89,-0.87,-0.4,-0.42
2.73E-03,-0.85,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.85,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.87,-0.42,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.42,-0.4
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.89,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.4
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.85,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.87,-0.38,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.87,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.85,-0.85,-0.4,-0.38
2.73E-03,-0.87,-0.87,-0.4,-0.42
2.73E-03,-0.85,-0.85,-0.38,-0.38
